"ID","Type","S100A8","ADM","IFNGR2","C3AR1","TNFAIP6","SLC43A3","MAFB","MMP9","IFITM3","ALPL","ANPEP","EGR1","TLR8","STEAP4","ADAM9","PGLYRP1","TPST1","ANKRD22","RPS27A","CXCR4","CNOT6L","PMAIP1","CD83"
"GSM1691721","0",10.7251229581878,4.60020833455336,6.71527303806474,3.8627033924779,3.99903664625448,5.27562284325919,5.45038086972657,6.05396816633779,7.52690764440298,5.1714696984542,6.83652529146553,4.13788584419578,6.59179567659634,4.69415598903298,3.62574526636356,4.92235078092711,1.50815767074248,2.34728620059876,8.26950486982848,8.45585302828774,5.71904634517774,4.729862614704,4.17488400278305
"GSM1691722","0",10.4626811270311,6.62643523133984,6.7119719108008,4.10151222167994,5.00507665909877,4.81243400547037,5.51063883689057,5.51037351870541,8.38764691320196,6.35125155156108,6.83652529146553,4.74460927469911,6.60575912912491,4.89310363573712,3.12858137809842,4.69200054499193,2.23910893826051,2.28080572717791,8.8205319929233,8.39811830080897,6.22598298141949,3.70689611091801,5.14269765261898
"GSM1691723","0",8.46142748163621,6.03833706160933,7.20194326083117,4.41080123606546,3.17259171306968,5.19511313319587,5.22338725175392,5.7421895913928,7.27865784356485,6.07862532821845,7.21390698230195,3.15847749253925,6.61200732399382,6.28870140949497,4.14837332489435,4.26953071060645,3.25394956755193,2.18303261255818,7.54197752977966,8.67721393143145,6.50178046677305,4.03683213504133,5.26831120827373
"GSM1691724","0",9.03709228066871,5.94517227935385,7.04192419243361,4.96825666504545,4.03755919023042,5.00812920532423,5.35701958029183,6.24872293346619,7.79051965132481,5.2918868729809,7.24689262338651,5.75306040381151,6.48148183870612,5.4700241634978,2.94989591126052,4.89585293212574,2.41753816856476,1.8264896263537,7.3701248475428,8.37897060036157,5.78502434371621,3.9813941602711,4.63932847795573
"GSM1691725","0",9.19796820343217,4.9802582168633,5.58434719243632,4.92295895009649,5.064494789335,5.47384709436108,7.16867276051559,6.0092613391454,9.56707726100024,4.91665717656111,6.76912896481792,4.5878808131788,5.60057102592414,4.40019291165951,2.9665826805127,3.99185806894586,2.40546347147647,2.27424631217919,7.92529964094985,8.40611859087727,6.21690032351222,4.40235287776918,4.73847645259884
"GSM1691726","0",8.32843470985673,4.1947380929938,6.86023370632677,5.00169626933625,3.674074308276,5.02784923778867,5.44544789260839,4.36378943895842,7.60244381371507,3.75572746892444,6.82127213672409,4.11672235278682,6.53848195124019,5.23771735529969,3.09568145001435,2.16305475576601,3.34994563569749,2.00092311480755,7.11492084381998,8.35093783536967,6.29283316383638,3.72777373584332,4.18777329183449
"GSM1691727","0",10.8958885183768,4.44316455440884,7.07888022409083,4.50568424015963,4.95369790538862,5.83960050445153,6.26256529324991,6.09723207915241,8.70566039315298,5.24898997215661,6.79016334095751,4.58699244424595,6.96257183958007,6.04995706318975,4.00843969974702,5.81560545880465,3.73964991923319,2.95400075538199,8.07895413304181,8.48541490825111,5.54313116140777,4.68794370848381,4.50018469231505
"GSM1691728","0",8.37117008777092,5.23501936579157,6.68763747280801,4.00585424796059,2.96940692668294,6.10357400339081,5.1866782344313,6.40639056740854,8.84722817714226,4.13746702099406,6.55654324190973,4.43811337331905,5.87850028945651,4.62184087540694,3.0848652448017,4.02708257934055,2.86368492742754,1.87779905443178,7.9657202985258,8.45585302828774,5.23793585098987,4.36129221603879,4.99528660653224
"GSM1691729","0",9.44373579498995,4.16882774277623,6.77343222569939,4.15314381640756,3.14097833312322,4.97141521924182,3.99931836111365,6.32555166298632,8.30570706988977,4.18729189103259,6.9260010789287,4.29044305671991,6.39618668003284,4.0380236621977,3.64604439007706,3.80919931485935,2.32377258510087,2.33681214336629,7.7485415001032,8.66524034122517,6.0574911848301,3.9870935356451,5.01419732970667
"GSM1691730","0",7.96362144868613,3.94089716371704,6.39315799753789,2.9207656918221,2.77880649098142,5.25267256948519,5.17123908725978,4.63057979254637,8.58640735579702,5.587535715953,6.78238940200489,3.18848970768383,6.06093062332528,5.2880258827838,2.49595614606029,3.72791473393434,2.57620737778783,1.41005265381437,7.40159112826084,8.56570462232405,5.8262793537042,3.56134399493495,4.58459042228778
"GSM1691731","1",10.1886647540946,6.42609540155044,7.2353231577524,6.09382533958445,5.82819719255739,4.74818850213711,6.29524681671701,9.08026345041021,8.70986059818478,6.52765174286951,6.32043186200269,5.45325917487246,7.1588875961754,5.08371670301974,5.81306126721797,8.57837985614927,3.92850791493396,6.91832313949933,7.82387941685458,7.75347006410086,5.81472472970211,3.34536904855339,2.85866950795111
"GSM1691732","1",10.3469438661092,6.34569055784304,6.96906090818204,6.08168880163306,5.53889004456839,5.40725163946534,6.42122875100245,9.18392055894764,8.28886821560856,6.64477588720341,6.42196790849897,5.70137992578542,7.24265912600175,5.02525916697263,6.00378237469463,8.54279813402123,3.66937243016761,6.80896175759363,8.15401956464944,7.54071920913186,5.78816092788121,3.44148239782619,3.90483202327039
"GSM1691733","1",10.9826555093414,6.06853439318108,7.08807343009267,5.91242630260371,6.07186722724075,4.78795212978112,5.45904039768523,8.33507123542854,7.52570156255391,6.01158481149405,6.12324766345246,6.22491403607885,6.96557284800227,4.14750712167562,5.73176768785929,9.09499491027975,3.94218519952326,7.13979740330677,8.73491727609646,7.84082904574913,5.36403332568804,3.4319456976665,4.50728521979116
"GSM1691734","1",10.8654501140769,7.43389175294161,8.03598600838095,6.45347796509907,7.39229468713113,5.46849918534204,5.87044804109844,8.92520373695877,9.42795815351598,7.13393281046898,6.4417739905562,2.77095384321309,7.62820386416701,6.87186732324333,6.27739814350301,9.03869304844146,4.63963881332117,6.85051433490731,8.29296179074185,7.28273123719471,4.49490374375517,2.9767706279548,4.4204593265039
"GSM1691735","1",10.95067020703,7.40222271151121,7.48505214308952,6.2536838304778,6.94836719851682,4.8594958177201,6.42310727305693,8.80164293889725,9.86901466699908,7.10615584224232,6.3765897638139,3.17885987679844,7.63398283790386,6.73640205547966,6.65450090387131,8.82691046482438,5.01336489174052,6.8670486915345,8.02118366210957,7.0603279969806,4.58918810009934,3.5449658429797,3.59832402958905
"GSM1691736","1",10.2567625023116,7.37907887942431,7.63680993264574,4.98274811841196,6.1746168912193,5.38050670992308,6.9582621468228,8.15401922902541,9.69262812651092,6.71566681333951,6.8297968024497,3.93213181020841,7.09880010666437,5.23135307445911,6.01862128931614,6.51356276782312,5.5436542304977,6.25359681918272,7.33586289940747,7.97165008642336,5.4175949019486,4.39353610663366,3.52002034316974
"GSM1691737","1",10.4076340960947,7.58050265488471,7.33428568943544,5.86740684553524,6.62510848294022,5.91711956939273,7.1671556762149,7.84823186536293,9.77558262223056,6.51434258350662,6.99235195139672,3.70718663319412,7.1588875961754,5.07899236472097,5.96238198759382,5.60760083855945,5.77638471920089,6.36944198728435,7.57628161036362,8.55261744749696,5.78308892865625,4.60422133158193,4.59376386362937
"GSM1691738","1",10.4306706056735,7.81817795949052,7.50781015768298,5.57813376357081,7.37635809166764,4.93922420194061,6.06397077957584,8.58044423716444,9.53210606566754,6.38173490236474,6.69746961313378,6.85195224218538,6.76744973293653,5.23135307445911,5.92073216234246,7.64050447265483,5.59549996541076,7.10964179927694,7.90520351001397,9.03389273500287,6.82554200502246,5.90284025493651,6.27454786407407
