"ID","Type","S100A8","ADM","IFNGR2","C3AR1","TNFAIP6","SLC43A3","MAFB","MMP9","IFITM3","ALPL","ANPEP","EGR1","TLR8","STEAP4","ADAM9","PGLYRP1","TPST1","ANKRD22","RPS27A","CXCR4","CNOT6L","PMAIP1","CD83"
"GSM350139","0",9.045847498294,4.32773849233232,6.55984237501952,3.77983011590138,4.29457932718793,4.02603973717954,4.57971112879223,3.70375241902701,8.50242634688148,4.12115333150784,5.41128304291948,5.24211477250029,5.66418585740585,4.90390297870219,3.26421190609437,3.38174100915178,2.76837914269653,1.77013120524198,8.66106892864854,8.80412213637032,6.87253351522836,3.945078621684,3.85574081870856
"GSM350140","0",9.91485617524386,5.08691045681542,6.39260588290519,3.92463822969832,4.79701232540002,5.19941770463413,4.56381858582537,4.25649305832426,8.78326242574734,4.84570218047575,6.42472289318117,6.59396553835051,6.53041788947943,6.28231655051304,2.43738527938483,4.07098322175807,3.19906506632808,1.87714965915868,8.59869607474798,8.7020402753062,6.52575608730613,3.94647478190402,4.83161024839528
"GSM350141","0",9.00352559195713,4.79663276664663,7.29124449809871,4.29247308021203,3.63483912965491,4.61922586715426,6.40615376957621,4.43646977616644,8.25465640281127,3.970422845708,5.61100816737665,5.76242961204377,6.04320063002605,5.5457219275319,4.01152528396067,3.39264989814127,3.54937617134237,2.27998382833962,8.56828496170207,8.56865530530089,5.85052119859968,5.20806501708429,3.924065198614
"GSM350142","0",7.31045929374819,5.27964199647746,7.85717892929786,4.934341775937,4.54385324284454,5.02795016467443,6.13709544205902,5.03253367243734,10.0150842215169,5.51822240930626,6.59677980563355,5.17620084547752,6.4167132841894,6.17166368616871,2.89774297332484,4.57155088743711,3.56335434207936,2.34584808171941,7.41563985702406,8.4368659877312,6.43421877916084,3.74992395763549,4.49866545229957
"GSM350143","0",7.62879920566489,3.29407673736901,7.07274155786552,3.83473926006533,3.19236005061744,4.69282761796526,5.60885548442516,3.19800705829305,8.23584219092796,3.14336799077829,5.80128345114968,4.6849117540707,5.92902805694562,4.54833295980891,3.79844221214538,3.33459716884985,3.52530294348787,2.5534115354079,8.18232054554901,9.06776514786041,6.63513555673513,4.46699231122401,4.38995618420944
"GSM350144","0",8.22457403617993,2.92564768135634,6.95412652196294,3.95721657036208,2.83961999274093,4.87922842226026,5.19376023115685,2.29087195020132,7.55024793899054,2.5467249988743,4.907219233069,4.8239714521371,4.78827261961236,3.07336941767602,3.03541384102708,3.26874757810869,3.49303841860814,2.00335270585432,8.54429428114064,8.92507593369062,6.70001752018715,4.75344551629374,3.87315976568632
"GSM350145","0",8.97703938567775,4.01327013142481,6.64384573459431,3.97673120977529,4.08384533579353,5.05351317383979,5.22816472856026,3.32542724079088,8.26526062340837,4.00356909027146,5.8710859825658,4.66825932125338,6.23314427468288,5.37609517732547,3.00897263144828,3.91438372292411,3.0451666462457,2.42337169017011,8.44248945858161,8.63983673293825,6.59265119901183,4.51556311509077,3.87655940537753
"GSM350146","0",9.63636209077993,3.04683756514466,6.5495272397035,3.64415398605549,3.86609369458765,4.4207892168914,4.88931185814934,2.8369630516149,7.55024793899054,3.03364450740177,5.24631069882041,3.82552851820887,5.33499337216875,3.46687160727137,3.79207493466121,2.9934072527083,3.3597167307564,1.81708892949266,8.83404302832935,8.74921245326563,6.60768592993933,4.38872013354384,2.81821734534512
"GSM350147","0",10.2311072884676,4.41426131476473,7.01944084711238,4.41307900371135,5.06746067536131,5.08843112393754,5.51327995300986,3.25017328748397,8.69726157855409,3.33881791647087,6.32667505993969,4.75666223139508,6.68114206563341,5.75484124200982,2.90153176786539,3.75487789156083,3.40925794018545,2.8798970269043,8.62930202399452,7.9959367352033,6.30892666420655,4.40517948609544,4.2194522634187
"GSM350148","0",10.5089907953325,4.53817483432972,7.2935292839197,4.61914669286269,3.17060135221524,4.81175936742434,5.8471111516249,4.91492542575492,7.66873966472405,4.03133192779972,5.96635084231781,5.30825072846737,6.5379218289686,5.86813856089687,3.81595989925415,4.56095837748451,3.88900787220348,2.09497811306503,8.71439520806789,8.67281249554638,5.60947591890234,4.29989919010081,3.6504915786711
"GSM350149","0",10.1316138710974,4.17325334941978,7.67014987489472,5.12464934298339,3.7263085693528,4.86418926652792,6.10601333279584,3.74007375315297,8.28488922632603,3.47087688883164,6.26184146536411,5.35771874749669,6.82523755735474,6.22699846823261,3.48591485092196,4.34756716633147,3.34480346970685,1.96793426520462,8.50949035786357,8.16998435176434,5.70127567322082,3.88845617609475,4.53450473030125
"GSM350150","0",9.38487884898286,2.93062869625559,6.38431739109003,4.22131113041504,4.39373708192572,4.53319359110183,4.95856065977983,2.69092067647459,7.4512245077813,2.18722979504768,5.24889116704048,5.19672777109683,4.77103709902283,3.13785543932363,2.63188986821967,4.45367093774139,3.02673956279096,1.45936917074565,8.73503465665305,8.60824550569194,5.7859351770567,3.44902047331725,3.20819886196113
