"ID","Type","S100A8","ADM","IFNGR2","C3AR1","TNFAIP6","SLC43A3","MAFB","MMP9","IFITM3","ALPL","ANPEP","EGR1","TLR8","STEAP4","ADAM9","PGLYRP1","TPST1","ANKRD22","RPS27A","CXCR4","CNOT6L","PMAIP1","CD83"
"GSM1571528","1",9.99648575815499,6.19108909292816,7.8838816778063,7.40089275661043,5.57553419754003,5.88561523097592,6.24809039292229,7.67630288446441,8.90851075707426,6.66298031684511,5.81758074216275,5.45190847945789,6.68899810803127,6.16019715787916,5.46789329268715,7.40052751268517,6.07971966605531,4.63251232703038,7.46956426230346,8.40991403684874,3.94370849668714,3.94899045233086,5.40129927384771
"GSM1571529","1",9.92046354296015,6.51276870257767,7.74637834830925,6.87231957481589,5.60184827232462,6.62569286397279,7.28913324354008,5.9121797621324,9.71596961506787,6.98032210825381,6.31605915093477,5.15050499211318,6.21295299513857,6.65346902514472,5.94447585318165,5.28960483774318,3.83998434382031,4.96275373957372,7.38343578454026,7.78826299187688,4.37316256939552,4.26817890962794,4.94574139864886
"GSM1571530","1",10.1561919008045,6.38878233945574,7.1192321353613,7.28650969813336,4.2547405277983,6.47915796785005,7.88308673717845,7.11556411494686,9.01869489635693,7.62768072257121,5.90881449486413,5.96642257280786,6.44171066564819,5.58923965759397,6.07620983315081,4.89634397467124,4.46263428445119,6.80788001299609,8.69452955142308,7.75805372272703,5.00903015747697,2.6530745763145,4.26684552853808
"GSM1571531","1",9.99648575815499,6.01539840407034,7.44133776677358,6.90607880849016,5.05313951796651,6.46244394886187,6.71699381414338,9.68140592122499,9.36773771285054,7.04989816398486,6.45037237791744,5.80634999826931,6.90998229735853,5.55778726837786,6.29852701146198,7.49632747990954,5.89317148025364,6.9534769150195,8.32712320868248,7.78826299187688,4.55842338289211,2.34865365757797,3.54534932449848
"GSM1571532","1",9.92046354296015,6.00217268723718,6.6746485253237,6.05974707899205,5.84438369064301,5.75388745599745,6.46407822774283,5.26009120863314,8.87588440248748,4.74654919724328,6.82997732333687,5.87687196564078,6.31158000858377,5.06812699928445,4.16408976223995,6.39427930527505,3.35340503358216,5.83474945802363,8.15816785357187,8.49695222402466,5.48566748950592,5.63305756248497,6.80965185041065
"GSM1571533","1",9.92046354296015,6.17581386999554,7.85433467034476,7.33392621457147,5.37165373349612,4.86243910442645,7.76665564283896,7.82384350991109,8.13455223496208,5.76090154205621,5.44763765894413,6.10578005315836,7.15213169228064,5.05883508225688,5.90651731880773,6.18962243158155,6.01547434921671,5.85724050721999,7.00581925403482,8.78861384741097,5.75015593476378,4.95043357394737,5.04741081608781
"GSM1571534","1",9.85082678704182,5.99576810579815,7.48039861982778,6.77043422747501,5.22563845779585,5.81071655534713,7.13575525053136,7.73173482709473,8.7922602848581,5.31399915128573,5.52068423896962,5.90800029913746,6.50425911742837,4.73015425528366,4.99914016252329,7.43495711234723,4.99782795723511,5.43622809546231,8.20942099914733,8.49695222402466,5.6051467830723,4.29498737306824,4.82345430099097
"GSM1571535","1",9.99648575815499,5.9132286996417,7.68101445099205,7.60471274522655,5.52975305569399,4.79937722913771,7.56805455708216,6.8530105929217,8.23453467439014,6.44277583148963,6.10228699225184,5.5441670066237,7.90420566682847,5.27840464624627,5.34397569132199,6.50436131997491,4.54440186426792,5.689297304174,8.36996161743682,8.21353803971942,4.75680483832178,3.06380361083419,5.12473246831759
"GSM1571536","1",9.92046354296015,5.73687371409514,6.94928691679879,6.93255635005463,5.60184827232462,4.4231625517489,5.33540261718321,5.9889374649346,8.28213882824752,6.65700171740812,7.09759348007251,2.62133940355112,6.57180421436767,5.37849411727989,5.33620097212485,4.74275912967059,5.7800064668209,5.18848443649115,7.26487463690621,8.05022201213944,6.20480770904296,2.89399828179683,3.52821323529878
"GSM1571537","1",9.92046354296015,5.50169059179924,7.58776495815439,6.99387205035658,5.25746123235333,4.80223889743731,4.72888337666314,8.22020588490813,8.13839390596395,5.80183537754866,6.91326122488428,2.55810618402777,6.35051461035157,5.25317237370646,6.09330782251361,5.50731140547095,6.24279540505915,5.2131203408547,7.34283607267996,7.86732927305281,5.67429087329572,3.05168858887833,3.04715659371062
"GSM1571538","1",9.85082678704182,5.94542042796282,7.36995547496755,7.08286987551571,5.71184956341474,4.89990757020228,6.86350737929403,6.77861256294663,8.77745519178749,5.87663023393751,7.03258694210604,4.80860628456164,6.78712191464071,6.02871071299643,4.37245738763437,7.10463153208618,3.66976983857426,4.27958448831167,8.18527141600889,8.05022201213944,5.78769854191988,3.61855911375624,3.18217199722136
"GSM1571539","1",9.85082678704182,6.12236034103045,6.96116790690704,7.04615289000058,6.24404487178702,4.40428059311913,6.68339949289446,6.53281216810848,8.30476133434884,6.28402806022262,7.21008335523639,4.24494772654502,7.31327762829576,6.41707040318524,5.41922618695685,5.05490019685072,3.01465579126848,3.8498238939605,7.92879358777221,8.29140696201776,6.6325684276839,3.3322968331898,3.43952241366229
"GSM1571540","1",9.85082678704182,5.64164102905959,7.46217961409216,6.41600168371443,6.47310475883259,5.32115957115287,5.60064942244774,7.60637646620371,9.85063035521581,4.73693004728249,6.22842962197221,4.67998444859736,6.91653612249759,5.97232271706953,4.74544652591028,4.78513340673359,5.18110086048472,4.63559931324396,7.70913457253714,8.40991403684874,6.26607424737716,3.9046181512905,5.02533745517138
"GSM1571541","1",9.99648575815499,5.89576027412901,7.27921168243723,5.78036039172317,6.12545022795622,4.40950172860041,6.14248744564553,5.2301162229538,10.0145479235266,4.61190568893761,6.19411150470118,4.78176044472424,6.21295299513857,6.10896759936774,4.03405443679517,5.32188129029177,4.474453492321,4.05947212720002,7.87650801465426,8.49695222402466,6.45868235679499,4.89959775276398,5.57376092612124
"GSM1571542","1",9.85082678704182,6.21228685720417,7.33061206575712,7.38693341813107,5.48316932864057,4.29479597299638,6.99903643554359,7.33190160031801,7.58752539989658,5.33621301269314,7.34543309355634,6.02997121429216,7.37861748094529,5.14691967719852,2.64186957937977,6.94455263838742,5.14458895321089,3.19087807395063,8.47368583522727,8.6499609930718,4.52521468208512,4.10098685902906,4.36518743348075
"GSM1571543","0",9.68302929256526,6.06550516422991,7.29816382674509,3.93232463360931,4.91254651138997,4.48565003197837,3.88271863288434,5.0402728831004,8.6708661431584,6.47846719371232,7.22196026232311,3.81105855163917,7.1890324613862,5.98992696052261,4.06409592919255,4.07374775566342,3.51939345607941,1.56844056593126,8.55121457966322,7.73609323294792,6.00232516750622,4.61181524442277,4.1932734041384
"GSM1571544","0",9.56458430272558,6.11696825263781,7.4841524423813,3.28767747845031,4.76235437319382,4.69987981994862,4.83399907964463,5.79994286555525,7.80578945441221,5.11945768078436,7.25491318056257,4.27786253903589,6.36707238704811,6.59218048115604,3.91090965911424,5.35990899394564,3.59558645065119,3.1291480710796,8.10808449082371,8.00312766889275,5.59707815211007,4.81881672859526,4.21758214906792
"GSM1571545","0",9.68302929256526,6.01125027502168,7.46192322335745,3.12435889920275,4.71733565460669,4.41540794733646,5.44639051354209,5.09974087313344,8.35123807825065,5.49302191242982,7.43963558680721,1.16099864136194,6.75181877875977,6.51743278706146,4.0530758463951,3.57676545477572,2.19410015150401,1.82000783222345,7.56855505659296,7.96471366637769,6.2967466985471,4.57953092204195,4.20957463032706
"GSM1571546","0",9.68302929256526,5.95373946279414,6.72595243781414,3.52226415287701,5.03748344421392,4.36387226180746,5.25699656358348,6.29538707322986,8.33568970380067,5.46991161991632,7.59703054902884,1.68830574216911,6.95246445745056,6.57041894377106,2.61931555342864,6.54906866892742,2.17551385597513,3.02109141063712,7.89475083855901,7.76195804994144,5.52069092491553,4.88218398637,3.46238972400582
"GSM1571547","0",9.75664665567085,6.66554191917229,7.60969500523115,3.84184942847615,6.00807454351392,5.27835189920213,4.06206439370462,4.92218649687989,9.08125147327206,6.58089571589932,7.9109000929688,2.12317689455575,6.30536662192246,6.18222803543611,3.59839204502588,5.10649709573338,4.31034055110977,4.19670160176727,8.06694094631667,7.90140502828261,5.59707815211007,5.12018126446797,4.02048372352293
"GSM1571548","0",9.68302929256526,6.48941602307286,7.20780021763596,6.24306318611021,6.91529685864936,6.2782455443945,5.3358044422622,6.50789361525043,10.6257765946248,6.46829693331089,5.79206078740938,4.99037727385386,7.73783218045091,6.67226871856253,3.60130367171195,4.65072056394881,1.61842838847971,7.92426067906393,8.63441700515163,7.68701875749179,6.33501170186017,4.27160844010371,4.99567051460507
"GSM1571549","0",9.68302929256526,5.3839028856916,7.35317837682021,3.93502345649653,5.79831741715407,5.05130511907637,5.26561692184365,5.39162647510356,9.38538589718628,4.13962931289479,7.03249719130751,3.73049068790707,7.18088316985633,6.53248714134107,3.60703490193883,5.39575404001922,3.09265072166936,4.27815147124095,8.38836722809485,7.81396215524626,6.21604318172171,4.95372252979387,3.73143360284601
"GSM1571550","0",9.75664665567085,5.23355006092822,7.17927125692424,4.04140406090603,5.75404956361778,4.86113507681397,5.05086467205723,5.46927770912183,9.40159355560182,4.68582112074821,7.1712092834832,3.57078296093551,6.9145975404899,6.63621949505378,3.19365293983859,5.41377851667834,2.98352677377345,4.10020674427635,8.36059006803661,7.81396215524626,6.15942397690308,4.82053508588337,3.81017553254181
