"ID","Type","S100A8","ADM","IFNGR2","C3AR1","TNFAIP6","SLC43A3","MAFB","MMP9","IFITM3","ALPL","ANPEP","EGR1","TLR8","STEAP4","ADAM9","PGLYRP1","TPST1","ANKRD22","RPS27A","CXCR4","CNOT6L","PMAIP1","CD83"
"GSM6456143","0",9.94239390879011,4.91066867200167,7.4722460653681,4.86303857280792,5.19501922730335,5.28315921707958,5.38688266639562,6.63934457208191,9.86272328263756,6.36744806485152,6.55153969116159,3.01727424638665,6.46294276240606,6.60470929719809,3.98990933172972,5.49659854055819,3.55174965040945,3.43826602819978,8.29209110749184,7.88901533147007,4.49598908619166,4.15844304503028,3.35003219153876
"GSM6456144","0",8.56443515820111,5.32764816225677,6.5807691315957,4.67023509276208,4.30214482145117,4.92984266128098,5.30846070858148,4.98993412706384,7.9440167209112,4.99333631547065,6.14189530898356,4.52058550431777,4.91372932769868,4.96408705724365,3.41716440191811,5.82847817038742,3.49263285370095,3.32817911367193,9.16491484983528,9.3080293415402,6.04732253465531,4.64493541322092,4.38305522644081
"GSM6456145","0",9.94239390879011,6.68441061000833,7.53356216938508,5.34732921607021,6.57481997801352,5.30590480668383,6.31228291742035,5.95658004955592,9.86272328263756,6.44051163295733,7.06274666639913,5.04737109887429,6.7683084730264,6.35180076958925,3.46717024579033,5.98898037472697,3.59652384931148,5.67908015862095,8.35589683808996,8.67171938480096,5.22977097057796,3.71847499341612,5.86653758665753
"GSM6456146","0",9.94239390879011,5.43623858041496,7.26305930472895,6.10882246404255,4.95069482859601,5.20534335665356,6.90210919624573,6.81263076920658,7.54600302804886,5.98401262655515,6.86455859263643,6.23661578091602,7.42073365675633,6.19327514582576,4.87636531582568,4.86382467876331,4.26119188399069,2.76028504856594,8.55796281957373,9.90559578496258,6.70702209801552,4.59710558040811,5.45680834209927
"GSM6456147","0",8.51580237482213,4.35982295021483,7.16592843833224,6.35416624945768,4.85342579307454,6.2080011864315,7.06306010557401,2.84933435530593,9.63461472613674,2.11990282480005,4.6819630260161,5.70158061532881,6.95642944786712,4.28273732899522,4.63326328808376,1.2698100535135,2.05428923037237,3.90369049299156,8.36217257174313,8.39858447790195,6.59783523731704,4.43025925055244,5.66216636094581
"GSM6456148","1",9.97302291073666,4.41900505712669,6.16843849775076,5.44616145536189,5.15338265437174,5.38372826017668,5.48128772069106,7.95231292820618,9.33500727694928,4.8494623293729,6.05984744565909,3.81692912274273,5.8523864955348,5.17080928878326,4.09474312248634,8.40100790178606,4.45089553353281,5.42726121889334,7.60041586578524,7.17309450664334,5.33032875004295,3.07538875211747,3.5898248094183
"GSM6456149","1",10.5677718250259,6.20376322735875,7.32099992881669,6.74858817792143,4.53098077926285,4.74708954263956,5.95567684941339,5.51864293127504,9.09689527278492,6.30524457114825,6.91640634422556,4.44352225790709,6.24769782494323,5.35555099074369,3.53412574303774,6.17500067159207,2.50789818469972,3.58688065064692,8.8056446448914,7.30889468983819,5.23488393139712,3.36290827239546,3.30899614976712
"GSM6456150","1",10.820572646952,7.35978532300526,7.82041389045585,6.69029972205559,5.62807238774493,4.38223729588213,5.52541748481149,8.24005692681415,9.20141489914327,7.06148962910908,7.60689817958976,2.497763726422,6.79822296809023,6.00098417107314,5.01197105194807,6.67234596738677,4.55394587129888,6.99861478560041,7.73346318380985,6.64676843232651,5.81505156407028,4.27335803724059,5.03115078807937
"GSM6456151","1",9.8465295966227,7.16306884810589,7.95664268337378,5.34740129206263,5.63249050695381,5.80508300904435,6.11115122767337,7.17063213523276,8.31730356506839,6.92785575690204,7.59894583503764,4.33830001841199,7.60161206446782,6.49755483484694,5.30956016572068,5.95412863047621,6.22168680348362,4.46002943905353,7.14012875077899,8.03211707072907,5.13101801002586,4.64831839668844,3.73700980724852
"GSM6456152","1",10.2336949135847,6.75692720383477,7.48458390808796,4.91991492569832,6.00785597141667,4.24068673338821,5.17454190410996,7.3176086178696,8.18085423893507,6.97562496589044,7.6597413002131,4.2005578642565,7.7635742203493,7.00337206146592,5.74536334081028,5.93496948916955,6.02431850145887,4.11740334842349,7.26835576910489,9.0736699964915,6.06030399838491,5.30252270607936,4.83599103149248
