"ID","Type","HTR2B","CA3","BHLHE22","DPYS","TIMP4","CXCR5","AKR1B10","CCDC82","ESM1","CTNNB1"
"GSM2040832",1,5.46803462967836,5.37456272689531,6.63199996603347,4.37496558423459,8.53791596900046,6.11107453539949,5.51556574936131,6.71480595581564,4.55563912652439,8.76682553492293
"GSM2040833",1,3.83423904848838,4.90932450608459,5.67885943553002,4.03629515367255,8.16627459788497,4.19590000607537,5.1186338466476,7.56247064616172,6.23738093835188,8.5731740639991
"GSM2040834",1,5.76404800500074,6.13105173678788,6.57175830529571,5.16233594941787,5.7135093102335,4.39314103679796,5.43581445031442,7.42052455651925,5.98520267510608,7.70164403053084
"GSM2040835",1,6.53146844029894,7.54978735732352,8.20207524331084,5.13448955310294,7.46516847754694,5.47544675017167,5.64527378009005,7.60007679133418,5.2909534844527,10.319658744891
"GSM2040836",1,6.68731711420583,7.55460278204459,7.06774915915754,5.40457493264616,8.66741267055317,5.16648594870987,5.67976424958611,6.03898974884039,6.30127384875214,9.64653916718838
"GSM2040837",0,4.35070158709502,5.40995948110667,4.25884818218581,3.03748390043742,5.93416818521155,3.59156480735631,7.56377358858825,6.47986623789867,5.69721575203806,8.36302576013773
"GSM2040838",1,5.89134014227125,8.05280340031252,6.54023561853565,4.61670121698602,9.54797003254282,3.46604437451399,5.11060388643381,6.17619922245977,5.22171191436266,7.90653175554417
"GSM2040839",1,6.30297607851329,4.44884968618469,7.909274607036,3.59704380969502,5.17360097334868,3.3694661113515,5.46895719713114,5.76500225848847,7.48270144363551,9.37349777970688
"GSM2040840",1,5.84813346847109,6.43460635714481,6.96220127713045,4.93301239091525,6.48939654288543,4.80702189858958,4.72587749291004,6.06762032433814,6.03909358025763,7.73418931342001
"GSM2040841",1,6.35168734169198,5.79970011237932,6.27804034455212,3.49662870655106,6.93918772794907,4.13921929243508,5.97679067578253,6.27527680509238,6.78354815170988,9.55440559834246
"GSM2040842",1,5.6853587694152,5.28147527637281,6.22089884280548,4.68495121352488,8.21138913286905,3.95939418536976,6.02549664815146,6.00475065403248,4.70806258433068,8.54720917315825
"GSM2040843",1,7.2787934207482,6.89130192722338,7.53521529858679,3.77935164010197,5.87573544942475,6.9420689366382,5.33952539397562,6.22735447882236,5.55671844723937,8.7282184235004
"GSM2040844",1,5.71809004534887,5.77521096446392,6.68697876894863,5.26481744823182,5.40923518280431,5.72195407537441,5.26273609636872,6.05749479554811,5.5335209879404,9.2021043456589
"GSM2040845",1,5.52573096062277,6.8389295120323,6.61336523195291,4.12183847705963,5.90973694093652,4.00034383902099,5.61638307402789,6.19943575839913,6.82937534429343,9.38362313528891
"GSM2040846",1,6.90976164462085,8.81708034713232,8.1695604887383,7.62363012835232,7.73484695923028,4.38986793902767,5.85986822395642,6.34151559739371,3.73549475104971,9.35371659710996
"GSM2040847",0,3.83852473666603,4.42100013616769,5.47778461393628,3.93599621727498,5.18204558554857,3.34696502909033,6.45681012686825,6.11232854035291,6.40006342667252,6.93250456971213
"GSM2040848",1,6.80845506938709,6.69891271727051,5.62359407433191,5.78609432165716,6.5045542614079,5.20901282559591,5.53174497631089,5.14949532021304,5.4758550881691,7.07238449455777
"GSM2040849",1,7.01998935703498,7.79951375166591,7.19379609799119,6.68780663548062,8.24837170209443,5.1843039368179,4.87017739491009,5.09393743145984,3.62233977870179,7.05658787544016
"GSM2040850",1,5.27967465250329,5.71117008932206,6.66352789560579,6.31355567276938,6.89395871237833,5.04042947422573,5.12495634159041,5.00070488068984,3.97276030386224,7.03367130116626
"GSM2040851",1,5.81994804468739,6.70949955429401,6.31163635440572,5.22084638986925,8.45663541158191,3.9669174140566,5.31165378317713,5.12385492220847,4.04575539761906,7.01643609304565
"GSM2040852",1,3.42468425589017,4.81438356548731,6.27764318909216,5.66261124052216,6.87061072079143,6.518065484259,7.39942460284802,5.17143271745832,3.32557213531444,7.25895627802989
"GSM2040853",1,6.36462942906965,7.1584311393176,7.5497490486132,4.89270440187394,6.49688107268411,7.14320083837196,5.90985894277247,5.18945130251389,5.10445502270972,7.18590284892935
"GSM2040854",1,5.28133721183446,6.03477838437798,6.44174884811596,4.84924678155799,6.43819697139649,5.15152289310921,4.93680411681328,5.29558539445935,4.63221301936521,6.66400819877584
"GSM2040855",1,4.45853281720486,6.84074843692231,6.01415014604443,3.96099611166611,6.29135101955818,3.28921507694239,5.00111366651111,5.04833831707723,5.61246594986772,7.10684436103181
"GSM2040856",1,6.6767775317339,8.08291877506122,7.27038808672995,5.88204729193601,9.03394845829855,5.0393561816663,5.95179673933711,5.06197359957102,3.35696416415721,7.42536718082992
"GSM2040857",1,5.96844574633442,7.54355036226682,6.11309680988609,3.70400623900424,6.90515842281475,4.70577432335566,6.52270117712139,4.96711704446439,3.6576273418704,7.91108028286249
"GSM2040858",1,5.29598230087658,7.46884219831973,6.60290845041398,4.88901223566325,8.63651261839382,4.92190413425838,7.02923007428558,5.04383698518714,3.74819191963896,6.97084913448569
"GSM2040859",1,6.76558815390122,6.4398434039811,6.0081061072732,5.74887592607083,6.68330937433034,3.8912212728135,5.43249183531129,5.30716190185838,3.16129360552425,7.34892951693169
"GSM2040860",1,5.57606914133112,5.15240886415894,5.99794881077371,3.24933070768466,5.99807073863233,6.38931902386488,7.44300583417075,5.09555517041717,4.52777947293056,8.34926575341253
"GSM2040861",1,7.59799733765565,7.91786037953764,7.58163506415003,5.1538448387672,7.1829173042112,5.80320911273117,6.36469063484996,5.03997556635428,3.2612188877069,7.1910792355852
"GSM2040862",1,5.7453392232486,6.69641823733107,6.90744902367147,4.16468736598575,6.37392428205234,3.74675733360511,5.36976417406269,4.94556441565714,4.28676300800583,7.01042316549987
"GSM2040863",1,6.84908345496948,7.46176497720125,6.98157435492759,5.5818163624049,6.88821366040924,3.72309286959269,7.06837384616892,5.28761062595774,3.42021459474818,7.51508309128604
"GSM2040864",1,7.07874328661321,7.54432655480824,7.43279848583976,5.67724609565415,6.45194170983649,5.3939183510149,5.52624745323279,5.02799216563972,3.18274877661566,7.31654935815842
"GSM2040865",1,6.56010518081475,8.2000590047315,7.95647332331247,6.87216175207192,7.6477618797426,5.63789697862286,5.23235592703614,5.11698323963277,3.44197190801638,7.48250977034043
"GSM2040866",1,5.25165952741176,6.28932515309283,5.86638783107467,3.84307817889112,4.91564325475036,3.47620004038447,5.32646104402057,5.14402974226057,3.23921061102434,7.2479499755381
"GSM2040867",0,3.80008113297141,5.22815886478656,6.18612390572253,3.35031840186518,5.38188913700131,3.33408296293363,7.27110304249489,5.3201426242319,6.75889894223082,7.87586247933996
"GSM2040868",1,5.25914847251925,4.08736516472806,6.37311676922555,4.29952970389637,5.1159503928813,6.02049781259678,4.78389476409062,4.97139797271671,6.40517793378298,7.67316876924078
"GSM2040869",1,6.75331463535178,7.37853386690045,7.54814784617601,5.6542209071894,8.07700171484596,4.5258985141898,5.04191447505123,5.37103984473028,6.28533307988438,7.61333714663965
"GSM2040870",1,5.71508253381668,6.31003952393402,6.90820615139159,4.39994037932484,6.56339790303938,4.27892254244405,4.9259824225506,5.82516228935488,7.57070440480098,7.58453759402579
"GSM2040871",1,5.7501652129041,4.04814433026593,6.43075251891945,4.83780557540472,6.29145701020247,3.89752033247935,5.14845023216827,5.8130293728594,6.23594327228728,7.80140219192
"GSM2040872",1,5.76473980793746,5.98514548014709,7.60779700176538,4.45067595210237,6.5218365844969,4.97933421702393,4.70558706672805,5.28506407643575,5.26703947911594,7.36253558282924
"GSM2040873",1,6.26552448250258,6.84793278469851,6.65825150734997,4.01620655433143,7.41538068774718,5.21251890093407,5.17523614413146,5.34165084806527,5.44391868673341,7.31272790195888
"GSM2040874",1,7.2774962564833,7.16869359844781,7.54423844647664,4.73481810825492,7.25336363304077,3.62696740786409,5.21344534958707,6.05074731196311,5.35155672039211,7.29232817557313
"GSM2040875",1,7.07897534800416,7.65714242481091,7.55325520534757,5.86703943960122,6.33529464576398,5.85718181397058,5.586367790473,5.26485498879867,3.14880795811093,7.09603456444493
"GSM2040876",1,6.30378004517368,8.20594171402135,8.04140524532677,6.97278990312143,7.89485184395385,6.15576088321922,4.93219049381015,5.11108681932538,3.09504689351084,7.35660549197514
"GSM2040877",1,6.56434952586152,7.23237532133309,7.10698039263492,4.96882444618988,7.32884146575324,4.76255001061612,5.92466348581949,5.03368365069609,3.03378274906072,7.60987212817402
"GSM2040878",0,6.13260411880571,4.48733690761895,7.04631238712125,5.3652609049946,5.95378428820704,3.62371667952669,6.80104711576589,5.30145840076153,3.57947410714545,7.5343115362135
"GSM2040879",1,4.98409078921814,9.42709741815045,7.83999202109923,5.38219182733313,10.8867261096994,3.86366973726581,5.06482362579946,5.3064310101435,3.44953275722957,7.4597391733728
"GSM2040880",1,6.09318770918746,6.47200643351897,6.88131572929518,6.65023830831714,7.28413957350459,5.93611781355379,5.30323235636473,5.26725312559028,2.96764791677219,7.60802465955163
"GSM2040881",1,6.866401694173,5.36216798521762,6.46152014763628,5.89729727841943,7.63150172620546,3.4725663737867,5.26484914808793,4.92038834858479,4.57210023319396,7.70255505750048
"GSM2040882",1,5.84957192328965,7.32131589616924,6.38721148063778,5.63836798500074,7.95617487044996,4.36695457759094,5.9941167536484,5.34647183500171,3.87719222077742,7.30820142323666
"GSM2040883",1,7.33782446594119,6.81044796356781,5.98778551858457,5.17239803790428,5.78739342051106,3.57669864733751,5.34186306346521,5.05904505093628,4.65839788032844,7.86310428640457
"GSM2040884",0,4.80621332526376,5.49595763519178,5.58966267325574,3.14609637335356,6.53667091129114,3.41407141979271,6.69122269026356,8.03176352555582,7.24240951218181,8.55959172851121
"GSM2040885",0,4.28918951602773,4.8582842548878,5.46548017462012,3.64676161793134,7.06815703098503,3.20465770980147,7.74095097751062,8.30377288151923,7.38803846904914,8.23865079129508
"GSM2040886",0,4.08894415687002,4.89081979007471,5.74214600822529,3.02890645359796,6.00624110847525,3.31547668204749,6.7263294207259,7.80217052958748,6.14596486212406,7.8105762917208
"GSM2040887",0,5.64743278772897,4.5694805631228,6.77248781984055,3.08449039184433,5.09916136287428,3.85377107674369,6.60870211080036,6.52483205994294,6.78201223027502,9.6390578705687
"GSM2040888",0,3.22101306038848,4.57590964713654,4.62587893129378,2.73963413361213,6.01459397485114,3.3586314084914,6.75169237545696,8.0401888464147,7.32170735738315,10.4286058983799
"GSM2040889",0,5.30315704628175,6.33679876671417,5.4488834749527,3.05085714506117,6.75058820793492,3.3210418882178,10.7128828057599,7.44150000522145,7.46932079455594,10.1790483765592
"GSM2040890",0,4.77629556285906,6.07940876367704,6.87075893181576,3.07960924958003,5.36455981006066,3.63420306803021,6.55464415388028,8.45056233816847,8.37770415133869,9.28474497578616
"GSM2040891",0,3.84398230506019,4.39384101981161,5.87718467207474,2.94825053846019,5.98062951238109,3.10855151344595,8.09664693083915,6.06651447594684,5.58921906753035,6.95926699862998
"GSM2040892",0,4.68909714089632,5.61556972168974,6.38293381378095,3.91599374947593,5.99168885253945,3.84817603149596,6.40565614259811,8.50254854642584,6.87830728824058,9.66155471205317
"GSM2040893",1,4.53371636959984,5.91388705751788,4.29583342094382,4.25201986937063,8.0973734740997,3.49183114343915,5.6220814542029,7.68840835903466,5.38335726636461,10.2197288168629
"GSM2040894",0,5.38408770662069,5.9611346978278,7.12745717023292,3.28755560431913,6.40398286051674,3.42591590423678,6.46041492659596,7.80749551568841,7.37651272515605,8.89518110351737
"GSM2040895",0,5.91495526721333,6.82024264162687,7.35484447024577,5.88836912476202,5.05529037229001,4.59511763085288,6.8341898392046,7.20839874814399,6.37820845912651,10.1263467574006
"GSM2040896",1,4.88536372217874,6.20768788704051,6.58587931781231,5.72638097244886,6.69694566082246,3.50619103539397,6.26881946985366,5.92737438549859,5.68848873370152,7.56033992445567
"GSM2040897",0,5.56446870450043,4.75651304321432,6.67918875741501,5.24837232881665,5.26465819933937,3.75047214845414,6.89942868119578,6.40551965588294,6.10380374791758,9.95000874509873
"GSM2040898",0,3.22204413318903,4.47231133069552,5.74976432699523,2.6460175959855,6.10409298448297,3.97109917996361,6.36484184013907,5.8340936190063,6.2860745420421,11.1027319891276
"GSM2040899",0,3.97086505427955,7.32172418731932,6.878425117819,5.4583090842108,5.77055511941835,3.76921851595599,7.12010264632273,5.71806509152465,7.45690851714508,10.4673397011685
"GSM2040900",1,5.96976259945172,5.23651919791709,6.26180155032033,4.18513038151974,7.68309138282733,4.39110146067537,5.32045872665302,7.70865731597709,6.12975796073887,9.51329022714471
"GSM2040901",1,3.55894787908131,4.71884754466574,4.45789701399728,3.0001582238729,5.66195861802009,3.63512211669,6.46265366864763,7.24236601485189,5.55028868194572,8.10569212505788
"GSM2040902",0,4.12761658949045,3.98082077756027,7.10956192889342,3.35831946479347,5.75336347778156,3.09740444111049,6.18127330503909,6.80418111440328,7.78520616709142,7.52150522133234
"GSM2040903",0,3.39146537576833,4.44264780412993,5.22318361099304,2.83057568656725,5.62846758579762,3.46692806479306,6.61329829187658,7.15437301074308,6.65414717513508,11.4280876760113
"GSM2040904",0,5.02731260244033,6.16605042809182,6.27609787538171,4.02587281730589,5.79013721061856,3.64114351007233,6.47327707206387,7.47274178801884,6.70966543978542,11.1988192019702
"GSM2040905",0,4.90566674712103,4.472021886424,5.7201453278525,6.00166218140066,5.72567187465986,4.21167779570789,6.49736554006294,7.91118766713278,6.72058457916001,11.2166374597348
"GSM2040906",0,5.15220267900834,6.24035615608054,5.55798869888545,4.47990308991464,6.21451764530114,4.44867762371357,7.82602727209339,5.24859538856027,5.08791243767098,7.59242710081016
"GSM2040907",1,4.5224425625142,6.51399222596694,3.88618298582984,3.0504113446451,5.47789533047926,3.54684259891688,6.22535152637004,5.45543429168869,3.24974853379822,7.88106989454605
"GSM2040908",1,6.22216409656133,5.41448842810878,6.71235718319599,3.9214542375982,6.40791683688363,3.53226240752072,5.59080931953286,5.00705186308672,4.43569684849627,7.32618115221114
"GSM2040909",1,6.71259271393808,7.52695221290634,8.10760673358097,6.39614628907364,8.46594505512284,4.01620054602864,6.12163467442452,5.00217322307322,3.42375589609196,6.94551000787911
"GSM2040910",1,6.37236246779306,6.09281769540431,6.92298349942656,4.82762719824828,5.56464671966219,5.22156013872903,5.06864573278887,5.01826430322824,3.24073214351268,7.15858936312823
"GSM2040911",1,7.22870011547212,4.61488114094844,7.2266406530681,5.96880763623183,9.69023471523545,8.61049185508848,4.89747034199554,4.8674708205332,2.95280989148117,7.22095816914701
"GSM2040912",1,6.43570706173544,7.76129112720084,7.78298701344251,3.44273363166515,8.13644755071895,4.61500360013522,5.62698252987473,4.99389870140505,2.97336512122995,7.31982916597932
"GSM2040913",1,7.78148703344017,6.71872332140622,7.48038448083736,4.8303884080963,6.43901420039932,5.79741776437363,5.93454641963666,5.28997866462222,3.06292730896189,7.37378209525094
"GSM2040914",1,6.26618042491548,8.16247295192443,7.47150947635068,6.31810736426956,8.14254465767146,5.77433059463396,6.49446334796374,5.02723539939193,3.37704031759538,7.2457617886859
"GSM2040915",1,9.13144856648742,8.66336598569403,9.13289924090726,6.06644413266823,5.9021747011069,6.40460480546218,5.17421386829239,5.10837420409964,3.10786750610972,7.35366429299376
"GSM2040916",1,6.42693867886551,7.7824714650368,7.01998254078125,6.33384824741696,8.17303064433188,6.97472608979414,7.59775257059261,5.21703913943939,3.432362856394,7.39897270970154
"GSM2040917",0,3.39802716901652,3.36689490693471,4.8423634625835,4.94150886118263,5.34412409662133,3.34596485663101,6.76300367678256,7.20030433395745,5.64581124979597,10.7374026981954
"GSM2040918",0,3.30801722333888,4.36536902741196,4.78954849737948,2.81274274571201,4.67539386802596,4.32174814487936,6.85723414079256,6.44465475500107,6.46285950285422,9.49431687688938
"GSM2040919",1,6.37251869592342,5.19294066612886,6.09461583812875,6.03698620666731,4.99811932887803,4.74026686127577,4.71720473926326,7.3254171153886,7.21652395633686,9.56020659259708
"GSM2040920",1,4.63976730177017,5.66767159726706,6.05791778986325,3.75875580827089,6.1556897088994,3.86398356832179,5.92841929314056,6.93051198703296,6.73461780896386,7.61172131930784
"GSM2040921",0,5.92090006076531,5.85953920525482,6.94038413579535,4.83019336116966,6.39792384835701,3.30938698913113,7.18050662457594,7.55067223742475,8.54998244806013,7.73025732086129
"GSM2040922",0,3.17260816342931,6.06510350884314,5.33242636583033,3.32288937766081,6.53388778282394,5.64313577993946,7.46296024557972,6.53623560817168,6.35246859646303,8.3081156181015
"GSM2040923",0,5.22586372347305,6.83762196017441,5.56853549697048,4.13104163914248,7.91398607430492,3.25905772404136,6.74350351538148,7.53684638436881,7.10466351829712,9.86630533241129
"GSM2040924",1,3.40401202231416,6.26771916867549,6.00479264030816,3.23065982606436,5.22865478648239,3.22847363852725,4.85805417030602,6.21682926494301,3.98250549419474,9.31187905607532
"GSM2040925",0,5.23404384708834,5.2200939482953,6.36172965781522,2.85629970660558,5.52825283824301,3.25594618526698,8.56276531342061,8.38643465842613,3.38304204498902,10.6231719301168
"GSM2040926",1,7.00694682339131,7.70866818239551,6.4521947377662,5.58592552232444,7.53948428783326,3.6887999718242,6.41755620627238,5.30672254411256,4.49175141927025,7.85216820685601
"GSM2040927",1,6.00947712665275,6.21617471712914,6.81910425782832,6.00931632426949,7.50561573388137,3.4958717597327,6.13268800536114,5.33915556154212,3.4322717585865,7.46378974726746
"GSM2040928",1,4.75508278494378,7.73765388048162,6.1829067332473,4.20409919816027,9.01310416199465,4.46911338670009,5.74887244888034,5.16287707178958,3.64436317162706,7.27749146661916
"GSM2040929",0,6.52035358591585,7.56897845853384,7.76127753257543,6.55468758948923,8.58275094809432,6.38473851486986,8.05259531358239,4.94077722307904,3.21500605592421,7.67564355522702
"GSM2040930",1,6.62126976049207,7.53056002657872,7.40559957450966,5.3011540752702,6.35168501150861,4.03851370288748,6.78041265197035,5.4239842471262,4.13134942101398,7.06142363376399
"GSM2040931",1,7.28658746915246,6.78846013229246,6.54066702679918,5.32961370341825,5.48206646146358,5.93182514068466,5.69102701089157,5.12731915031203,4.51374934293134,7.37919345772737
"GSM2040932",1,6.43131267174879,7.44033151889858,7.56794254058675,7.03649675770858,8.68377496976884,4.15962032399233,5.4346066971098,5.52750199928691,3.5063325645164,8.02676864124329
"GSM2040933",1,6.33264272811732,8.55346102207749,6.41159603444698,4.26319023361462,9.41419220594271,4.13249989401287,6.11734811658623,5.44131625520267,4.16683710963847,7.28145381975751
"GSM2040934",1,5.09571720120397,4.63525255979738,6.97357042457271,3.47267976775303,5.7399230905179,4.02121148310231,5.5327650424115,5.21201822508442,3.58821599272543,7.36246517229344
"GSM2040935",1,7.33751199503609,6.93839519232175,7.86244945274892,5.19301843469567,7.05845267461848,4.55491531742009,6.56701749111935,5.1834372457456,3.25765152121363,7.20996133208989
"GSM2040936",1,5.86256044108797,5.49263688856178,6.57331319227967,4.70287698412941,7.82532061196688,4.12246391815303,5.6974965521923,5.28683725247381,3.2082676650077,7.40579701193886
"GSM2040937",1,7.41583750794288,8.27756117241432,7.97850200870876,5.49689802169839,7.3717161359324,6.26740239583968,6.00935722158486,4.89757166669664,3.82683157416805,7.52216861501591
"GSM2040938",1,7.17176836475929,7.36208864061434,7.82728741975224,5.95269718970281,8.12774016017976,6.21877525879761,8.28600086720391,5.28534151033972,3.35400216847312,7.58540910542315
"GSM2040939",1,7.35446256586134,7.58821837355598,7.25233632634265,6.03953023666745,6.53468736623819,6.77211827206107,6.66972855123822,4.92814083499101,3.71536267516254,6.99776153178205
"GSM2040940",1,7.1343346001756,7.30497928206926,7.02387856666588,4.01739178601794,7.79288483683936,4.00459986061833,5.13681591024868,5.08252755087371,3.75198393707541,7.82427587734088
"GSM2040941",1,6.91987665824336,5.51363548371162,6.70020610383335,6.88884450824269,5.19326137549039,6.78316634265197,4.73326771573847,5.59334828455312,3.03555185800962,7.30227005710729
"GSM2040942",1,6.75384933204404,5.81459240795276,6.36759408837062,4.01930996872848,6.82591221927043,3.956126131526,5.92204335469508,5.63159049224293,3.15335281130416,7.25642285268284
