"ID","Type","CDH3","ETV4","ESM1","GRIN2D","WNT2","LRRC8E","CA7","PMP2","CLEC3B"
"GSM2982932","0",9.56284696947515,9.60150426188682,8.01943818943685,7.16009628262127,7.8385549161821,6.93727287361597,5.50421294227582,2.13987464280261,5.79798878948295
"GSM2982933","1",8.19789466852442,7.16076994032372,3.9085002420492,5.26928136733036,4.03095941559704,5.33296090381812,5.33439135352673,3.46518365126006,9.07732258220863
"GSM2982934","0",7.93835813749793,7.39878437790773,5.33190733491075,8.07415022941171,7.39976992687386,7.27074198037217,6.24154801875326,2.083487715715,7.32287416733639
"GSM2982935","1",6.19294379276644,7.1080913067809,4.05367463088705,4.51724196320068,3.96334356931017,5.45655321464782,7.44883241399733,3.89942352961428,8.26396545648755
"GSM2982936","0",8.3362163069241,8.10562331856477,5.00451170751009,6.50591100166388,7.12233204329427,6.38959476784444,5.68741864413219,1.59419457838889,7.3718840766271
"GSM2982937","1",5.74073233697296,6.72140118954634,3.97240471640872,4.87791046832319,3.90938924756819,5.14909466762707,7.07670949184789,4.6898779306854,9.41971216374522
"GSM2982938","0",4.88888126425712,6.49396973937142,4.25035378908618,5.97257464642211,4.70660703949531,5.1665290668629,6.7992569462697,3.63649027220246,9.78782459075864
"GSM2982939","1",8.3602315165312,7.56410906498593,4.761593946601,5.9279292737791,5.3568736178679,6.10338042438552,5.64402684588139,2.9361962206913,7.37073418835806
"GSM2982940","0",5.58373177109292,6.51309929344437,3.79997076671456,5.40482160182089,4.07032006527354,5.67537387051335,8.08856623725517,5.01649317035391,9.25843602046767
"GSM2982941","1",8.90617214142871,8.35858474935439,4.67425199406315,5.87943424559817,6.64380957290035,6.19883303436126,6.72820629762204,3.27387807944765,7.93533620951887
"GSM2982942","0",6.40560489016931,6.96984986586696,4.49640469274845,5.32324465909535,4.4611660769674,4.71811158020148,7.81576245344784,3.44776357642643,9.15782564865128
"GSM2982943","1",9.65221318731313,8.62143586608471,5.6798269615295,7.49625686620309,6.59849833159736,6.22186631142298,6.1899789416602,2.38160761223394,5.47318966749452
"GSM2982944","0",5.19762491410535,6.67636783300818,4.36378088230413,5.52730482401841,4.59494079169316,5.21156350037683,7.67683842249528,3.77232657045173,9.52758176258712
"GSM2982945","1",9.02179073297154,8.94163719023523,5.64650650371408,6.02967459696034,5.28506823047146,7.00736790408356,5.31441375231732,2.5465237208303,6.60265676721789
"GSM2982946","0",5.62569864195835,7.0530354308954,4.33031765320531,5.62070551549165,4.3237037931017,5.36238299449812,6.59368095852613,2.50168229449318,8.50402028877851
"GSM2982947","1",8.90950022990324,8.86113325979255,4.95060179213226,6.5436015108378,6.60738790637684,7.34304397945938,5.46059226783727,2.41783053965663,6.51794820692152
"GSM2982948","0",5.28521254084913,6.73729059573316,4.30433762673274,5.75765545410791,4.5962367955041,4.72059429031233,7.56468532821682,3.11160858255627,9.40747320921564
"GSM2982949","1",9.79826927382929,8.43622127743174,6.15120575431662,8.7549427086822,5.71569312642402,7.23631389625084,5.35157204839557,2.44073033842014,5.78858135384846
"GSM2982950","0",5.22348229119236,6.54172616635827,3.98194997225742,5.1440783342081,4.12801244421228,4.64668391010431,6.27339813933993,3.49676257638229,9.09500100901843
