"ID","Type","CDH3","ETV4","ESM1","GRIN2D","WNT2","LRRC8E","CA7","PMP2","CLEC3B"
"GSM95496","1",10.6693223519723,9.65608150916477,6.71204337972069,8.05316997881601,6.78123118065972,7.08110616186529,4.3104439791007,2.5441727240047,5.91594686413782
"GSM95497","1",11.1671796705385,9.19536409399338,6.9100217536155,7.63271274753859,7.76978799920636,6.64843485388907,5.1233025354226,1.63626153850482,6.98457437119926
"GSM95498","1",7.02049195194817,8.10011394608538,4.84168924046167,6.40976434263729,6.0431251239002,5.57216673209575,6.24824629843632,3.87330082478541,7.57044051612323
"GSM95499","1",8.12995395216164,6.65365706666017,4.66127405192243,6.11797344247569,5.6383598154884,6.19502953479788,7.42574593245381,3.3914307024962,7.51855583605308
"GSM95500","1",8.05660879915618,7.28122885065151,3.96556049534253,5.14261616738338,5.62315353786311,6.20322245475892,5.27602988955599,5.12974670521512,8.20481213302847
"GSM95501","1",7.20756108049675,7.51266650898725,4.55318829561105,5.47533612962201,3.15130387569947,5.78575327489417,7.29640273831822,3.98680518314102,7.3491655450744
"GSM95502","1",10.5324563367653,9.57922656101924,6.81437960643939,7.6848646868106,6.84101009563338,7.50791563894474,3.95956255055013,2.27468918152071,6.78704850148969
"GSM95503","1",10.4667218474066,10.7228435379474,6.7126708674826,8.62294421048845,6.20400576023777,7.36139758052687,2.86343329717998,3.28654768066891,5.77903707806753
"GSM95504","1",7.34925407261899,6.33528571048336,6.32926485977745,6.57738938690898,7.71493754046683,6.27547660576513,4.79983191645215,2.82050891318273,6.17138146440056
"GSM95505","1",10.5489823243687,10.0001921391165,8.46196507124015,8.97281651432373,7.1970285530504,6.98212484720819,2.3822830141431,0.776359145842075,5.91501206757766
"GSM95506","1",10.6234483839131,10.3515106651716,7.73123645800417,7.88263539002834,7.00369438572123,6.21653181602033,4.5223695148586,2.98117149050187,5.89004722723924
"GSM95507","1",11.0218021054597,9.63835062691231,7.69760699560297,8.35863159632954,6.87218492245545,6.67884502087128,3.47614675357035,2.19823538096211,6.44861158230693
"GSM95508","1",7.02856424286562,7.99650394727135,4.10334776602627,5.44670822838821,4.39114267315506,5.90930303584575,6.75135630454305,3.4792993801384,7.88453799764862
"GSM95509","1",7.17436914088392,6.95028818537425,3.71962803739829,5.14589047352894,4.64250250735739,6.14909063931193,7.2450576465248,3.38690723592491,7.84214236885643
"GSM95510","1",10.9838023013605,10.1292664108693,6.72012965575539,7.62110815788332,8.06122086713195,6.96701386378028,3.11235250828374,1.72656840484585,6.50094336671334
"GSM95473","0",5.19188532813109,6.27132458097489,3.0684997504935,6.53553271507904,4.7643987413727,6.2211640482937,7.18369575083165,2.71642561691431,7.82714235956653
"GSM95474","0",5.2463802942836,5.88036363010698,4.54783800094669,5.46217458456894,5.10306564032905,6.04367948240318,7.84225853119524,2.95117866223546,7.56484340687867
"GSM95475","0",5.01064854649269,6.33521640911348,4.66202251864711,3.92904060848682,6.17322250244744,6.16603160139016,7.4779715682925,3.49412009589603,8.37849141498534
"GSM95476","0",5.83855456972797,7.19518378100737,4.56201503449338,4.03450502191902,5.78465827595965,5.79368944982981,6.59175675490423,3.31333532720272,8.05045964556145
"GSM95477","0",5.55309797673758,6.60727721140347,3.78388511021354,6.10384353043514,3.2784252458128,3.5958466468747,6.00819881109136,2.59781767789568,7.42944265075819
"GSM95478","0",4.98370989847173,6.24360278598934,4.51023866973286,5.48453581378698,5.31571214656003,5.89430655935862,7.85109772458381,2.95688010106233,7.91556515606416
"GSM95479","0",5.43786037470988,6.57728078991659,4.2897588292372,5.73175712249345,2.86758543451349,6.19088224437687,7.13255547703539,3.09157868770323,8.04629449829344
"GSM95480","0",6.06800826709093,6.71990030185981,4.1923991835894,5.08589358692567,6.0031426287675,5.40050406232477,7.04864466540389,3.71734568907443,7.72159571821872
