"ID","Type","CDH3","ETV4","ESM1","GRIN2D","WNT2","LRRC8E","CA7","PMP2","CLEC3B"
"GSM916716","1",10.2223037897913,11.1926030459306,6.07400719099436,6.21566575264759,6.6352986129528,6.74823477882806,4.15057511540991,0.138022759859664,7.50131311258719
"GSM916717","1",11.2775194336883,10.4911106473852,6.26130283452881,8.39784920501534,4.91112461725385,8.18706994419443,2.21790213122808,3.21511123845497,8.89782748877981
"GSM916718","1",10.8255911849847,9.30580958434841,7.37392044446709,7.99494234259053,5.32752047576107,5.71957509096891,9.66905982633582,2.77998257520817,8.95686173413982
"GSM916719","1",11.0602743601453,10.2700536366999,7.13644397149632,6.73858255377812,7.10302838497059,5.30626672366977,4.84092812048581,3.16973418493747,8.14225182712347
"GSM916720","1",11.2257616569765,9.19406121885183,7.78736774528094,7.69912422016698,7.80368754971191,6.89181437839363,1.13244779626191,2.37851489623781,5.93261062312032
"GSM916721","1",9.00134315329421,8.79363927649496,6.36258233131097,6.01486522634508,5.82411640169179,5.1999093738168,9.85660353377105,2.73058035981361,8.28374167292689
"GSM916722","1",11.4896412744664,9.8488448388384,7.33650538626425,9.23865836905787,6.77168120919261,6.59723074847483,1.94832657780549,1.94655989822637,7.52737696185521
"GSM916723","1",9.34302194913203,9.13992616573299,6.62259777727606,5.66316206948189,6.38363260897147,5.75105349428971,8.08134502653311,1.96834916159765,8.44307699894729
"GSM916724","1",10.614856682816,11.0756536910372,8.69718777549569,9.18703271421531,7.61814672581631,6.70855001773461,3.91263909570585,3.06688855935084,6.69521556493936
"GSM916725","1",11.3899841895434,10.7071918850563,6.36130313815432,8.79660194708595,6.72870164829001,7.2337148098772,3.08820904106139,3.64168723917334,7.34916243970144
"GSM916726","1",11.5384641112032,9.40845450711096,7.05181045529182,7.10297960353392,7.77918220722431,6.84248040819385,4.33926287008843,0.262828609379934,6.27708661855121
"GSM916727","1",11.480920568018,10.1907869990963,7.16989690898026,7.99168943069333,6.92287565759631,7.72095571298918,5.14162786907719,-1.54146308927841,5.92222452977855
"GSM916728","1",11.1087229635547,10.2426113417219,6.73546419187094,9.11528253677702,6.15492387880974,7.40372275369223,4.00316087242121,3.7930049728096,8.37097625441972
