"ID","FBXO9","ARHGEF7","ACACB","LTC4S","ZNF135","SAMHD1","PPM1K","HNRNPL","AMFR","TRIM23","MYC","PACS1","DSE","FURIN","MAPKAPK5","FLCN","Type"
"GSM1100843",3.8408533876269,2.33972808694765,4.42368154433135,2.55863758558698,3.55126714851494,3.27742237399672,3.95184025348565,6.31495398091147,4.32396943062663,5.74828893497949,7.96332733513471,6.65282800235446,6.54884161536088,7.49702318058658,6.21576282247375,8.17043608824072,0
"GSM1100844",4.08786137976131,2.34981885357697,4.77964670798034,2.71498305452464,3.37011280893619,3.67638675038009,4.28824343133667,6.4515473923641,4.32192882634567,6.21135384600332,8.04719442226831,5.93874619364299,7.51514273282573,7.56291092396691,6.92322717148341,6.97386124434073,0
"GSM1100845",4.07978602665545,2.33972808694765,3.82365879159344,1.77786312955765,3.79025130209378,3.6229980678064,4.74566487656489,6.51869469799784,4.28441448930409,5.84487809216221,7.72837701745315,5.61718165579051,7.40255174562293,7.13726523164714,6.44277094817897,7.05866371656891,0
"GSM1100846",3.9852788686824,2.71147893287887,4.08716849236094,1.9948444917863,3.80715649942952,3.27742237399672,4.20264988653322,6.34311115401399,4.32396943062663,5.81675030086308,7.30606332861428,5.85636890283853,8.82324903599374,7.12648178761566,5.98123017584363,7.78499841129203,0
"GSM1100847",3.70812352827387,2.33972808694765,3.00703737988402,1.77975770081519,3.03870833532592,3.64087012258392,3.08998081714776,6.35791963468019,4.32396943062663,5.4132910633191,8.21423760159832,6.21736692220264,6.5309975753951,8.31474760512736,6.47834681353837,6.30650150874999,0
"GSM1100848",3.00601033675962,3.39137797651354,3.88244265381977,2.44297974561364,2.77674889114054,4.55802471809653,5.34563835798119,9.50917152795703,8.11370846624303,8.1139014415739,9.49583593110517,8.30355130535328,7.37772811253975,9.01137652459713,6.21015246466648,7.44021099228912,0
"GSM1100849",3.1419267437953,2.53257459528703,3.29532119916187,2.07797337153248,2.70793838438239,4.4134873950533,5.80846587496861,9.54589059118096,7.98970074373913,8.41362710591303,10.201730591868,7.01788720409252,7.11061478914329,8.8331041238476,6.29781732012438,7.71683927058741,0
"GSM1100850",3.38808480781732,2.48507180943601,4.10227626814094,3.40779325484997,3.0133658553073,3.72716538592211,5.19757717479779,9.62913917611667,6.86004056437012,7.80629925495184,9.65114317260392,8.9980403544544,6.54079640808138,8.10666089839997,6.32958821037273,7.3305037774809,0
"GSM1100851",3.55026782137564,2.97487521760024,3.27815486189461,2.94475683112869,2.96579780417547,3.71765940675434,5.93983487746886,9.68549839132494,7.90147299603423,9.23992202346982,10.1221382559161,8.54930623519357,6.58884019294308,8.58671998913647,6.48260183889396,8.23648726797289,0
"GSM1100852",3.02942926006568,3.14062193714813,3.76217678681054,3.52426569666265,2.90713162703766,3.83698406165342,5.70579556242584,9.84540361526736,8.64656272277875,9.19940147761866,9.94869235108952,7.37884071136187,9.10757026438799,8.65683529122607,6.45921410495113,7.92242447786756,0
"GSM1100853",3.1922479227447,2.5858920113039,4.09177994077294,2.00019878096775,3.34558646889705,3.78455887536016,4.96935701562403,9.48536307946337,7.26020365023456,7.70534515920815,10.1775051277938,8.42627369782029,7.95511602004616,8.49121095263828,6.91847331945063,7.05592600555827,0
"GSM1100854",3.0960890645058,2.34678523239797,3.24573569907321,2.42056493754512,2.2990807236164,4.35162824384907,5.3868159175804,9.84766581893946,7.31462043084874,7.37644299599924,10.262283732023,7.68657794010846,8.12694178073165,8.70095988420175,6.99772547367711,6.85458192581036,0
"GSM1100855",2.87931347473726,3.76283168579355,4.41208492414761,2.70447349223842,1.99937458107482,4.551762939758,5.38287122286346,9.65594967961733,8.07217185030883,7.73018017798079,10.1224880916347,8.13213438280112,8.96972236359046,8.62203468850912,5.8418574237345,7.37171960687138,0
"GSM1100856",3.19564942384825,3.49115024475697,3.84715066217916,2.18052540437622,2.40072851607618,3.81507345836776,6.14244377417678,9.67562526241518,7.86253214828723,8.52937467644818,10.2424766329917,8.99040160677321,6.72354177601957,7.53434157383765,6.85829231163719,7.88897943809286,0
"GSM1100857",3.22486708434975,3.44686501310476,3.85624521781522,2.36088351450563,2.72829871466215,4.29352722784017,5.89882734579529,9.3821163367193,8.26485812479487,8.13260134957944,9.63382330439103,8.03919423959587,5.67533397326441,8.13183476070082,6.72862902166198,7.40582093122374,0
"GSM1100858",3.34210737271265,3.37652958189407,3.57712382443088,2.74667622940302,2.70639353066228,4.51230788706621,6.29363215280322,9.61498116091776,7.13683489191918,7.90956707077438,10.2062780076796,7.79002352213037,7.36713610222153,8.00032765471777,6.11850975634464,6.89095742378911,0
"GSM1100859",3.54952048092786,3.59428910549594,3.33239802027757,2.411137152432,3.24494905158912,4.01118458165478,5.86119601929967,9.56664421768009,6.80957602955895,8.56780757154123,9.72369555011159,7.36256362018217,5.64540571450912,7.79246312367065,6.60776761712304,7.94290314570446,0
"GSM1100860",3.25231876256964,2.81271612679856,3.4209353935125,2.92917400651631,2.94076973713046,3.83794333893049,5.52222013074233,9.7742879928751,5.83306552748314,8.53382078636592,9.91623943837333,7.66774921173487,5.64540571450912,7.98635887668487,6.99973107478766,7.99988965208603,0
"GSM1100861",2.79239086545322,2.33972808694765,4.35864829214916,2.38049248348457,3.93774494989102,3.86467964498176,4.7073663068171,9.68258032019712,5.95535149501273,7.31863352620634,10.5699186800895,6.51539095612237,7.92557884565311,8.38394133225384,7.25871328846362,7.42102486570952,0
"GSM1100862",3.32568820726396,3.69734385778733,4.16388113977094,1.95553055884065,3.25575009882943,4.40243568833973,5.83754402770565,8.5633635158608,7.95974042646122,7.95021302598722,10.035535277311,6.78041307398735,6.37337347199009,7.92299513893466,6.37010954346051,7.58710775813906,0
"GSM1100863",4.50429741223553,3.52173588168654,4.49977694840578,3.52426569666265,3.9372651388828,5.1770213628946,6.6379357358702,6.55770828576684,4.32396943062663,5.4132910633191,7.27686787572622,6.94690830786632,5.64540571450912,6.13524624356341,5.1958191878722,6.29912758654197,1
"GSM1100864",4.58192055887026,4.62521543417376,4.94899562440336,3.36893264274694,3.99680432432998,4.87779332093594,6.30839521804209,6.03457881413445,4.28769573197695,5.53924084890716,7.51071968228749,6.36645526927509,5.64540571450912,6.05587890431596,6.02262088137125,5.97714217969569,1
