"ID","Type","RPS4Y2","FNDC1","LRRC15"
"GSM3985340",0,3.04029161806074,2.18657867185141,0.953998169913183
"GSM3985341",0,3.04029161806074,2.06193498062619,1.2768443000624
"GSM3985342",0,3.04029161806074,4.24558651867418,3.6449938330364
"GSM3985346",0,3.04029161806074,2.66625236575934,4.33445557680295
"GSM3985349",1,4.44921213022375,5.18561051535944,3.0267045981811
"GSM3985351",0,3.04029161806074,3.91215071723006,2.41209557521981
"GSM3985352",1,4.44921213022375,3.7647701344661,0.625053104017007
"GSM3985355",1,4.44921213022375,4.31206342610576,4.36456082449247
"GSM3985356",1,4.44921213022375,4.58477773036597,2.95866968596572
"GSM3985357",0,3.04029161806074,3.82659386365115,3.91563369640574
"GSM3985358",1,4.44921213022375,2.3170182316233,3.26384250036035
"GSM3985359",1,4.44921213022375,4.80625289589776,3.0908496196502
"GSM3985360",1,4.44921213022375,4.49442690087221,2.63582355581651
"GSM3985361",1,4.44921213022375,4.92945299830188,4.49674075817695
"GSM3985362",0,3.04029161806074,2.58463235738458,2.90062360024358
"GSM3985367",1,4.44921213022375,5.42205601098058,5.80983257755089
"GSM3985368",1,4.44921213022375,8.85421572611005,7.06823721413802
"GSM3985369",1,4.44921213022375,3.69304994028183,3.26384250036035
"GSM3985370",1,4.44921213022375,6.21606210104672,5.41664573540921
"GSM3985373",0,3.04029161806074,2.66625236575934,2.41209557521981
"GSM3985375",1,8.27301076038647,3.44740823372762,4.77877394130048
"GSM3985376",0,3.04029161806074,3.66862343642567,2.18689642772978
"GSM3985377",1,4.44921213022375,3.01238213629796,3.73654187994862
"GSM3985384",0,3.04029161806074,3.44615371775241,3.88859064430636
"GSM3985385",1,4.44921213022375,5.33306513208158,3.95854833010259
"GSM3985386",0,3.04029161806074,3.48625996165921,3.18996776920271
"GSM3985390",0,3.04029161806074,3.76591282476625,2.59956907434848
"GSM3985397",0,3.04029161806074,1.76462476148471,2.0547164940453
"GSM3985400",0,3.04029161806074,4.93401186450201,3.23985297547225
"GSM3985401",0,3.04029161806074,1.36657107595154,-0.278900087903412
"GSM3985403",0,3.04029161806074,2.40226888261813,5.14853195422233
"GSM3985405",0,3.04029161806074,1.58226128671826,2.18689642772978
"GSM3985409",0,3.04029161806074,3.48625996165921,1.52726321353716
"GSM3985410",0,3.04029161806074,3.76591282476625,1.2768443000624
"GSM3985411",0,3.04029161806074,4.22464754918432,-0.278900087903412
"GSM3985413",0,3.04029161806074,3.70195017242593,2.30513540752007
"GSM3985417",0,3.04029161806074,4.26616131365228,3.6104608820111
"GSM3985418",0,3.04029161806074,2.58463235738458,1.52726321353716
"GSM3985419",0,3.04029161806074,4.36398734110032,2.59956907434848
"GSM3985422",0,3.04029161806074,3.52505100710694,1.52726321353716
"GSM3985426",0,3.04029161806074,3.06430605129251,-0.278900087903412
"GSM3985427",0,3.04029161806074,3.52505100710694,-0.278900087903412
"GSM3985430",0,3.04029161806074,4.26616131365228,1.52726321353716
"GSM3985433",0,3.04029161806074,3.222276478518,2.76016147135376
"GSM3985434",0,6.86409024822345,3.66862343642567,1.52726321353716
"GSM3985437",0,3.04029161806074,4.18162386633387,1.2768443000624
"GSM3985439",0,3.04029161806074,2.74260278461007,-0.278900087903412
"GSM3985440",0,3.04029161806074,4.36398734110032,1.52726321353716
"GSM3985441",0,3.04029161806074,4.47160885530882,1.2768443000624
"GSM3985442",0,3.04029161806074,3.00658626775128,3.33342651497774
"GSM3985443",0,3.04029161806074,1.10258759281032,0.498972106079492
"GSM3985444",0,3.04029161806074,4.32582206709913,3.28761475186189
"GSM3985447",0,3.04029161806074,4.87455106388114,1.2768443000624
"GSM3985448",0,3.04029161806074,3.52505100710694,3.02544460685929
"GSM3985452",0,3.04029161806074,3.79664236786366,2.50974255787899
"GSM3985453",0,3.04029161806074,3.6343305746942,3.08300760150297
"GSM3985455",0,3.04029161806074,4.94555362328932,3.37744126833138
"GSM3985458",0,3.04029161806074,3.17192756550101,4.29704436732196
"GSM3985459",0,3.04029161806074,2.18657867185141,1.73187036389609
"GSM3985460",1,4.44921213022375,4.41682394522677,3.15152560479681
"GSM3985462",0,3.04029161806074,3.48625996165921,1.52726321353716
"GSM3985463",0,3.04029161806074,3.11934020168923,3.71102654604682
"GSM3985464",0,3.04029161806074,4.20333128073031,0.953998169913183
"GSM3985466",0,3.04029161806074,4.77272300342577,3.71102654604682
"GSM3985467",0,3.04029161806074,5.01253495777811,3.33342651497774
"GSM3985471",0,3.04029161806074,3.06430605129251,-0.278900087903412
"GSM3985472",0,3.04029161806074,2.88194257652606,-0.278900087903412
"GSM3985475",0,3.04029161806074,3.31696867395573,0.498972106079492
"GSM3985477",1,4.44921213022375,4.12237472117278,3.15152560479681
"GSM3985481",0,3.04029161806074,4.47160885530882,3.08300760150297
"GSM3985482",0,3.04029161806074,5.39811926945478,2.68273543858914
"GSM3985483",0,3.04029161806074,4.26616131365228,3.53803366533666
"GSM3985486",0,3.04029161806074,3.56261038050994,0.498972106079492
"GSM3985487",0,3.04029161806074,5.23003268744817,3.77338883107
"GSM3985488",0,3.04029161806074,7.47391364349675,4.35270365946213
"GSM3985489",1,4.44921213022375,3.79906299619756,4.99257976903631
"GSM3985491",0,3.04029161806074,2.88194257652606,0.498972106079492
"GSM3985492",0,3.04029161806074,-0.537427598989419,0.953998169913183
"GSM3985496",0,3.04029161806074,4.09057734679236,3.18996776920271
"GSM3985500",0,3.04029161806074,4.73215831312993,1.90486324460624
"GSM3985501",0,3.04029161806074,2.40226888261813,1.52726321353716
"GSM3985503",0,3.04029161806074,4.67581333612587,2.0547164940453
"GSM3985504",1,4.44921213022375,3.86480329108437,4.54894702495682
"GSM3985509",0,3.04029161806074,3.00658626775128,2.8325886880282
"GSM3985510",0,3.04029161806074,2.49696107805586,-0.278900087903412
"GSM3985511",0,3.04029161806074,2.18657867185141,-0.278900087903412
"GSM3985512",1,4.44921213022375,5.62626049179763,4.79254383622678
"GSM3985515",0,3.04029161806074,2.18657867185141,-0.278900087903412
"GSM3985517",0,3.04029161806074,2.06193498062619,-0.278900087903412
"GSM3985518",0,3.04029161806074,3.56261038050994,1.90486324460624
"GSM3985520",0,3.04029161806074,4.09057734679236,3.33342651497774
"GSM3985521",1,4.44921213022375,5.13207102200563,4.69240577073185
"GSM3985522",0,3.04029161806074,3.9393477975891,2.68273543858914
"GSM3985525",1,4.44921213022375,3.53507951305635,0.625053104017007
"GSM3985526",0,3.04029161806074,3.40463995328445,3.6449938330364
"GSM3985528",0,3.04029161806074,3.27056975089249,1.2768443000624
"GSM3985529",0,3.04029161806074,3.11934020168923,1.90486324460624
"GSM3985535",0,3.04029161806074,5.71271278930725,5.06536558998167
"GSM3985538",0,3.04029161806074,2.29933260578935,5.3366903678408
"GSM3985540",0,3.04029161806074,2.94590522886638,1.73187036389609
"GSM3985541",0,3.04029161806074,2.58463235738458,0.498972106079492
"GSM3985543",1,4.44921213022375,5.64770556648969,4.5824489861469
"GSM3985544",0,3.04029161806074,2.06193498062619,1.90486324460624
"GSM3985546",0,3.04029161806074,4.1369762698556,1.73187036389609
"GSM3985547",0,3.04029161806074,3.76591282476625,1.52726321353716
"GSM3985548",0,3.04029161806074,2.74260278461007,0.498972106079492
"GSM3985549",0,3.04029161806074,5.26561494537495,3.49998824710372
"GSM3985553",0,9.10086905717757,4.11400426860214,-0.278900087903412
"GSM3985554",0,3.04029161806074,2.88194257652606,1.90486324460624
"GSM3985555",0,3.04029161806074,2.66625236575934,2.8325886880282
"GSM3985557",0,3.04029161806074,4.41902149149703,2.68273543858914
"GSM3985559",0,3.04029161806074,3.99193516140089,1.52726321353716
"GSM3985561",1,4.44921213022375,5.19603367434595,1.65334421147468
"GSM3985562",0,3.04029161806074,3.36161627043399,2.8325886880282
"GSM3985565",0,3.04029161806074,2.40226888261813,0.498972106079492
"GSM3985566",0,3.04029161806074,4.28638438545488,3.46060763257205
"GSM3985568",0,3.04029161806074,3.855805740226,1.73187036389609
"GSM3985573",0,3.04029161806074,3.70195017242593,4.29704436732196
"GSM3985574",0,3.04029161806074,4.47160885530882,4.45636798820939
"GSM3985575",0,3.04029161806074,2.29933260578935,3.6449938330364
"GSM3985576",1,4.44921213022375,3.24977976146112,3.95854833010259
"GSM3985577",0,3.04029161806074,3.70195017242593,-0.278900087903412
"GSM3985579",0,3.04029161806074,2.49696107805586,0.498972106079492
"GSM3985580",0,6.86409024822345,3.91215071723006,1.52726321353716
"GSM3985581",0,3.04029161806074,1.36657107595154,1.73187036389609
"GSM3985587",0,3.04029161806074,4.60138496626348,1.90486324460624
"GSM3985590",0,3.04029161806074,4.47160885530882,2.59956907434848
"GSM3985591",0,3.04029161806074,2.74260278461007,2.41209557521981
"GSM3985596",0,3.04029161806074,3.11934020168923,1.90486324460624
"GSM3985598",1,4.44921213022375,4.09637321533904,1.8579513618336
"GSM3985599",0,3.04029161806074,0.762253690818385,-0.278900087903412
"GSM3985601",0,3.04029161806074,3.40463995328445,2.76016147135376
"GSM3985602",0,3.04029161806074,3.17192756550101,-0.278900087903412
"GSM3985607",0,3.04029161806074,5.16506619890668,2.41209557521981
"GSM3985608",0,3.04029161806074,3.06430605129251,-0.278900087903412
"GSM3985609",0,3.04029161806074,3.17192756550101,4.97553907351218
"GSM3985612",0,3.04029161806074,1.76462476148471,1.90486324460624
"GSM3985613",0,3.04029161806074,3.00658626775128,3.49998824710372
"GSM3985614",0,3.04029161806074,4.06667712195884,5.04601627691283
"GSM3985615",0,3.04029161806074,3.88431364719239,2.59956907434848
"GSM3985617",0,3.04029161806074,0.282579996910453,1.73187036389609
"GSM3985618",0,3.04029161806074,3.00658626775128,0.953998169913183
"GSM3985619",0,3.04029161806074,3.59901389559716,3.13776150242283
"GSM3985620",0,3.04029161806074,2.66625236575934,0.953998169913183
"GSM3985622",0,3.04029161806074,4.9223563919748,3.91563369640574
"GSM3985623",0,3.04029161806074,4.32582206709913,3.08300760150297
"GSM3985627",1,4.44921213022375,4.41682394522677,3.73654187994862
"GSM3985629",0,3.04029161806074,3.40463995328445,1.52726321353716
"GSM3985630",0,3.04029161806074,3.73436373131247,3.49998824710372
"GSM3985633",0,3.04029161806074,4.63172049740318,4.5512610250529
"GSM3985637",0,6.86409024822345,3.00658626775128,1.73187036389609
"GSM3985638",1,4.44921213022375,3.49205583020589,2.53817657315733
"GSM3985640",1,4.44921213022375,2.62740063782775,1.0800791678507
"GSM3985643",0,3.04029161806074,3.59901389559716,3.28761475186189
"GSM3985645",0,3.04029161806074,3.11934020168923,3.02544460685929
"GSM3985653",0,3.04029161806074,3.91215071723006,2.30513540752007
"GSM3985657",0,3.04029161806074,3.17192756550101,2.0547164940453
"GSM3985670",0,3.04029161806074,4.70432124309226,2.50974255787899
"GSM3985677",0,3.04029161806074,3.79664236786366,2.68273543858914
"GSM3985678",1,4.44921213022375,3.01238213629796,-0.152819089965896
"GSM3985680",0,3.04029161806074,3.36161627043399,0.498972106079492
"GSM3985683",0,3.04029161806074,3.00658626775128,0.498972106079492
"GSM3985685",1,4.44921213022375,5.84914234107673,4.83286789962167
"GSM3985686",0,3.04029161806074,3.36161627043399,2.30513540752007
"GSM3985688",0,3.04029161806074,0.762253690818385,3.13776150242283
"GSM3985691",0,3.04029161806074,4.28638438545488,3.67849579422648
"GSM3985693",0,3.04029161806074,3.31696867395573,0.498972106079492
"GSM3985694",0,3.04029161806074,1.58226128671826,1.2768443000624
"GSM3985697",0,3.04029161806074,3.66862343642567,5.01635202053785
"GSM3985698",0,3.04029161806074,2.88194257652606,3.02544460685929
"GSM3985699",0,3.04029161806074,2.66625236575934,1.90486324460624
"GSM3985700",0,3.04029161806074,4.78594125146702,4.94392480386341
"GSM3985707",0,9.10086905717757,3.82659386365115,1.90486324460624
"GSM3985708",0,3.04029161806074,4.24558651867418,3.02544460685929
"GSM3985709",0,3.04029161806074,0.762253690818385,1.2768443000624
"GSM3985713",0,3.04029161806074,3.00658626775128,3.13776150242283
"GSM3985717",1,4.44921213022375,5.4134521847511,2.18079749198281
"GSM3985718",0,3.04029161806074,3.82659386365115,3.46060763257205
"GSM3985721",0,3.04029161806074,4.69015315887626,2.0547164940453
"GSM3985722",0,3.04029161806074,2.81432297879433,-0.278900087903412
"GSM3985724",0,3.04029161806074,4.63172049740318,2.90062360024358
"GSM3985726",0,3.04029161806074,3.31696867395573,4.27786044108662
"GSM3985727",0,3.04029161806074,4.36398734110032,4.27786044108662
"GSM3985728",0,3.04029161806074,2.29933260578935,-0.278900087903412
"GSM3985730",0,3.04029161806074,3.6343305746942,4.08862657711589
"GSM3985733",1,4.44921213022375,4.04259027700195,2.03094424254376
"GSM3985734",1,4.44921213022375,5.17509470485609,1.8579513618336
"GSM3985737",0,3.04029161806074,3.11934020168923,1.52726321353716
"GSM3985738",0,3.04029161806074,4.01737745148699,2.90062360024358
"GSM3985739",0,3.04029161806074,3.52505100710694,1.52726321353716
"GSM3985740",0,3.04029161806074,3.88431364719239,3.28761475186189
"GSM3985742",0,3.04029161806074,5.145829662999,3.02544460685929
"GSM3985744",0,3.04029161806074,4.58592042066612,2.96476862171268
"GSM3985745",0,3.04029161806074,4.1369762698556,2.0547164940453
"GSM3985751",0,3.04029161806074,2.49696107805586,0.953998169913183
"GSM3985753",0,3.04029161806074,3.70195017242593,1.73187036389609
"GSM3985754",0,3.04029161806074,6.34081028953302,5.25872622317103
"GSM3985757",0,3.04029161806074,4.78594125146702,4.01772516945515
"GSM3985758",1,8.27301076038647,4.99273123008964,4.06812137990633
"GSM3985759",1,4.44921213022375,3.19474561106441,2.43121640545758
"GSM3985761",0,3.04029161806074,5.74236398787467,3.57483146547923
"GSM3985768",0,3.04029161806074,3.06430605129251,3.13776150242283
"GSM3985769",0,3.04029161806074,4.52195776832581,3.67849579422648
"GSM3985770",0,3.04029161806074,3.6343305746942,2.90062360024358
"GSM3985771",0,3.04029161806074,4.79901343852999,2.18689642772978
"GSM3985772",0,3.04029161806074,3.11934020168923,0.498972106079492
"GSM3985773",0,3.04029161806074,3.52505100710694,1.90486324460624
"GSM3985774",0,3.04029161806074,1.9225951887102,-0.278900087903412
"GSM3985775",1,4.44921213022375,5.66178931487303,6.17871157856106
"GSM3985782",0,3.04029161806074,-0.537427598989419,1.52726321353716
"GSM3985783",0,3.04029161806074,3.06430605129251,0.953998169913183
"GSM3985785",1,4.44921213022375,4.84876121350718,4.88447388162837
"GSM3985788",0,3.04029161806074,2.94590522886638,3.18996776920271
"GSM3985791",0,3.04029161806074,3.70195017242593,2.0547164940453
"GSM3985792",0,3.04029161806074,2.74260278461007,-0.278900087903412
"GSM3985793",0,3.04029161806074,4.28638438545488,3.6449938330364
"GSM3985795",0,3.04029161806074,4.24558651867418,1.52726321353716
"GSM3985798",0,3.04029161806074,1.76462476148471,-0.278900087903412
"GSM3985799",0,3.04029161806074,2.88194257652606,4.19766687952928
"GSM3985802",0,3.04029161806074,3.31696867395573,2.30513540752007
"GSM3985807",0,3.04029161806074,1.36657107595154,-0.278900087903412
"GSM3985808",1,4.44921213022375,8.13573015595349,8.0468068612018
"GSM3985809",0,3.04029161806074,4.45433817059408,1.90486324460624
"GSM3985810",0,9.10086905717757,1.76462476148471,0.498972106079492
"GSM3985813",1,4.44921213022375,2.42977216556125,4.01467164224388
"GSM3985815",0,6.86409024822345,4.71832165373529,3.18996776920271
"GSM3985816",0,3.04029161806074,3.52505100710694,3.33342651497774
