"ID","Type","DEF8","PDK4","BAG3","VEGFA","MAFF","SLC7A2","SLC16A6","SPA17","CX3CR1","P2RY13","PVALB"
"CTRL_10","0",7.73930600773297,3.15261175351418,4.43169221002167,5.12342561524826,3.53412398524833,2.87170470491876,4.07532824336151,5.30490165760525,4.1189176092756,3.01893630644348,6.36814472101876
"CTRL_21","0",6.27104916172692,5.63831796613876,6.5122052603108,5.51815511364142,4.48928501322162,4.28696701992873,4.81319567922891,3.93834938928234,5.57138110888044,3.36572423798873,4.44132893096591
"CTRL_31","0",6.74473899748495,6.05152555271393,5.72727939365667,7.31524015668179,3.85283159379594,4.27472559026244,4.55199605650178,4.57677816639273,3.28267083923759,1.73818118420714,5.91240798152658
"CTRL_33","0",5.41387296407389,6.56908834605732,6.22408197890772,7.99934500996928,7.14115989778406,6.63098565428206,6.18689148361582,3.93426122899075,5.46984875027318,3.67921587082269,4.98783147708458
"CTRL_56","0",6.48084394741497,6.10048124254075,6.33260076624732,6.45259279819848,4.04079861105485,4.84745881154177,4.55543842693942,3.5107336609424,2.99869936108603,1.65891444072496,5.55567050021903
"CTRL_66","0",5.68757452982818,4.1404342868078,4.62694877053853,4.89618834780609,3.85794629054705,4.51474057131648,5.08290759586627,4.81368917040649,4.14344445217948,2.89393677248938,6.14206959877348
"CTRL_69","0",6.32873588500682,5.95571974569095,5.02388390984585,5.52560383647952,3.54969251458146,3.76009070173856,4.39415571307727,5.05588203600231,6.03386602973913,4.24067874281594,5.16747102548088
"CTRL_73","0",6.11093214355795,4.96372411574343,4.96922519550668,5.64446180171784,3.60880390041497,3.66227695099621,4.44775350260949,3.63225161777151,6.11689097960287,4.14952102106901,6.95456510013732
"CTRL_74","0",5.12904515296442,6.50743418436779,6.47418307460308,6.81721523946524,5.11067382357559,4.88664996067823,4.0893189721244,4.26232047463676,4.70066892491071,3.18449925074245,3.85583011642641
"CTRL_75","0",6.62412007196079,3.44583263765209,4.08276909405804,4.95814359693753,3.60545259125633,3.61245637271517,4.69104915538781,5.22950831376493,6.41564854021304,4.65696956540367,6.36074665983852
"CTRL_79","0",5.36774442519875,5.51286723188377,5.76499378433775,5.81462647969363,3.72856078103929,3.90056132778856,3.95294356315601,5.04198668228243,4.9652647362333,3.5757923146136,5.91687647175652
"CTRL_80","0",6.17216195724714,4.81975393154705,4.96839100468444,6.04398770340218,3.47165635905,3.94315440517773,3.79237686140703,5.23215535568939,4.21622401105936,3.00557440005313,6.27250144963343
"CTRL_81","0",5.49590266444284,5.47989055465168,4.90543666676415,5.41561527565776,3.81564408333128,4.1320686185636,4.44775350260949,3.74007217016908,4.52993063577005,3.22192971861776,5.7740168872381
"CTRL_82","0",5.34517245221485,4.01851159897351,3.55955939130565,4.60380783702208,3.76748440853252,3.78715784280967,5.11471470194631,5.09204755532696,5.88859986880569,4.41624554266104,7.05996980694989
"CTRL_86","0",6.63629298786365,4.55800590116813,4.94318367412933,6.2903630589352,4.12040655618716,3.95998328794954,3.72748958819689,4.94292802940029,5.52141619147332,3.97942688675358,6.67919533471941
"CTRL_88","0",6.02143360438607,6.43869642643678,6.01882002865169,6.81203810749701,5.00340161351653,4.40989714480576,3.935190416454,3.25204947730244,3.21141546193239,2.16312878096363,6.92778607954727
"CTRL_92","0",5.62673566324009,5.52411729269395,5.97011112729208,6.0450849145677,5.38022206304962,4.398994388439,5.23804902019981,5.37875564228295,4.66907970855724,3.32628777446627,4.68054224039144
"SCZ_09","1",6.67056938302701,5.55173267389723,6.04461010673671,4.79046823639221,3.58792210534996,4.77934156881636,4.23077559891441,5.43669222487593,3.78176705421738,2.62859850369393,5.04358360044075
"SCZ_20","1",6.6173128822763,3.66369060288122,4.01371168291938,5.59476222973978,3.89624617965214,3.39163046356156,5.02960389147649,5.43250391257681,5.59054011560956,4.02759335147524,7.6465537719471
"SCZ_25","1",6.13932880187112,5.02409219039636,4.90281655301,4.99519412071548,3.23732434778275,4.47267148809103,4.68070240661896,5.15887927580371,5.78191365599566,4.16202176611335,4.50643360256888
"SCZ_27","1",6.03217860023548,7.77117651189267,7.77317948241783,7.55292948745919,4.64702511589025,5.61805973749181,3.62188234033895,4.31903796569934,6.1146042610355,3.31617576619184,3.68386531139989
"SCZ_57","1",6.5547709648584,5.10153932786403,5.03714282437098,5.23626645548111,3.17345849751263,3.79208634099176,3.7481557079497,3.47402650990646,6.41011365414314,4.65116179818785,3.32718601799959
"SCZ_58","1",6.43792477894641,5.42287049027341,6.33529657200795,7.12375048424748,3.91262580749616,4.36138199678848,5.69319648189545,4.70943665007041,4.71478609301737,2.73200118544674,5.66258816172314
"SCZ_77","1",6.27913937644722,4.68473542200588,4.34272139684439,5.11762672924388,3.85943147171343,4.12406898160649,5.80772251031423,5.54148147536824,5.96070112998567,4.27229929820166,6.94737862336221
