"ID","Type","DEF8","PDK4","BAG3","VEGFA","MAFF","SLC7A2","SLC16A6","SPA17","CX3CR1","P2RY13","PVALB"
"GSM1521654","0",5.36960849703133,5.56534692914274,6.56372454596476,6.96416426083047,4.94982615964909,4.71132362310605,4.50481012714847,4.27694935214298,3.44971845279695,3.36005997167735,4.98065922821409
"GSM1521655","0",5.68324259599825,6.44825167713175,6.41939599585441,6.46510145038547,3.7693939328401,4.65507371678858,4.78650596239427,4.18301104090745,4.99365770796465,2.96962855308264,5.2133526975394
"GSM1521656","0",4.94756639238834,6.96846132854517,4.8938590736789,4.82194919982169,3.11903516983713,4.32185857747088,4.20369005884086,3.28331272153715,6.72173446586808,4.58943210739369,4.06384898492711
"GSM1521657","0",6.30601109442595,5.34655733566488,5.13310044087532,5.6194324381802,3.94029337571746,4.81855816461932,5.0102274637443,4.91064181486007,5.81226582718236,3.33713962307186,5.89622247255558
"GSM1521658","0",5.40393435728537,7.35855232740813,9.23562720620718,8.73105765576508,6.69769342402052,4.12685578638024,5.62869886079226,2.44806228491019,3.34554590430211,1.89455914653621,1.97342249162527
"GSM1521663","1",6.51503046466323,6.09241033598867,5.57707849380111,5.51346435054221,4.54154452954577,3.97180570004082,5.11993229583998,3.97913840624701,4.69410729128655,3.1852120974807,6.09660904895974
"GSM1521664","0",5.74315366339279,6.48831655732725,5.44025574098151,6.1465822945935,3.9756818190784,4.48630700029374,4.77730176099624,4.54533252287566,5.6617093415869,3.93170043575296,5.21785249918733
"GSM1521665","0",5.65413200707898,5.39173181014286,6.10514035083832,6.66384512134545,4.09624492714817,4.4866631467042,4.965648132174,4.77367976345668,4.34963339492777,2.63411341880039,5.66558620781154
"GSM1521666","0",5.95173895116196,6.82830946498903,7.28750569885634,6.7776084870693,5.81660076295149,4.9416377893066,4.90865172318222,4.50918749517529,3.37913643102075,2.12448967345264,5.45448888226664
"GSM1521667","0",5.75129711263841,4.81210075252701,5.66257434047614,5.91839830782824,3.87247416369354,4.83126997111815,4.43643970023284,5.16378794387279,5.86451069868765,2.70592429977625,5.70971494911345
"GSM1521668","0",5.81505392828296,6.07298573972399,5.34999707760548,5.96228582908284,3.79306493817478,4.73289525388762,4.17195528792615,4.95249554995668,5.51904322300186,3.30879384670778,5.47250478243277
"GSM1521669","0",6.39652234461182,4.76705621605419,5.23006760854437,4.8765827616272,3.78075998772383,5.01070923072387,4.91548870883747,5.48693672060879,5.18056035560351,3.36331818411398,5.83141912022713
"GSM1521670","0",6.36158291570677,4.31064119879038,5.07311895898941,5.89888024096968,3.84924003873921,4.74774911651732,4.76319627694504,5.49376163464729,5.5700710591315,3.27787903605005,5.91790015317884
"GSM1521671","0",5.67734707370059,5.55154965409085,5.82426775530033,6.36485466208973,4.41242756189853,4.53196570211166,4.8622267457264,4.67034762803834,4.13416964109817,2.60959116104461,5.80820464423765
"GSM1521673","0",6.33732609248171,4.52881631194235,5.14219128389589,5.66508864959449,3.77816421250923,4.18584214437676,5.04880654618994,5.64096433697411,3.08031071223677,2.31865088897973,5.82485023545863
"GSM1521674","0",5.04852548785285,6.75417222003027,6.79246913136555,7.70951460837757,6.17111889641103,5.64226147314498,5.77845544456036,3.84658953591043,3.58225149800192,2.47052687373629,3.87837939588854
"GSM1521675","0",5.75788811882801,6.73833658140402,6.10855028894,7.00763452464439,4.92109243439956,5.56475278816627,4.72373287826798,3.87330592553765,3.11114234783832,2.65981090440375,3.82551403432978
"GSM1521676","0",5.16534382081742,6.11348518119139,5.21276217966679,6.48583783378317,4.34784273567336,4.25665680951726,4.95064412512008,4.22926469988566,3.66084558820499,2.69169074028292,5.5246076296093
"GSM1521677","0",5.29541377048311,3.71650015168752,4.92639416004439,6.2820071981137,4.18803417739636,4.48872128387001,4.74551044625531,4.76178850511645,5.20041484594768,3.8783200384525,5.38346463326826
"GSM1521678","0",7.18502219186241,5.77511372002,4.10450819818071,6.92092562542371,4.78994384127075,5.5835962266926,3.19049355357372,5.54816662674483,5.80268998566357,4.47435776748965,6.1226012990914
"GSM1521679","0",7.42328414809497,5.17264957243973,4.43213549157935,6.85228535227487,4.49096030408174,4.82252973969911,2.02298514773638,6.08952105917306,5.35269718488705,4.31149817702854,6.3380795948738
"GSM1521680","0",5.44212892044696,5.35858813290367,5.35270615070022,6.11820094533702,4.46912497523712,4.18352433074691,4.55885788494888,4.75829840037569,5.15790632155257,3.1762716668545,5.51535206853679
"GSM1521681","0",5.95275568660732,3.91926137535595,4.78221873819366,6.41037451930726,4.24939185566647,4.21007542983739,4.78641934378956,4.87089152425035,4.16899301669874,3.38905063128798,5.64042770977333
"GSM1521682","0",5.23170672985602,5.6287874657882,5.79674730965073,6.69256508819946,3.96288080781572,4.28303249159636,4.73250970491826,4.6418484798384,5.46534017036497,3.68429163551557,4.98498687106351
"GSM1521683","0",5.76455975821768,3.23769128479631,4.36209956002102,7.30802509735416,5.10015237393993,4.94969139045846,4.35648965763686,5.53227110235726,2.56772048514529,2.35350813442777,3.94498278972134
"GSM1521684","0",6.60080803133173,3.71993030079858,4.86398745590074,5.20307259339526,4.34578418293173,4.64667542769963,4.72427038124217,4.31612192142965,4.52941950449823,3.4665592946949,5.71211255788884
"GSM1521685","1",5.86884806061121,6.82702575645902,5.88202709408157,4.37107374544995,2.62701661144728,3.72048916094345,4.92005849035566,5.07615261882354,6.38180708938404,3.23945275608198,4.67659213537138
"GSM1521686","1",6.44002060252621,5.27822449019164,5.93294850811146,5.46277221720144,3.14160601081006,3.70510477725999,4.48291657287906,4.92762964416618,5.82937992669069,3.28217525368626,5.99316761655312
"GSM1521687","1",6.42059280597692,5.17266123167413,4.98052565566495,5.57963525376568,3.587358272227,3.75031130335027,4.7252222197316,5.45407801875267,5.23028581027583,2.50335095982568,6.32938612376284
"GSM1521688","1",6.53955627364681,5.74786940238043,7.00540277090856,6.81448668263483,5.54673603589158,3.41298286825111,4.45231140008808,4.09756291765092,4.15790170988849,2.80880440690731,5.94170331075672
"GSM1521690","1",6.47056615840041,4.16331681078922,4.97786839673913,5.84000427344824,3.93600308357733,3.77612835843885,4.962852777051,4.74056291243308,5.5467087791076,3.07819040355144,5.86436001408249
"GSM1521691","1",5.89285077202315,5.8387441662549,4.83196585900787,5.29922970333768,3.37003442380434,4.29840363986981,4.16616591690883,4.4071575097223,6.48942898642717,4.13682818785502,5.78586833438303
"GSM1521692","1",6.68829837052548,6.28510271183888,7.04263274903033,6.1801029899434,4.14145659833056,4.45333712581637,4.44520589389632,4.91380319617737,4.22536536715464,3.30018234065218,6.08494815522645
"GSM1521693","1",6.29770809029208,4.98987371077531,5.71990610647624,5.22968519265848,4.46215649854224,4.24295627230598,5.02459188383034,4.7077533050157,5.09798742811935,3.31308057220607,6.74601113222307
"GSM1521694","1",7.06387636928514,4.04309740314915,4.96178120654559,5.06772444887246,3.64481852452783,4.05144554912958,4.91614580742845,5.14023028424315,5.45402591773079,3.7022016331226,6.28364123160746
