"ID","Type","PI3","S100A8","ABCG4","TRIM15","CYP2W1","F3"
"GSM3427911","0",6.18774362223634,8.62016332448594,2.21433232343375,2.21425444529822,5.17220302790424,8.55138674351505
"GSM3427912","0",4.40899266137992,7.06940339124596,2.26010842007558,2.05635199371273,5.33297695618167,7.94863430957675
"GSM3427913","0",5.56710753102752,8.26865504685567,2.16092629421645,2.27286101571941,4.61300171072011,7.622275782976
"GSM3427914","0",6.10333006759897,7.56550675491146,2.44497909976278,2.06130480647461,4.725976019019,7.57013593954967
"GSM3427915","0",5.01280878810866,8.19894278677475,2.15867507867809,1.8262245450486,5.1969231012147,8.34833019079102
"GSM3427916","0",3.84665909368169,6.38766971672452,2.00282701114272,2.15538880176803,3.90652974044863,8.56838816797044
"GSM3427917","0",6.02362986246142,6.76772614738184,2.00282701114272,2.44983852679004,4.44577717929689,7.94841760447734
"GSM3427918","0",4.98207223834133,7.29378020868989,2.00282701114272,1.8262245450486,4.79187729685029,7.5691435112984
"GSM3427919","0",5.98277414009816,7.47416359622465,2.18109289433437,2.03734296405287,4.2902733677468,7.77545752685926
"GSM3427920","0",5.34242970568609,6.97852856068415,2.4168244565967,2.07896784037998,3.38558663549253,7.63392019022762
"GSM3427921","0",4.73316227983475,7.09006184192098,2.00282701114272,2.11353384384475,5.14012740809307,8.26687828136041
"GSM3427922","0",4.74936601867627,6.34846080491018,2.00282701114272,1.97844281109065,3.99480223564508,7.91317375934866
"GSM3427923","0",5.28735694840758,8.88713170806964,2.12007818762569,3.03915167653991,4.16194328335777,7.91460063173259
"GSM3427924","0",5.10847275569215,6.49778176156592,2.07386190920563,2.59712959140785,4.74944352089223,8.2606060660094
"GSM3427925","0",5.05376281493036,7.96646563417114,2.35120475081515,2.42672154594258,4.50589544062964,7.58169725399284
"GSM3427926","0",5.14393572145732,6.80419803906372,2.11549635132552,2.38592001854317,4.32856504059943,8.12748976072179
"GSM3427927","0",4.04961687323505,6.28973654090763,2.06451103199344,2.2712018767994,4.34481940164359,7.73165960303442
"GSM3427928","0",4.2806350552036,6.84690178038023,2.00282701114272,1.8262245450486,4.33143748438145,7.91293072940924
"GSM3427929","0",3.58108940641334,7.50150146130626,2.06685216458139,1.8262245450486,4.3779524120106,6.98229742967905
"GSM3427930","0",4.79372680496533,6.30872000945826,2.00282701114272,2.07408741972242,4.40773790771438,7.95001248550973
"GSM3427931","0",5.33280706898289,7.73000560199201,2.11549635132552,1.96137709826554,4.06509495154899,7.6219328171115
"GSM3427932","0",6.69607197463134,8.31851827251767,2.16766731521844,2.58950962321729,4.23511420468467,7.851383652354
"GSM3427933","0",4.25257991780025,7.51819048268758,2.08085126675904,2.08866963603798,4.73353637853839,7.84248129672415
"GSM3427934","0",5.80616036791358,7.33366267642459,2.00282701114272,2.24433939676327,3.73308235240473,7.59861344846443
"GSM3427935","0",5.77216814232322,7.08293413102432,2.00282701114272,2.8815795657588,3.33813015010027,8.53550461731516
