"ID","Type","PI3","S100A8","ABCG4","TRIM15","CYP2W1","F3"
"GSM5535864","1",12.8311382410463,13.7241078995143,3.61704258970992,3.33981473183953,1.97072193121475,6.11398283458492
"GSM5535866","1",12.5872001918906,13.6146343392025,3.29141160455508,3.55191477225807,2.08785531962707,5.68568336142805
"GSM5535868","1",11.5395541849029,12.918235945214,3.22452835773549,3.33981473183953,3.05327252020559,7.1633591431705
"GSM5535870","1",10.1951941418649,12.2658455731759,3.22452835773549,3.33981473183953,2.27700278754954,5.88877631346162
"GSM5535872","1",11.922583418084,13.5875272433158,3.23619379141995,3.33981473183953,2.81311792140044,5.19192203135184
"GSM5535876","1",11.3646869614416,13.300032641647,3.23158099893785,3.33981473183953,2.43223046045639,6.66651682774245
"GSM5535877","1",10.9147716187334,13.0834863059166,3.22452835773549,3.33981473183953,2.22951825703318,6.56727265429579
"GSM5535879","1",11.9398151213978,13.4270527929647,3.22452835773549,3.34154030681224,1.83554574299533,6.99324970691816
"GSM5535881","1",12.9390857857689,13.9695255065568,4.13386570211577,3.72998709080601,3.95691938151398,4.87272396328487
"GSM5535882","1",12.6946549612507,13.9278631118063,3.93178907391752,3.35575968070429,3.66040881374316,5.10791972340408
"GSM5535883","1",12.2994879776715,13.9695255065568,3.51481955827853,3.50961881536818,2.39489081830209,5.1502902650697
"GSM5535886","1",12.7363281113205,13.8394787337646,3.25084058386762,3.75319770182354,2.47265466447002,5.6919568179539
"GSM5535887","1",13.1511830969887,13.9521294954758,5.55807677180725,6.37279123282632,2.84477855863692,5.66016588389372
"GSM5535889","1",13.0754753383455,13.9954212308164,5.10841030566996,5.5736024643793,3.94911083759301,5.57963690889259
"GSM5535891","1",12.8352596532605,13.7349263720921,3.3546077937338,3.4979046492028,2.40259019953892,6.11505005345786
"GSM5535893","1",12.9091922859232,13.676532386305,4.29358150030162,3.36299117084589,2.25674206934139,5.92941191418802
"GSM5535895","1",12.8122360860855,13.8394787337646,3.60606785048208,3.40000307180103,2.7740599733981,4.24704356705206
"GSM5535898","1",12.8402815678287,13.74612370791,4.04641051531577,3.44944487059738,2.85057117034813,5.79391846166831
"GSM5535900","1",12.8954221700851,13.8752728616269,3.33421828285249,3.33981473183953,2.74954906445045,5.13442001072329
"GSM5535902","1",12.9593190528854,13.8394787337646,3.22780008307789,3.45297135617961,2.51476931462958,6.06057907926149
"GSM5535904","1",12.9839688890328,14.0155704192928,3.56375312456687,4.66591115775363,2.59421566509428,6.10316161426019
"GSM5535906","1",11.2626232218841,13.3565482472571,3.22452835773549,3.38235977787742,2.12398580415391,6.18630835972103
"GSM5535908","1",12.1571491317465,13.5684376761646,3.47051904648475,3.33981473183953,2.62707849981112,5.95111564125509
"GSM5535909","1",12.9091922859232,13.7956899029877,4.27592424319169,3.33981473183953,2.94622203801852,5.42662226732244
"GSM5535911","1",12.7953684973573,13.9106303523023,4.19203510713047,3.58606454163427,3.3185650718715,4.97590602779358
"GSM5535913","1",13.1856056989195,13.9695255065568,5.33572857617606,4.51270507466604,3.66665907186994,4.87857755668032
"GSM5535915","1",12.5511633526322,13.9278631118063,5.2766045891523,3.33981473183953,2.8317409562211,5.46793308968345
"GSM5535917","1",12.6698250081779,13.8394787337646,3.5302573457811,3.34670783510394,2.40259019953892,5.18218546498415
"GSM5535920","1",12.9539513144369,13.9695255065568,3.62101789793483,3.48728937176085,2.85057117034813,5.24633778703059
"GSM5535922","1",12.9306314193,13.8078471646852,3.79757810961106,3.81769404906671,2.6699544187602,6.26530494831898
"GSM5535924","1",7.75308241747382,10.1023211216872,3.22452835773549,3.33981473183953,2.75469709489222,7.33370308829399
"GSM5535926","1",11.5466252508575,13.8078471646852,3.25967345372836,4.11458239300505,2.43651405178848,5.96943158055434
"GSM5535927","1",12.807586461326,13.8078471646852,3.44881805345478,3.63573375890281,2.53793674118213,6.25153985755319
"GSM5535928","1",12.816511078963,13.6146343392025,3.36626122501591,3.33981473183953,2.73402219120555,6.9217264019273
"GSM5535930","1",12.1386024563731,13.6866251127988,3.24458588452168,3.34370986491907,2.48257759509479,5.86340349234646
"GSM5535932","1",12.710308806546,13.7844985211286,3.25845064960015,3.36430733806112,2.93937108501909,5.54954942192131
"GSM5535933","0",9.28181669233028,11.4989244745668,2.78831314433018,2.99255445380334,4.05505866824665,7.06963092082969
"GSM5535934","0",6.88702935659111,9.44880701244015,2.78831314433018,2.99255445380334,3.69109738100878,7.23274384242598
"GSM5535935","0",8.47715869346111,11.6651852891969,2.78831314433018,2.99255445380334,2.68619941759947,6.74641367700479
"GSM5535936","0",9.70630927647389,12.5304268236156,2.78831314433018,2.99255445380334,2.56135346302062,6.72234692714085
"GSM5535937","0",6.4680860665175,12.8598668022081,2.78831314433018,2.99255445380334,2.56342204838206,7.11141349645235
"GSM5535938","0",8.17232239907286,10.6359092014416,2.78831314433018,2.99255445380334,4.56020418330302,6.99480051647616
