"ID","Type","PI3","S100A8","ABCG4","TRIM15","CYP2W1","F3"
"GSM2935853","0",8.13906630148234,11.1601844846692,2.92803388963008,3.12088346343231,3.10130749778373,7.36612422440759
"GSM2935854","0",6.79101368443428,9.42568978331405,1.87337543334527,3.18681004718613,3.83661997328615,8.54777997255119
"GSM2935855","0",7.21293788337383,9.7008281189874,1.90798007716365,2.97594733097436,3.90054771077326,8.2427869542784
"GSM2935856","0",6.73684433577233,8.33942144969383,1.18727320224654,2.0475240694881,4.68641806589026,8.71859488874675
"GSM2935857","0",8.03127181599522,10.9222776983327,2.83499140182051,3.10232213533747,2.98351177860363,6.80414920430823
"GSM2935858","0",6.33056645097193,7.73237269183681,1.29788669674441,1.88852198327504,4.38495776663039,7.75108497596229
"GSM2935859","0",8.40140290239396,12.3853210431425,2.69920260896456,3.32630656398295,2.91966250724805,6.99669309268897
"GSM2935860","0",7.41566055813304,9.34339297431024,1.81028239180273,3.00853285403447,3.87376136209617,7.85244246979134
"GSM2935861","0",7.36718630877351,9.83402737095436,1.7152780631226,3.19946422466202,3.34077737963928,7.57802260187192
"GSM2935862","0",5.66485541301105,7.91095846921343,1.66138703340807,1.98863054427507,4.2480561370139,6.76388053983576
"GSM2935863","0",8.40663355047331,11.2220249343312,2.26977380505415,3.46798986220761,2.66143961357744,7.41215386770349
"GSM2935864","0",6.75044733749668,8.07171163525327,1.45720335623689,2.88986669433112,3.39736367927725,6.34464537335928
"GSM2935865","0",5.97844165583599,9.37097228497221,2.10253901256576,2.28328392159762,4.08040861332309,6.40310245422055
"GSM2935866","0",5.05680995015554,7.93946469330586,3.56105342031339,1.51550824192259,2.74569076704811,10.2332749176521
"GSM2935867","1",11.5243079631291,13.5038554743565,4.62654657965378,2.98031369525113,2.53585515197666,5.87036010113056
"GSM2935868","1",11.9661268132809,13.0805670485503,3.69544806999883,4.1515849381725,2.60559099879658,6.02285022793351
"GSM2935869","1",11.6699790911342,13.5575401149979,4.30278224848109,4.30972119791442,2.80688058281012,5.88588977247725
"GSM2935870","1",11.8662171866307,13.2235667327533,4.48335784547356,4.30740611163062,3.06105615172911,5.37437445703468
"GSM2935871","1",11.680979553201,13.0704701403941,4.10600364521981,3.6169912087351,2.52843359788605,5.52003584204437
"GSM2935872","1",11.9329292930117,13.018682854092,4.12863353417103,3.63646792645135,2.68673403446395,5.41894362936001
"GSM2935873","1",12.0907565234414,13.4611062348011,3.24733445296702,3.91773296840435,2.62513700265236,5.27416875145562
"GSM2935874","1",11.4057149096159,12.7299166451231,3.75387305851103,3.76974379414041,2.57926951450496,5.47697990006774
"GSM2935875","1",11.4725678971689,12.7260261009518,3.87234381212272,3.71264619259485,3.1929954677416,5.6336783880677
"GSM2935876","1",11.912884091218,13.1160907623164,3.96688328554834,3.97851032077052,3.51636990875329,5.49952239182731
"GSM2935877","1",11.9509684210713,14.1506500627122,4.57046864135417,4.55725093368968,2.49048718707572,5.74142203696725
"GSM2935878","1",11.2558557705091,12.4605326506249,3.63526257558573,2.49430190388103,3.09407541985861,5.69591007932174
"GSM2935879","1",10.4368676146133,11.9529518771929,3.09553380874211,3.35373498595205,4.0067466436079,5.53340878842924
"GSM2935880","1",11.586518890117,13.6223672267507,4.21515664637121,2.12528933309382,2.51370633369334,5.71951684837136
"GSM2935881","1",11.5871649875399,13.6055809174622,4.43509304281171,3.64721594047,2.87991316398214,5.82712014366383
"GSM2935882","1",11.589474793111,13.273011036812,4.24604912873876,3.62947790695812,3.87026012743456,5.98617900552978
"GSM2935883","1",10.8681523187804,12.9735081450097,4.56807006122444,4.32240657636849,2.32229833307906,5.32585750139919
