"ID","Type","PI3","S100A8","ABCG4","TRIM15","CYP2W1","F3"
"GSM3138824","0",5.47867238204105,2.39793367822428,2.37693786330512,1.66874117340267,3.63152017280404,5.95672664465818
"GSM3138825","0",4.11609083196559,5.11557906240639,2.2914962251017,3.02029106281324,3.60914138586295,6.96578608551376
"GSM3138826","0",7.07586704141935,10.8030762752315,2.0936225456998,2.02644713835305,6.48381285114385,7.21907172272699
"GSM3138827","0",4.48757885164354,8.25830182062825,2.81667356471597,2.00958260260928,3.93899487976842,5.56586464938627
"GSM3138828","0",6.58292175559888,9.88678328115265,2.10484580714035,1.81741796547396,4.19694434667444,6.68593683724471
"GSM3138829","0",4.93067413808395,7.78522253618486,2.13196361004319,2.4876926175437,5.67088897457749,7.24051417873439
"GSM3138830","0",7.85370205045198,10.4228052296693,3.23158599760028,2.66435569742076,4.71404943127116,6.97671585833325
"GSM3138831","0",6.10370894934699,10.78755588659,3.54066231967147,2.40878504325671,3.32067183459148,6.97585426774575
"GSM3138832","0",9.11183060448948,9.60294747933332,2.34285936502197,3.21828649673537,3.45413443366012,7.28199079478473
"GSM3138833","1",13.4022709941969,14.6082484774269,3.27548926136912,3.4711270773837,2.47608105709656,5.26737851809671
"GSM3138834","1",11.7737692290993,14.3856864119835,3.87093141061958,4.32536250694345,2.28545033342571,5.808532593599
"GSM3138835","1",14.1005952503046,14.5641104259206,3.80580352122871,3.51114955540076,2.47497532349389,6.28278238413222
"GSM3138836","1",12.7633676970085,14.559026963828,3.98903718974537,4.10127497836444,2.72792842817163,6.40274464861388
"GSM3138837","1",13.3396683461675,14.379464521371,3.47819791500638,4.14562366362158,2.1170701177498,5.9408988925142
"GSM3138838","1",12.5013095212699,14.2736551795126,4.57491165122887,5.21289705938029,2.47608105709656,6.24066679853977
"GSM3138839","1",13.0895301786096,13.7706971112422,3.7812515504615,3.4088083526151,2.00951666489168,6.25819556750664
"GSM3138840","1",12.6393529644054,13.7566756325626,3.88971782357033,4.54138916424453,3.19463483905872,5.83343509816026
"GSM3138841","1",12.8171114064553,14.1052911014899,4.79820597929393,4.4803223104415,2.85261252657657,6.08230707580057
"GSM3138842","1",12.8714800982993,14.0311967238561,2.74896247004894,4.26664186582916,3.05980007138587,6.19281089724472
"GSM3138843","1",11.3059710129112,14.1593651502972,3.65226808269005,3.63927095696882,2.25247712238965,7.1377019592337
"GSM3138844","1",8.7806029212141,12.7392547238583,2.25682122819612,3.38305126018783,2.37316504746041,5.97282179350616
"GSM3138845","1",14.1752585311848,14.5459267714705,4.07372230390309,4.34877837545613,2.11285595565655,5.78280181665992
"GSM3138846","1",12.1086289410543,14.3021249076556,4.09101061557728,3.39199870784773,2.00951666489168,6.12420714206896
"GSM3138847","1",13.5930788875071,14.4605071670753,3.4398920719127,3.76953512548391,2.29545244130754,6.17549637007584
"GSM3138848","1",11.5719155064715,14.0140344275703,3.59789397453619,3.11229584404533,2.66002363107234,6.49706475762978
"GSM3138849","1",11.9675142113838,14.6028692914804,4.47759864729855,3.65316831283061,2.22791658072464,5.7568956855066
"GSM3138850","1",12.566828797423,14.2989222167894,3.20632475922373,2.94470802751551,2.00951666489168,6.37746004313357
