"ID","Type","PI3","S100A8","ABCG4","TRIM15","CYP2W1","F3"
"GSM2066635","1",12.258364417042,13.4900510235543,3.09188711675318,3.40762074827487,2.24851932324131,6.20417164647082
"GSM2066636","1",12.1519309677817,13.4765446553224,3.41796390172237,3.4764595434918,2.28897748137535,5.32913208156797
"GSM2066637","1",12.3558015550041,13.436602367255,3.91178502114317,3.38849149370038,2.26094945253215,5.23694390666218
"GSM2066638","1",12.341453953517,13.436602367255,4.27610655753731,3.38166149154911,2.30983012256124,5.40479144032242
"GSM2066639","1",12.1642914928473,13.6046734570667,4.42324151031163,3.76440697294143,2.29687158315822,4.28612423264073
"GSM2066640","1",12.3727658136081,13.5267940909387,5.58881395879875,6.32711615404536,3.71131417521322,4.93840924015804
"GSM2066641","1",12.2193447193026,13.55360841417,4.86650557230589,3.36898702478082,2.80167312266559,4.76772944644017
"GSM2066642","1",12.5277893289235,13.5637569937291,3.07082911114769,3.40265601957167,2.34069038329174,6.91009101195942
"GSM2066643","1",12.0408609664868,13.3621571207674,3.34832346645703,3.3745951704889,2.30322280695094,6.15297682195034
"GSM2066644","1",12.2193447193026,13.4900510235543,4.04952828693388,3.40707894767159,2.56997097486249,4.66933842405272
"GSM2066645","1",12.140748884408,13.4765446553224,3.97236498079574,3.37197379907462,2.30294767453027,5.9508367817262
"GSM2066646","1",12.409077841606,13.660754646635,5.23935457668825,4.31899067915423,2.76429000908851,5.10399754386921
"GSM2066647","1",12.3558015550041,13.4627809903823,4.53482541076314,3.38166149154911,2.30694597049231,5.96938219036209
"GSM2066648","1",11.9537906997446,13.4765446553224,3.30671196581984,3.37197379907462,2.29636197304959,6.35767763980969
"GSM2066649","1",11.764049280152,13.2519099370155,3.30581428398277,3.37672668851519,2.21011236825589,6.26865691256842
"GSM2066650","1",12.0737758965614,13.4001608738956,3.29440659286305,3.36920257852917,2.29591373395188,6.18876993385408
"GSM2066651","1",11.7893975345151,13.4130247554403,2.91876639100571,3.3703779874754,2.29563104914765,7.44510572735529
"GSM2066652","1",12.0182470893339,13.4627809903823,3.72449170347393,3.77749018544779,2.29095065811493,6.39670268446599
"GSM2066653","1",12.0408609664868,13.1212176778972,3.49293836666008,3.38390442650234,2.21276059366081,5.88440183103761
"GSM2066654","1",12.2193447193026,13.339195684,3.32822516603995,3.54443517566668,2.29750985690178,6.10204204007922
"GSM2066655","1",12.140748884408,13.3293506908957,3.72583151762134,3.36114304323948,2.23538181018314,4.90785217899083
"GSM2066656","1",12.1642914928473,13.4505138712463,3.12934615927546,3.44594197320415,2.27570452244685,6.15352976805758
"GSM2066657","1",11.9537906997446,13.4900510235543,3.72583151762134,3.36261843858047,2.22145047128354,5.42919218192461
"GSM2066658","1",12.1188208669289,13.4130247554403,2.91822061503974,3.37277278388525,2.29779001501811,6.20995044600587
"GSM2066659","1",12.3170589114041,13.4765446553224,3.52923704704972,3.37955919871489,2.23546068125909,5.47680657470221
"GSM2066660","1",12.173201806664,13.3293506908957,3.22300898515752,3.41519610719308,2.22270481199622,6.90284599129684
"GSM2066661","1",12.0737758965614,13.313854339287,3.31436850507374,3.37160813798822,2.74811024976422,6.15451787702361
"GSM2066662","0",9.86781021560901,11.4411310876837,2.58919073431469,3.30941333090139,5.5597874136662,7.38539088682644
"GSM2066663","0",6.38144032425346,9.0800984504932,2.60717976863615,3.30941333090139,5.17388502755056,7.49774501190182
"GSM2066664","0",8.45946024935014,11.6856278682203,2.57369059183899,3.30941333090139,4.1868525351451,6.8616878393185
"GSM2066665","0",10.6365145163398,12.5644498892284,2.58022203589939,3.34198977339486,5.085447989931,6.59756543513783
"GSM2066666","0",6.08264188946766,13.2010722896754,2.60120026725326,3.30941333090139,3.55913928171145,7.33724939871866
"GSM2066667","0",8.19389976648891,10.2169481079853,2.77345401253602,3.35941207124151,5.81264077059409,7.17602925153712
