"ID","Type","C15orf48","CEACAM6","AQP7","DPP10"
"GSM2332164",1,35.8379168430139,15.5969754714744,5.32949704909276,3.95865008982046
"GSM2332165",1,39.0393168560902,16.3856980833456,5.31518965366016,3.67832504366466
"GSM2332166",1,40.9798506159502,17.092637506991,5.79761714340335,4.57449258421567
"GSM2332167",1,39.1468167746293,17.4973949809214,5.47972470113513,3.90007633504005
"GSM2332168",1,39.1176840053775,17.417829641868,5.43896352768911,3.85895472321097
"GSM2332169",1,40.471483792507,17.578623706854,5.74344278673927,4.33736159186441
"GSM2332170",1,39.8136658628021,16.4120350422657,5.54656706417184,3.8856783171052
"GSM2332171",1,36.3139462925877,16.6773452494926,5.24924150283799,3.89298640196607
"GSM2332172",1,40.3540787324223,16.9750915008633,5.35058555381895,3.94403392009872
"GSM2332173",1,41.4742337101527,15.9257716112562,6.7768540360069,4.41087874404691
"GSM2332174",1,34.8596384515397,16.0003467896721,5.23702060257263,4.1084112915216
"GSM2332175",1,39.6228462242031,16.114843253188,5.02896722732348,5.99531517224116
"GSM2332176",1,40.6509416510978,17.4544241532096,5.81907823655226,4.10972020224295
"GSM2332177",1,41.289823280789,17.5874951035429,5.63658442710199,4.46007197199098
"GSM2332178",1,38.5091004557081,16.7502570410294,5.69627309242239,3.88109712958047
"GSM2332179",1,38.6652520988976,16.4965905419566,5.70320323708506,4.89997505025805
"GSM2332180",1,41.5394911132766,17.2259856884708,6.43496689931524,4.18116491244997
"GSM2332181",1,41.4922960270888,15.3868342624064,5.91826127468143,4.98189104623587
"GSM2332182",1,40.4691531709668,14.7134398074908,5.51318314149576,4.49312196770507
"GSM2332183",1,40.967906180557,14.9590666033143,5.45513386523534,4.1843281133599
"GSM2332184",1,41.9572550243469,16.781584160587,6.09062067903361,5.42801145042935
"GSM2332185",1,41.4349044716628,17.398423461611,5.47264552110337,4.25544559588659
"GSM2332186",1,41.2015509899562,16.8478424046071,6.08510637037729,5.06795192616464
"GSM2332187",1,41.4276212793499,17.5276131758929,5.97079624228553,4.10284842095586
"GSM2332188",1,41.9432712951061,17.6526444229769,6.05656609719662,4.71072837512952
"GSM2332189",1,40.902066122048,14.3305835941361,5.70365034319233,4.69327623217819
"GSM2332190",1,42.1142806506139,16.5778192678892,6.31871931142532,5.26527021740816
"GSM2332191",1,41.3993624931756,16.9049520207918,6.28459021190379,4.52857163307497
"GSM2332192",1,41.1007516083451,17.7022687982053,6.03257140277319,5.17746412318426
"GSM2332193",1,40.9958736390387,16.3163902967136,5.20460540979564,4.20428900186049
"GSM2332194",1,40.1650070599784,18.295820682921,5.86714214308368,3.88775075908067
"GSM2332195",1,39.514763650279,16.46997635189,4.95944222764316,3.92581824589327
"GSM2332196",1,42.1987656814441,16.4619366486406,5.70923916953319,4.17996507762207
"GSM2332197",1,42.330445798462,17.4372358221249,6.07825074339917,4.6928399286044
"GSM2332198",1,40.0656643168299,15.2529316186336,5.14663065121976,3.89854927253181
"GSM2332199",1,42.0102766643851,16.736395483703,5.48851778791142,4.16098587216249
"GSM2332200",1,41.487926111701,17.3662646486138,5.09938643921834,4.14604247476041
"GSM2332201",1,37.318735504081,15.3879431869925,4.88842687427194,3.90389399131065
"GSM2332202",1,39.8920330120894,16.440589850358,5.19678105291843,3.99769925967407
"GSM2332203",1,41.4349044716628,18.1519377178732,5.55893699980628,3.84771990618605
"GSM2332204",1,40.2684283908222,16.8971895486891,5.48225830240965,4.08005155922568
"GSM2332205",1,40.2273511861772,18.5256453033925,6.03808571142951,3.8842603304904
