"ID","Type","ALB","FGA","ENTPD4","NCDN","TMBIM6","EEF1A1","PSAP","TXNDC15","CAT","HRG","CCR6","TRIM31"
"GSM2203254",0,12.6602399551255,12.2026096123969,6.05296487300071,5.49346403745384,8.94833414718385,8.94043601255252,11.3385381632181,9.1260486119101,11.4146541816308,13.2859924488641,6.26408590575845,5.50413039333494
"GSM2203255",1,14.3782497368798,13.2259359673314,6.78840023843829,7.15315036119823,8.9596536151815,8.05028189398363,10.345798777309,6.43516427291329,11.9393812848505,12.1507408626133,5.33207987484663,4.05728187489221
"GSM2203258",1,13.7508920431239,13.0012882027899,7.06918024421386,7.89353534860969,8.56555568025258,7.90769579344414,10.3601270783808,6.83473520116148,10.4035591908115,12.5009205304067,5.0994654857319,5.03307407515081
"GSM2203259",1,13.8994767600661,12.6552945574018,6.48798960229131,5.23002418683422,7.86248071442387,7.78797121192224,10.1589527763016,7.09683763098382,11.3700033377921,11.9645583808549,6.2626943910823,4.35154777723819
"GSM2203265",1,13.3895717473217,13.7528206841675,6.91139130367057,6.76367597842989,8.56723112771547,7.62022825913045,11.4563453402028,6.4444212602829,9.97520364550136,12.797159479186,6.360166412432,3.99653265940951
"GSM2203268",0,12.3965610447424,12.3618478872626,6.07205824401459,5.59602391097047,10.0709248118907,8.44973967363859,11.6357162116712,9.51833022160154,12.1629543009072,13.8071293954684,5.25118522657177,6.17547897821523
"GSM2203269",1,13.8287221329508,13.1397758809309,7.29181225644715,7.04821733210466,9.23933074776689,8.0352704146287,10.8571993789614,7.6922363258575,12.1711868577241,11.7248701858807,4.09986714762313,4.08033233400281
"GSM2203272",0,12.3682591938963,11.2548486619922,4.98737292879741,4.27378072868696,9.89704605690076,8.3444756914953,11.2123087212116,8.95571110036031,11.1423046682546,14.032462399092,5.76287409871349,5.67423453794072
"GSM2203273",0,12.6192022713986,12.4313172762975,5.0787070195781,3.11872635679867,8.92602209072687,9.46914306983307,11.9534163512847,8.64392503301321,12.0413224793994,13.0658795148225,6.8869807797138,4.2395257693645
"GSM2203276",1,14.1131557339544,12.7283727458671,8.23371056548909,6.34489312428637,9.12388833111673,7.66163607068441,9.89059649772767,7.20510413543697,11.2369134461423,13.592350078846,4.27071786459438,4.23550282490695
"GSM2203277",1,13.6424016148804,13.5277218196973,6.17774298713718,5.22096664304891,8.52375122282493,7.56165135498093,9.9834620571234,6.65943379783379,11.5357046598463,12.0454694593761,4.85170447816266,4.25278274267212
"GSM2203280",0,12.2512782103989,11.2110919688988,5.38849903066047,3.92413580701821,9.86222944133051,8.4786608723958,10.8144609378511,8.31742616931539,12.2625513721419,14.9764249818394,5.05357286766796,5.4873260696367
"GSM2203281",1,14.1225896842364,13.0626377931065,7.67644862879822,4.83054299804979,8.41615480404974,6.92492591567545,10.1501988863097,7.63794655452082,11.5471627299883,12.587921690107,5.01282368897661,3.66948247271639
"GSM2203284",1,13.9339106785956,13.4988514242542,7.74530048184828,6.59288788207631,8.72983126076007,6.67289832650552,10.5339248282681,6.83513767887321,11.2708469615629,12.6744878440087,4.67210325363868,2.81775691138461
"GSM2203285",0,13.0677866073098,11.9531513517716,6.73962365957136,3.58513053285273,10.7460484102897,9.10827077867371,11.3801604326138,9.13745214707555,13.074311572205,13.8671601956616,4.96975634689382,5.12099181301505
"GSM2203288",1,14.0485331745224,12.6976979507088,7.73600176219866,6.22987418399081,8.95650704311705,7.23378595573654,10.0127793302096,7.02372084668771,11.2091496607981,13.1134086946963,4.78848892808441,3.90832581312931
"GSM2203289",1,14.4282496733747,13.2448821643409,8.2301150605579,5.09309311004494,9.5514952153034,8.27127657782044,9.7101094545446,7.03897027998738,11.3501720625463,12.5583412958089,3.79505126121233,4.92755560483431
"GSM2203292",0,12.011655873235,12.8075346169151,6.95382483265566,5.58866712868197,9.6755600752215,9.01710014259147,11.9104727400035,8.97489587128571,10.9766033462005,13.8549800333035,5.85822716307733,5.364274031386
"GSM2203293",1,14.032967156557,12.8600939250761,7.47927444458344,6.12181650005427,7.79497244104119,8.00561470923639,10.2414540602824,7.36390395258407,11.6895072167529,11.3433701005953,4.82270615941168,4.88500578897952
"GSM2203296",1,13.5763639629061,12.7288238457959,6.38838998293319,7.17858267846441,8.38754960346386,7.61770339257228,10.2572275790414,6.86313223971073,10.6851632993025,13.0155323900336,4.96251808053446,3.96422396912931
"GSM2203297",1,13.7433448828983,12.4437286907955,7.92519971133622,5.43546035461108,7.96913724803694,8.30455890972358,9.90723714709916,6.22489202841156,11.4418366236826,11.3838256398559,4.39809072341125,4.72140142995513
"GSM2203300",1,13.83438250312,13.2354090658361,8.07844261116192,6.97389800995358,8.41836149095208,7.88543106106756,11.3242111516451,6.07610943431176,11.7203558671353,11.9897887171679,4.98351145067217,4.94176001429999
"GSM2203301",0,12.5531646194243,9.579914626365,5.69667926367024,4.59138805006705,8.248160565986,8.82566935081758,10.3408424557395,6.89328114626092,11.4825212124722,11.2832257525649,5.55301887722469,5.88187890756295
"GSM2203304",1,13.9688162946391,13.1943589723155,6.25845587369586,6.87114037347219,8.52338344167453,7.7943981449794,9.80821908954871,7.37928754512098,9.27934623187509,13.1016635381368,4.60300171193304,4.49704785544806
"GSM2203305",1,14.5754192977745,13.1014323869831,7.84035406048882,6.41913334125155,8.52321998338548,8.07011357313143,10.8138428483409,7.30022303464054,11.8111390382607,12.4904803912427,3.73579894549653,4.06292559115313
"GSM2203308",1,13.6938166439176,12.62597306203,7.39083328880486,5.50175050039353,10.191148364976,8.08797126569739,10.6471060191546,7.85559755707078,11.0553471038915,13.0425027495406,4.9468221028614,4.18442402211852
"GSM2203310",1,12.9754213299399,12.0445052538093,7.86994465279605,6.25415947606147,7.97232468467366,7.30512491267098,10.6263361763907,7.24825869008269,10.9244606872689,10.6064702779344,4.22665140727727,4.94445504734594
"GSM2203316",0,12.9748621970317,11.530019618559,6.71957975277107,5.07408789441608,10.4394006600091,8.68693941011238,11.3525774207524,8.86470641776545,13.2276734341061,13.5226356032487,5.27767218889506,4.93376628199975
"GSM2203319",1,14.0494765695506,13.025647598945,7.09120787787273,5.45847996370737,8.53000350238155,7.44435982668782,11.1900123663911,7.84611697097245,11.210031050809,12.8815506040952,4.71326595508628,4.41074338543558
"GSM2203320",0,12.4621269992026,11.7235414880134,6.04407942977996,4.93676129169732,10.4734817132785,8.73647270131718,11.6663135347091,8.59450971396293,11.8174494166241,14.2082047416864,5.10717463142145,5.79224527908195
"GSM2203323",1,14.5607966748374,13.7320700874428,7.94185475141976,5.95162169259492,8.55664720349869,8.51109299418179,10.2448812907981,8.53828919564233,12.0429446111343,13.1447291121884,3.87431594846127,3.8308039802195
"GSM2203326",1,13.3400435083409,12.6670231555506,7.61830063525595,6.41051087598868,9.32457424551282,8.4248343712218,10.2232443174217,8.03237471200811,11.365155692732,12.4439347708031,3.95448315442642,2.93047270524734
"GSM2203331",1,14.0730614452557,12.7116820485016,6.98941789344158,6.69386565187499,8.72586739725031,7.6556682042742,10.6124620865921,7.66330265035929,11.8146645983044,12.4334946316391,4.00106096817123,4.39045137191318
"GSM2203332",1,13.9645710170122,12.8501697266426,7.35277052970576,7.22940776040381,8.93472622609952,7.83654046316847,9.77819985358576,6.20190607909768,10.7592000602203,12.2351319875225,3.2460452021529,5.54982288200728
"GSM2203333",0,13.1522204623341,12.3410972905379,6.18269234402359,4.48234155130679,11.2461081811032,8.49367235175073,11.5810869830894,8.67692820537439,12.542392700611,14.3987372814299,4.5711177539423,5.18817740153689
"GSM2203335",0,12.4036365074539,12.9694794913536,6.25861122400736,7.20221515803453,9.80146382237165,8.2438941891508,11.4926396606236,8.18273029512585,11.1643394185278,14.9220492570268,4.55785465280857,5.11534809675414
"GSM2203338",1,13.6424016148804,13.1226340836366,7.22862229047264,5.30905026754623,8.84703085401765,7.51592831694573,11.2725962342397,7.33094549996863,11.0161252484053,12.593141759689,3.59182759029039,3.72734641752637
"GSM2203339",1,13.5023074531921,12.9936195040004,6.15699651040781,5.97911074469445,8.86047529829302,7.305721699312,10.1642381438439,5.8221907179611,11.3144757671038,12.6279422235691,4.15590178791595,4.76112938767947
"GSM2203342",1,13.8957031799533,13.2078919701794,6.94151915533533,5.97970403358868,8.82189914207435,7.14693054613553,10.5041946358426,7.36157852580523,12.1830856228716,11.8910424009082,3.89848775407779,4.29450819547756
"GSM2203343",0,12.297976264295,11.1560577775854,5.25860624906603,6.23001242334925,9.79480289709236,8.24201201589834,11.3939519385445,6.85616375729102,12.4652710746549,14.1329487385457,6.96330247114905,5.64024541529069
"GSM2203346",1,13.8188164851546,13.3815654427667,8.0343046885584,4.91668854549261,9.09887921289021,8.63641818879634,10.3946058432075,7.86825324511714,11.6361831210919,12.3016878746932,5.6713484322498,3.30746026896825
"GSM2203347",0,12.2998630543514,12.4132732791456,7.87233169582345,6.04973170468792,10.5513287234444,8.90724549397878,12.4513970744117,9.25595947330472,12.4436770193872,12.7109147832456,6.49823065269631,5.98020005433322
"GSM2203350",1,13.4475905415562,11.6051339231599,7.05773248713411,6.64557193588432,8.12936723589015,8.16775704893552,10.6767536277122,6.7419864484825,9.99062797069257,12.8567552735806,4.18333050889962,4.29641057174529
"GSM2203351",1,13.6419299173663,13.4289309352905,6.83117434882653,6.46529121722299,9.48533547280548,6.79643316119701,10.8249916705004,6.31822213778526,10.5617686977728,12.1755361931279,2.78167970269545,3.70838606739138
"GSM2203352",0,12.5616551746781,12.2829053997229,6.32072667126681,4.38579367191839,10.1585793194003,9.12016060482945,11.4539078266026,9.29271910430864,12.5141882202613,13.5648311657033,6.44074413446873,5.43723016125327
"GSM2203356",0,12.4286364757013,12.7597180244625,7.96622810046315,5.12455700301895,9.91731488474447,9.29212697077309,11.7103720282064,8.63234261886477,11.6742235398486,13.9428512046007,5.27704434978813,4.92935911031285
"GSM2203357",1,13.5749488703638,12.5889828678685,8.96616038037875,6.53616946378751,8.02467220174582,9.7070534227893,10.6533823931111,5.46027381563177,10.3453874500904,11.5669630810248,2.82978787426338,4.62139985081504
"GSM2203360",0,12.3295799977399,12.5585274562186,7.30229951748045,3.70291815465471,10.3130065379917,8.8438483900364,12.2362660986661,9.14822960580054,12.9046439951017,11.495943588032,5.59912581163931,5.87579130350622
"GSM2203361",1,13.6730619532971,12.3566664045375,8.52321070391385,7.09833046737099,7.7300795002835,8.39788715904643,10.8823874586552,6.72436686865823,11.5141106045786,11.7444454468133,3.49773020414041,4.78335548374073
"GSM2203364",1,13.9523068816456,12.9205413155351,8.30309967789668,5.25391395297539,8.10713690857769,7.0076956321187,10.3794929953913,7.60838680258214,12.028401675954,12.9607216594224,4.44925961062543,3.94320271137094
"GSM2203365",0,11.7159015318929,11.7488030840261,7.14951122172651,6.5342509683126,8.33847127069285,8.79289199222608,11.7890744542661,8.58248010235702,11.8465352869847,12.487321802816,3.68033178105202,6.83706203158785
"GSM2203368",1,13.7018355016573,13.673427096699,7.83584934741411,5.80784801722548,8.13586470288037,7.61012879289777,10.7699082306454,7.12143349114459,10.4304415861448,12.3695487792594,3.86179840626701,3.8393963796954
"GSM2203372",1,13.9093824078623,13.0021904026475,7.39380887909273,5.27724998281527,9.05135371534538,7.19127638422991,10.5783962411046,6.72566374128489,12.0535212912654,11.9693434446384,4.1483284786887,3.53390645736983
"GSM2203374",1,13.5320243965805,13.8782264643734,8.43051280091788,6.65016003666639,8.14608084594676,7.59493368688406,11.1573917385909,8.24743196930476,11.3387139924043,12.0171940824735,4.76957527498838,4.58404986342536
"GSM2203376",1,13.8886277172418,12.980988705994,8.07249143058616,5.74836091743025,7.72292820013703,7.37885101616951,9.38299475399638,6.72065512976124,11.6965583368403,12.005448925914,4.30936920961429,4.31587822221834
"GSM2203378",1,13.4197603882242,11.0453189115216,7.949459037711,6.07763625373029,7.09696468217341,6.99222508611683,8.42316374992627,6.33351629083069,9.3939269332955,9.42977959298884,2.82810055666353,4.99562896894775
"GSM2203379",1,13.7117411494534,13.4438172329408,8.2636731065823,6.72665475142967,8.73261005167413,7.59598954017203,10.3271348231753,8.69869892363631,11.2915596268197,12.6566526062701,3.72214344492097,3.60423096673341
"GSM2203380",1,13.8419296633456,13.0536157945305,8.20742618461284,5.98591379068167,8.77539525883616,7.53837667598108,11.1247711107908,7.77948454980963,11.8578527088398,12.0733098304801,4.58098810324657,3.72243194550141
"GSM2203381",1,13.4655150470921,13.117220884491,8.70290329518735,4.79818897701754,8.95176675273425,8.00983812238824,10.7596265390983,8.0831316234308,11.6494039712558,12.1459557988298,4.65134532316606,5.48393725060172
"GSM2203382",1,13.8216466702392,13.0039948023627,7.26441202921295,5.63836515643921,8.38881640520409,7.52368654327901,10.1592005279052,7.99185862236146,11.0183287234326,12.5809615973309,4.3170209987299,3.7520773090068
"GSM2203383",1,13.1881569088,13.0247453990874,7.56945136136329,5.44744479027462,7.54230679072332,7.19109275757114,10.2668073077119,7.32012332149789,11.1126374546017,11.9180127604152,5.23142941801814,3.63184712888656
"GSM2203384",0,12.2097688291579,12.5625873555777,7.42805953478616,4.96630707863018,8.93104843311553,7.52389406009044,12.6062418266277,8.70407309104273,11.7804310361652,11.9940252273157,5.06165629616958,5.96602735113866
"GSM2203385",1,14.1754198058159,13.5602010145707,7.8768876968011,6.81283985146544,9.70024225834998,8.18648696813067,10.6089935641424,6.94675816425737,10.6481449188435,12.5017905420037,4.46083539415931,4.33274595845884
"GSM2203386",1,13.354194433764,13.5872670102986,7.31731141210855,6.94692314156239,7.6889288760121,7.35598949715191,9.82110217293309,6.68487933316375,10.1303282874244,12.408264295326,4.13459449822478,4.48049718191885
"GSM2203388",1,13.8999484575802,12.7229595467215,7.76282340243245,6.47913462475512,8.74523720450418,7.66044249740237,10.1378525980663,6.27654333474918,11.2360320561314,13.0842633061967,4.50647144924373,4.47396569006632
"GSM2203390",1,13.6390997322817,12.7396502440871,7.97454491694352,5.19727463987248,8.22862728192316,7.50201859754345,10.4556353215476,6.7376039133993,11.3554604026119,12.01240901869,4.14142224851256,4.06492308623424
"GSM2203391",1,13.7523071356662,13.6896666941358,8.3965828061075,6.24498327449732,6.51934395319992,7.07536205587762,10.4960601248595,6.40144558462016,10.4714262216528,12.7118983426798,4.70722300368215,4.45186641908958
"GSM2203392",1,14.4867401651233,13.1632330772284,7.78923176623736,7.8272847554202,6.96403222859358,7.8728985416061,10.3431560935379,6.09453396955947,11.461227203923,12.5844416437189,4.07400802440677,5.16541605084224
"GSM2203393",1,13.7659863635752,13.0445937959545,7.68537539966186,6.89997421373198,8.61316290694194,7.11525494749669,10.2943490276394,7.91337546857572,11.5736044303161,12.7915044038055,4.74559966909278,4.09811955210605
"GSM2203394",1,13.8419296633456,12.945351811619,9.01071157941114,6.20839712601953,7.18764316803065,7.50569113071897,10.6819151194527,7.26833785592303,8.76637724551601,13.3535318954689,5.4813878624616,4.64502102280596
"GSM2203395",1,13.3947604199768,12.9273078144671,7.1316263126164,5.09119458558339,7.20770767301303,7.49733611774467,9.92160674010481,7.54023391006393,10.7146898646685,12.1655310597624,3.16611343585285,4.45893691755129
"GSM2203396",0,11.882410754371,12.4665030707438,7.1305005059984,4.05434294300617,8.00669180846889,7.28531712367584,12.4307511074495,8.78228792635399,10.5658756011089,13.3177478721546,5.85967904101208,5.36043757257942
"GSM2203397",0,12.7314662797549,11.7921086771907,6.83926460657237,5.1829366302116,9.83950873915087,7.83201959351643,11.1823307771826,7.55464146611121,12.2431607919015,13.5121954640846,4.4483359685948,5.59303477757998
"GSM2203398",1,13.945231418934,13.4695299288823,7.23544135154902,7.95642397139853,7.52820851329171,7.64203392486009,9.83993129480256,6.88048350106052,10.743775735029,12.6631776932476,4.10642021830163,3.45831870699888
"GSM2203399",1,14.1424009798287,13.7483096848795,8.68802534374796,5.64785777874696,8.56526962824672,6.97243931363372,10.4844570914268,7.26543107244948,11.0782632441756,12.4735151651012,5.37967792714018,3.62623511889677
"GSM2203400",0,12.2512782103989,12.0708884331879,7.00457517812113,6.50051260652714,9.54973805721589,9.29625857059555,12.2969652415348,7.73548811791151,12.0267795442191,12.5978132756353,4.94044410858938,8.41308565058494
"GSM2203401",1,14.1782499909005,13.4135935377114,8.56858845580399,7.79829270478861,8.4686249148387,7.97591309717939,10.4316034160037,7.25764983668953,10.8495425363402,12.7184234296573,3.84994794312385,4.12671860866418
"GSM2203402",1,14.0348539466134,13.1596242777981,7.71087455532325,6.38318003426096,7.72942566712725,7.35865208370416,9.96611944487519,6.58609341480894,10.3471502301122,12.4404547244151,5.15561784585726,5.16532093202885
"GSM2203403",1,13.8084391398444,12.8668604240081,7.95656739228759,5.55471142235218,7.65452090616451,6.75507125630774,10.0779380019422,7.83878293266996,10.9033073270067,11.8836473023336,4.46114931371277,4.22576899967042
"GSM2203404",1,13.8409862683174,12.5939449670853,7.71132915939501,6.47525847064612,7.30807106249721,6.83650967947485,10.6376914582198,7.5876368405556,11.8776839840857,12.7754091892609,3.34026030813544,4.16869771163866
"GSM2203405",0,12.8946736196343,12.5594296560762,6.45351238786335,4.9112103166523,10.2821946505035,8.11365698141398,11.496232058875,7.81195888313864,11.531879053084,13.644437226829,5.43714332205334,5.2095791345488
"GSM2203406",1,14.3438158183504,13.2115007696098,8.98231948874764,6.19471192885919,7.32993360865928,7.40547688169202,10.0332188375022,7.74661553668568,10.3612524702871,12.4069592779305,5.27082632197752,4.29628374666077
"GSM2203407",1,14.1810801759851,13.0892526889056,8.91648455362835,7.49840494504965,7.98160094257793,7.21211801000098,9.73773375833995,5.25594929731437,10.0333753862225,12.9367963405049,3.68670977532404,5.85293483399819
"GSM2203408",1,13.7942882144213,12.8298702298467,8.46774900715925,6.15072944549996,7.83191401436924,6.47343386841018,10.4196700470996,6.31222969185518,11.366037082743,11.3733855006918,4.28704168137436,5.57423671077642
