"ID","Type","BATF2","SERPING1","EPB41L3"
"GSM2203680",1,5.52641503283284,4.98010701803104,5.20525679829251
"GSM2203681",1,4.90676782437564,4.07414142616278,4.21311630803404
"GSM2203682",1,6.03828692191732,6.22961075623588,3.3884158067426
"GSM2203683",1,5.80012026076644,5.43102067521243,4.71224382688162
"GSM2203684",1,6.16202047149198,6.10738236549999,3.56837609298166
"GSM2203685",1,5.70065245522505,5.18184977809703,4.70900070504945
"GSM2203686",1,3.34182231468726,2.35313216832088,3.33462675447685
"GSM2203687",1,5.69806529388282,5.28981120227706,3.24187500403664
"GSM2203688",1,4.58794071151417,4.53579289930884,2.7574643736088
"GSM2203689",1,3.48392027224301,3.00204250135894,4.73756297100041
"GSM2203690",1,6.27765081560095,6.00634784243223,5.25543696058076
"GSM2203691",1,4.19756057873981,4.20864771204913,3.78985391841152
"GSM2203692",1,6.52844668003992,5.67820639287356,4.42864497874241
