"ID","DCAF16","ADAT1","CCNA1","Type"
"GSM1256751",8.07324299745774,8.18071661890329,4.56593293363765,0
"GSM1256752",5.41695842483857,7.39408946995373,4.72519351328825,0
"GSM1256753",7.73624139568963,8.03122061028987,8.09758917560062,0
"GSM1256754",7.76206181859237,9.16089823513697,7.67060313008842,0
"GSM1256755",6.97419989011046,8.82908112532916,4.89810808339583,0
"GSM1256756",6.80649346294919,7.47270620430519,7.44408666000379,0
"GSM1256757",7.16459310680129,7.93122898306749,5.426244985588,0
"GSM1256758",7.41014607975165,7.94660968402586,4.88541572706125,0
"GSM1256759",5.49984575925002,7.97901238478007,7.79328229457464,0
"GSM1256760",6.79915435845054,7.88813527338169,6.18518169019741,0
"GSM1256761",7.02531722612816,8.60120922360078,7.29395799661538,0
"GSM1256762",7.73133736082497,7.61602447806672,8.16027716333401,0
"GSM1256763",5.5774586948242,7.38608594709687,8.68304712136388,0
"GSM1256764",7.87246576220737,7.5095069075626,5.10468397661461,0
"GSM1256765",6.77474909750835,8.17833520610428,4.99161839267599,0
"GSM1256766",7.59226251276703,6.67388589309033,4.82870441375877,0
"GSM1256767",7.35580564256711,6.47009907001222,5.4215360148265,0
"GSM1256768",8.3357159623565,7.79322269536565,4.81416238268656,0
"GSM1256769",6.32335420932069,6.1653219158145,5.06225584284575,0
"GSM1256770",8.91931148830665,7.09144951947184,7.50863315370585,0
"GSM1256771",8.54604639485494,6.56589872372739,6.72999950146425,0
"GSM1256772",7.8878562900438,6.419963877603,7.34801866673695,0
"GSM1256773",6.31001612142208,7.5046102329266,4.84164459333083,1
"GSM1256774",6.03406656082404,8.43118076602943,5.45891643552993,1
"GSM1256775",8.50976596898062,8.45581582536231,6.53824473424244,1
"GSM1256776",5.9465119213933,8.71286850825101,5.09333554261097,1
"GSM1256777",7.30631103162184,8.50443467605248,7.5174913763487,1
"GSM1256778",8.90288039668583,8.82394122101669,6.50421307791196,1
"GSM1256779",7.03188518834548,8.70165693545693,7.88025562733498,1
"GSM1256780",6.19840912920675,8.47555477363498,4.90106410832543,1
"GSM1256781",6.48851290559503,8.37291411245793,4.95029404770813,1
"GSM1256782",7.54645556375177,8.48616880543771,5.98519112846843,1
"GSM1256783",7.13916341577645,8.14550114596073,6.76513478409573,0
"GSM1256784",9.1506044122516,9.11389722103531,7.44483277097069,0
"GSM1256785",9.40172046194918,8.27014373621143,7.3512421904405,0
"GSM1256786",9.13246921436138,8.51687876713756,6.75101712248896,0
"GSM1256787",6.88580526165219,8.64436510062638,4.905968146794,0
"GSM1256788",8.18694637079732,8.07321799646813,5.00004674137678,0
"GSM1256789",8.33293322617373,7.94133682213858,5.4934780539985,0
"GSM1256790",6.48323714189436,8.8146128615186,10.7145370526541,0
"GSM1256791",8.89645109262159,8.85660971575605,6.04796126885427,0
"GSM1256792",7.13578802851532,8.50489554216675,5.96343858096756,0
"GSM1256793",8.9478116073801,8.8463837349647,8.85367004078309,0
"GSM1256794",6.46474501861324,8.62642472903325,7.23616196788543,0
"GSM1256795",5.39920232691894,8.22862210039307,6.28322352674416,0
"GSM1256796",9.21097598121315,8.99026557672981,8.54618248826056,0
"GSM1256797",8.69370271181553,8.74376216756013,4.91792673505755,0
"GSM1256798",8.5169198138548,8.50131931799539,8.25726996146561,0
"GSM1256799",8.73045239087136,9.14047961166952,8.96211775159197,0
"GSM1256800",8.93579178353247,8.97654517867032,9.06327933280823,0
