"ID","Type","MMP11","PKMYT1","IQGAP3","INHBA","BGN","CTHRC1","P4HA3","PRC1","ARHGAP20","NPR1","HSPB6","CLEC3B","PGM5","SAMD5","GSTM5","HBB","TMEM88","SEMA3G","NDRG2","ITM2A","CX3CL1","EGR2","EIF3L"
"GSM194397","1",6.42426174426008,5.04004375911381,5.47788691269683,5.55400448117865,7.82804268053612,9.59047627701004,3.08452100199088,4.24396715471763,3.48364171054826,4.66703694096243,3.31413395919788,3.6052166959748,4.24665098444624,3.73376258009479,3.27168343914125,4.66324116768666,4.3989286429907,5.23272993436781,7.12629965203958,6.1307861684765,6.58878571884948,7.73759998251287,9.55703144560399
"GSM194398","1",9.40020212404255,3.90073643713219,5.79895440939891,8.82053128473773,9.00918307824853,9.73325417292303,4.55052794636343,4.49966679904191,3.15297160181288,5.14624661739918,3.04992361254619,4.30260834920991,5.12011890754524,3.48304938624998,3.43681570336548,6.07108659821442,2.72203932238895,3.97006556520048,7.00856578689406,6.83437424710503,7.45866512407434,5.4667091974909,9.5417934784613
"GSM194399","1",8.25391189458054,4.23633846741038,6.83435586419596,6.55767962685454,7.75206168105615,9.45445729717856,3.51770662027268,5.26224305830631,2.93916108701007,3.72248880874008,2.05892993243886,3.64792981264773,2.70108327944842,3.41351476055504,2.58744809810537,6.85975149973013,3.15341309527632,2.75852061499273,8.26095080776315,6.72406068936816,7.02459652931293,4.68885940573427,9.12561731155589
"GSM194400","1",5.12133861015673,3.04466062503856,3.74237101587356,6.92617075296599,11.1992944615413,8.89639436754576,4.82078434130029,3.77180838400419,2.01620252966868,3.79818758926398,4.48286786760396,4.0064732896942,4.43376470322563,2.58869341578952,3.54209136424638,5.43559004315276,4.08926297153661,4.60619183169259,8.31375579939474,6.06439298348656,5.33240712097512,5.52168341245923,9.61119922453075
"GSM194401","1",6.7777458134099,3.69274066046903,4.93578413970605,4.95646840274463,8.45899775779193,9.80086925464977,3.56900752502602,4.06241031241954,2.6533440479698,4.81844143667025,5.24860277525996,5.25446943915503,3.02092833765174,3.96255876935514,3.38778746001302,8.54239219684873,4.49509126465318,4.72893853807911,8.81055295015045,7.4754611715107,6.20590908786172,4.93397715765209,9.39364203471125
"GSM194402","1",7.75713867488094,5.69726527956472,5.82144839493685,5.44807509387575,10.2107442467334,8.51337330010695,3.72132007293841,5.31220160361659,2.9957148331739,4.62905129193558,3.52728351670841,4.33080243513965,2.88266692893701,4.32136166052999,3.21288970830197,3.00763097945075,4.23039047452338,3.76355998838943,7.11306369616457,4.87447486883516,6.75074612706126,4.93397715765209,8.15359190807138
"GSM194403","1",6.46975351813866,5.01304416661914,6.22423071645079,6.15335224504607,8.42982215029956,8.38133026405094,3.11153718106333,6.03951234787324,2.47736635654065,5.51330201591117,3.49602887258143,3.40980740020216,2.0212293238988,2.23248651920265,3.15384893906376,5.9034400660684,4.2823647808337,2.51086098875339,7.60662083283994,6.38063138424531,6.95835710679691,5.24071162843389,9.37499776876368
"GSM194404","1",10.0175309847388,3.95824025175883,4.37434539075298,7.35432813599939,9.29429152260639,10.6048530117989,4.39421731600496,3.8995671874234,3.05864935554969,3.97145348430321,2.70822564524653,4.55133433266028,2.92739636120858,3.78414091669272,3.14530611305695,6.47024700806607,3.09803196386965,4.12274618904562,8.30833386474915,8.10601204611043,6.3776136388973,5.32036822967364,8.50835168837622
"GSM194405","1",5.92774934509773,4.851144571378,6.81329945494405,6.70298974985083,9.09490545013701,8.3865120662676,4.49816994605143,5.43760481254326,3.34447688481806,4.11800044442629,4.00129020926752,5.02454067810851,3.11615516524914,3.15957711379889,2.81522231241966,4.71520913546745,2.70052432992424,6.41301496314989,7.22434504115002,5.10881865958066,5.43093884499529,3.96146458962918,8.78728204418516
"GSM194406","1",6.17711631786425,4.25616046762557,5.59988950678272,5.05480420767015,9.51892321582226,4.43373697516219,3.35759714583063,3.99115979008947,3.6346555605695,5.28799735860001,3.21509541042011,3.86434562540147,4.14719155887849,4.40569799293927,3.60033877236733,2.5592522836637,4.84061069852181,2.94588813643249,7.2894766336901,3.08518781207415,7.04497646121147,6.74812773179632,9.77093439475657
