"ID","Type","MMP11","PKMYT1","IQGAP3","INHBA","BGN","CTHRC1","P4HA3","PRC1","ARHGAP20","NPR1","HSPB6","CLEC3B","PGM5","SAMD5","GSTM5","HBB","TMEM88","SEMA3G","NDRG2","ITM2A","CX3CL1","EGR2","EIF3L"
"GSM134584","0",2.73282955918983,4.70682879660907,3.05294086561056,2.63816309670266,8.1014906410192,3.77315165198788,2.58422385124502,2.76430538002307,2.64457804265948,5.54407215639677,5.6345861409318,5.98993104898024,4.58108401381835,2.76062199803505,5.23747741145042,10.2448703276048,3.72518152927248,7.39886084197398,9.48771455232792,8.41335887842746,7.93307901811369,8.01475618203152,9.81755723822879
"GSM134586","0",4.95115046754623,4.62073174267764,3.80451142810211,5.27032839683176,8.04705849904124,5.39869002366861,4.91492087724162,4.39473751115525,4.38387734299451,6.42388484022737,5.86618835408306,7.45869408072859,5.38592680298613,5.48957181272507,6.15090343479525,8.28142240498771,4.26441691789398,7.17129324174509,7.5919103067392,9.73548607494233,6.76923045614327,6.42533208501752,9.73804001934661
"GSM134587","1",6.82721485554942,4.4618676161001,5.18043852712409,6.70507012348503,10.8818310331504,9.13224689481704,3.53320469516638,4.5634146590639,3.85092136363185,5.91923251163264,4.82275828083544,5.73594182475612,5.29611624314374,4.64615652189367,4.23572323914489,7.62487878848405,5.51732854150219,6.53483132605947,8.43356468876848,8.09934556976436,7.39273068772215,6.74809788348251,9.66688912922171
"GSM134588","0",5.00150198691227,3.66517802853324,2.73496716909072,2.71532482333053,5.04883972554258,5.45854144883224,2.07899751403297,3.31328420226376,3.78766071836771,4.72931195057178,3.69698419770187,5.60787626144208,4.37720339033885,5.72472049046141,4.09012138223469,6.71853616316426,4.53030032377796,4.73882353218351,8.14508216529734,8.09942830554706,7.50480652543496,7.71751725048635,10.1728409762578
"GSM134589","0",4.00332928426486,3.14633380879779,3.15174317807125,2.25197582771536,6.46113963685867,4.9957665573321,2.68184357883274,3.52611604977777,3.61143969734454,5.22258601191595,4.62872149179639,6.44115741842147,4.1645052064536,6.11246502945238,4.01954973284168,7.11574738601126,4.04741826120463,5.62951969497521,8.3055065147483,8.31557400715568,7.13130996947515,5.94724144448187,10.3337178873801
"GSM134591","1",8.48934351930553,4.57337833914673,3.38100245485844,7.79122626279977,10.4288789003055,10.0076531149604,5.60974731619299,4.46205784968681,2.36654644135073,4.52473794908383,4.67611611961259,5.70620552848493,3.85082777558551,3.29965922154726,4.28152094794532,5.92166913706921,4.6106443973607,4.69575912290275,7.68476997702653,7.28401933749412,5.9393845304003,6.95360321187702,9.24706364783652
"GSM134687","0",4.42867395435673,3.82174418654334,3.79291296388818,5.59605758853598,7.55436256899898,7.36851564466773,2.97262185266502,1.43694436291082,4.5797247284293,5.59529646075993,5.70925418567879,7.03985544772185,5.42867977612628,5.34426582158271,4.3377676133656,7.14690030732439,5.06032345675483,6.35883810120884,8.54775349570977,7.98321045488682,8.70299906896125,5.84029310369125,10.2554403163178
"GSM134688","0",3.30171321369231,4.47599605090053,4.41086716863299,2.4828031355077,8.11701904088601,5.32094314733804,3.20816657141074,1.43492785525273,5.19047515861414,4.83517097828234,5.59395942738671,5.51650340349915,4.1710200981861,5.63490222454013,5.21842805060577,6.78261316352276,5.89926929455248,6.95944210107004,8.05031017322938,8.32542188932225,7.76226500219024,6.33298555058684,10.2554403163178
"GSM134689","1",9.09075675921869,4.43997238225877,3.70773487540328,7.87869897803488,10.6984708507559,9.71909800337211,5.53827955764438,4.70214185482609,2.90746853048124,4.78262373678492,3.39402041562912,5.39194123486529,3.21970662557683,2.50155320569681,4.1865953652728,5.78615790736287,4.35913851821142,5.33825442021944,7.32681244283659,6.10168415193133,4.32422217523371,5.77511500809541,8.7962651791385
"GSM134690","0",4.99221491542367,3.53927786792528,2.78531571809871,4.54559913917253,7.75348734607081,6.73971062445108,2.5641410976645,1.56701753470431,4.46970287159998,4.8687060237706,5.03786443754669,6.39197693357988,5.0178346123092,5.90331806859862,5.14636929601036,6.29127713194285,4.31354465109866,6.76050727692243,8.41168672226607,7.35033959065298,9.04859034894653,6.53905323480376,10.2488128531794
"GSM134691","0",4.28979633016764,4.28618250406205,4.22242932969716,4.4145182233423,5.28872316158733,3.91455788497071,2.75772659477067,3.99003371749224,4.43982354226925,5.02114914222746,5.35703143583421,5.84342759028468,5.90496841849072,4.7659071521615,4.76790762159264,6.64483367742716,4.24928924020329,7.32386027064585,8.95564246075845,8.24210509998442,7.61371480257321,6.96658849287689,9.49415374064847
"GSM134692","1",9.22694673954486,5.72840259849053,4.49474836076817,7.32650634561959,9.69786805070205,10.1261440880627,6.27861780244519,6.45791515617341,2.38274728457028,4.41329725842875,3.62964246007279,5.16752044794417,2.10840589167372,2.30046910946964,4.6588201743923,6.17156035602473,3.44912928393022,3.59444625999839,4.35525885266539,4.07331273118661,4.1188550839489,5.49401436383131,6.53275395218979
