"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM8698926","0",8.95540910732505,12.2350714900694,7.66026700284499,5.8803293594837,5.12621841971665,9.13574216674415,5.41554453920954,7.86009794913381
"GSM8698927","0",8.49501242349194,8.48016021709414,3.42509363934582,3.32844641339407,2.93595882305683,10.0763306494595,7.21814277331381,6.82820299975617
"GSM8698928","0",8.72509556998878,7.28667168237315,5.92031828858847,3.6321107854749,3.69208915593181,10.5835654503998,5.5363060742177,7.58183706768292
"GSM8698929","0",8.5346755126821,11.9518827448889,7.00636733703353,4.77682074620976,4.69354371972926,10.0328980934936,6.34696932588577,8.13522600651059
"GSM8698930","0",8.06458502754581,8.82055087158369,6.99212040224024,3.57258072663577,2.87575937850948,10.8878193113486,5.96603057274408,8.05709675653527
"GSM8698931","0",7.65300757129155,8.92673242621057,6.53105191883559,3.43930444522817,4.10406772370356,10.7214374319437,7.41961458462964,8.15798958755711
"GSM8698932","1",7.9505556395744,7.05348159314188,6.62157368762394,3.47642526001827,4.95758052686738,10.0903450697558,7.21705964142782,9.79495017865324
"GSM8698933","1",7.92566068230313,7.71879940606048,6.81252636967691,3.47642526001827,3.87800001843103,10.2816437794769,6.92064371965161,7.08418249750338
"GSM8698934","1",7.92948180629935,9.99260394951783,7.24831578967895,7.46277474237622,3.0623102536134,11.9443000542602,6.74209343278633,7.88625386163233
"GSM8698935","1",7.85592026669222,10.319600023637,6.8892899339776,7.00874001077562,3.17032908655194,11.2891118577961,6.81469660364463,7.72539476394395
"GSM8698936","1",7.80032298905411,8.9578406578735,6.89492938514558,3.52978137773157,3.17835858940134,10.7555038979365,7.28288191205801,8.34105201706375
"GSM8698937","1",8.99042081452494,6.52991411927819,6.12458086062687,4.79695715850771,3.15048104861083,10.2725871708865,5.69178522976369,6.75808582356091
