"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM1337304","0",8.35153865209049,10.0605673244121,7.12474007073144,6.48080358903781,4.92967688464172,8.60531704361878,6.57611125672752,9.21838859945865
"GSM1337305","0",8.80404864364531,10.4618758360585,6.04067427606695,4.36611151688386,3.75382659670388,10.6417248100672,6.82150146547408,7.77783333548447
"GSM1337306","0",8.15753741614848,9.36523056423747,6.63251538514638,5.05994251846969,3.64213939705006,11.1619878638036,8.09096744369252,10.2818448944916
"GSM1337307","0",8.20726458616066,6.36550186970025,6.12493183364399,2.58371435632789,4.685229527519,9.76893564060845,4.96709194048825,9.45620534088732
"GSM1337308","0",7.80647618805889,7.3703233704911,6.56275816620163,4.87257626821882,3.16265381125752,10.9418202914841,8.24746611921961,10.0948961624462
"GSM1337309","0",7.54035838571576,9.72936372022046,5.2855950850841,4.13281736230028,3.64760745897314,11.1246671193263,9.40394435854377,7.69733054635271
"GSM1337310","0",8.27070003829174,10.5744707754049,5.91278553422297,4.35986044771246,3.36410808598103,10.4949205066174,7.04000449654617,6.89051233522785
"GSM1337311","0",7.36765759912321,7.93962832597978,4.74594647551161,2.11128702043804,3.13502887625503,10.6364076868579,5.56109189173159,7.60801020539691
"GSM1337312","0",7.40202934013367,7.38772164353267,4.78803951134395,1.43399995057344,3.01335493445235,10.4217636144457,5.44236491721448,7.42051693465519
"GSM1337313","0",8.10260821784693,10.687533097615,7.52558434190929,4.12524957425339,5.48184228256488,9.61263063838365,6.40555002139993,9.10551154154752
"GSM1337327","1",8.50152540980371,9.45618764242016,6.73592013919153,5.87448995403198,4.43759607596585,11.0810152532549,5.73753756644376,6.49138107085372
"GSM1337328","1",8.8302392777668,8.82925765301353,6.74925109408526,3.00300851216275,4.33737385664678,10.5586820208762,6.36342365951668,7.06806045709342
"GSM1337329","1",7.98515957488485,10.4018447243198,6.61540057247333,6.04658853607775,1.81652615512758,10.7685386760041,5.92390835504481,6.75206561545266
"GSM1337330","1",8.7846188064574,9.23435917005633,7.00741481992109,4.45180280136929,1.15794349921654,10.2400029987021,6.3603288059598,7.26967651489843
"GSM1337331","1",7.71352227084868,6.47572625547873,6.30256631649104,5.03707440342061,1.9095695361546,11.4081854935845,7.29750861053065,8.55922316954895
"GSM1337332","1",8.64184528469131,9.80114921710219,8.89523309132555,5.63166842820704,5.35325070221372,10.511274428661,6.32556394654359,6.77992657423958
"GSM1337333","1",9.00644400544396,6.0836079761987,6.22173373302429,3.79015271577536,3.35315322637811,10.2497921146621,5.13550137364665,6.85802483458623
"GSM1337334","1",8.48435766809401,9.1845235630449,6.90343372551223,5.13173951041481,3.83518654561254,10.9045721441017,7.62772642874788,7.13528752528176
"GSM1337335","1",8.65531850203739,8.30272826980364,6.62350500217839,6.85019928533722,4.15200996602657,10.4431700717831,5.94601700013271,6.84442361526755
"GSM1337336","1",7.96530210432484,10.6178000773229,6.75611292521953,4.25371000954735,4.68361652188127,10.2400029987021,5.41723766159673,7.26837403849553
