"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"Normal_Cart_10_8","0",7.75476840261425,8.7790418935017,4.73620031719702,3.74851611564361,3.86058476469782,9.86256255625604,8.21324522016247,9.16798602936574
"Normal_Cart_2_2","0",8.10581144396921,6.52832879782921,5.97034682440488,3.79536780352274,2.84172858878385,9.79481913169948,6.89204693629101,9.27377414580272
"Normal_Cart_3_3","0",8.07644584676103,9.73999027705216,5.15091441690143,4.32991171270741,2.07601934846791,9.87704064953788,7.68451760929349,9.05278369817734
"Normal_Cart_4_4","0",8.86312690403088,8.00593582743461,6.4916608347648,4.09786418337131,3.15653214581143,10.2911569318303,5.83730300800443,8.53159391230986
"Normal_Cart_5_5","0",8.63613383848674,7.95202474853412,6.587097597834,5.34873248937705,2.88619185192123,9.98699680405124,5.9724265551707,8.60106431268175
"Normal_Cart_6_6","0",8.87579230670017,8.04798033441264,6.64308777987333,5.47535741124061,1.22461432796545,10.1004508238077,5.22435952812018,9.38989552883219
"Normal_Cart_7_3","0",8.30517838038329,6.03417106964807,5.06536308791428,3.73773827831954,2.29543706165654,11.3538024781671,7.55664934443811,9.52783250002369
"Normal_Cart_9_7","0",7.96106808040357,7.72174068375253,5.89058535503832,4.09430501193105,2.62418812406906,10.4954000436096,8.47745991434702,9.74855359778661
"normal_01","0",7.74272670914778,10.3903695970777,5.00126183219653,4.69062323574097,4.35920808390851,10.102884209258,6.56300555962705,9.23668312342701
"normal_02","0",7.20399616315936,12.4750192479405,8.22295692777347,3.74851611564361,4.05362126836568,9.01145730267871,8.01732222993522,8.71577095186406
"normal_03","0",7.83983215043479,8.38687787559472,4.6599492371007,4.78433874981078,3.08016439076192,10.4795195300075,6.13156950533146,10.1202107494373
"normal_04","0",7.00438347673899,11.0816862504633,4.34979504511301,3.73595081701117,2.43962797211706,10.8632669503761,8.34520666305737,8.422944141418
"normal_05","0",8.1074182930819,9.39686687484679,5.87978140628544,3.74956904099082,4.39528532422663,10.2162281438987,6.14263887818884,9.28955002576855
"normal_06","0",6.36406820429091,10.8726970963276,4.80740010501759,3.73618133910164,2.76818657012553,11.4261607940796,8.88362077762023,8.58320834616714
"normal_07","0",7.1767810967617,10.8726970963276,5.66308733194142,4.35909009812709,3.53600293581872,10.8463801102765,7.75453989662124,8.71577095186406
