"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM8048729","0",7.70191596565297,8.63495974782933,6.43143044692474,4.61097429090456,4.31639670450571,11.000793299984,8.27743039846163,6.83682538969251
"GSM8048730","0",8.23598259975913,9.47218374412524,6.95626288736526,6.97303989434071,3.68622641447761,9.85190151526908,7.40574689540761,6.8365476319488
"GSM8048731","0",7.27799555696662,3.9770385034354,4.29220951257885,3.41080983947819,2.74982551932296,11.2585144889866,7.82687533882887,8.73557526857316
"GSM8048732","0",8.73704461975641,9.50109544962189,6.46661257340693,5.56497610229684,4.04629488657064,9.3571714864876,6.33911238008812,7.62228765076735
"GSM8048733","0",8.5593156266148,8.97343949074358,6.10394931469123,2.81028483243539,2.60212533900391,11.2585144889866,5.54144756942689,7.96396423335952
"GSM8048734","0",9.48879956755078,11.9890479959264,9.05476366729841,5.22244310368151,6.83855953594572,8.86872638332111,4.99932562052743,8.15866748066589
"GSM8048735","0",7.85094040724244,6.12825986446268,5.85527706340124,2.30085890118298,4.20349543547123,11.1181364613954,5.61476725985845,7.625000703705
"GSM8048736","1",8.41903363853494,10.7324602878815,6.45078497444794,4.09734414896878,2.73623753527576,10.3794219732268,6.01465782223674,8.14845373030159
"GSM8048737","1",8.00244923388142,8.44396531631658,6.77904023325639,4.15867400711138,4.16659635557052,10.5781497032889,7.78616746637495,7.34315373031202
"GSM8048738","1",7.97023521023675,9.43272058275112,6.88455981657486,6.40701286217547,3.29048922657124,11.3732819777403,7.45080635936595,9.24336103288496
"GSM8048739","1",8.77908649019986,10.1521896736356,6.8278872809669,6.18520385172842,4.2931389081021,10.9250972717463,6.46743689265814,8.2924700359279
"GSM8048740","1",8.69906664176802,10.8416929569238,6.28976090646707,4.12021229419586,2.87286702731712,10.8663814319742,4.47101971259136,7.04293924136132
"GSM8048741","1",7.96430782652599,8.27661556637303,6.82731381296288,5.35490520939947,4.24402846457696,9.89161237584766,5.96408747666778,7.28976272871298
"GSM8048742","1",8.06903813848892,8.37220153437026,6.66730491618366,3.58677160715943,3.52009481730872,10.0799361071728,6.90959834888118,6.8756789034849
"GSM8048743","1",8.01304213797437,10.4831849098722,6.09811862257929,3.70477057160446,2.52571890056803,11.039614069973,6.73645873519943,9.00945677934031
