"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM6265690","0",8.26740795103073,9.36438526914806,6.88750680335906,4.93705312167918,4.79743905732371,10.7522156482216,6.99850962388011,7.95569825035891
"GSM6265691","0",7.1543564210928,10.6404044069822,6.76580132190034,1.8969088316812,2.2403429451877,10.8207107286787,9.20431083667545,8.36186352423407
"GSM6265692","0",8.51080808414394,9.43502232946462,7.17741691953638,3.61544785003662,5.67294970016237,10.7012279767449,7.66124170524889,6.74733935836856
"GSM6265693","0",8.2467803127771,8.39778624769882,7.31087561265274,4.26808211207934,2.87874215194606,10.5659880282296,7.65794393862193,6.89025099041705
"GSM6265694","0",8.48752093120187,10.0596555531611,6.83900119858551,5.68345055277097,3.99730902768383,10.7648436899726,7.25200012983665,8.56553077019291
"GSM6265695","0",7.56475492317063,5.08720969055581,5.00710613722304,3.80651998373153,1.73346718062223,10.9156442461701,6.41992397050042,7.99017524741012
"GSM6265696","0",8.68769867839121,8.12783408234992,7.56705252554219,5.80375352007754,4.95397860000492,10.2437550926619,6.90829065317153,7.25735295704321
"GSM6265697","1",8.91887510218074,9.85447651861208,6.62421864653073,5.36466988782283,2.97223359474565,9.048044817253,4.44638994340237,7.21008861903824
"GSM6265698","1",8.64275330541326,9.32884520928712,6.0731318749148,5.0829018022639,2.78897946300134,10.1396324520361,5.27027872303303,7.38589092278676
"GSM6265699","1",6.93266429038587,6.0519229987638,5.05126960377833,1.7551035266091,5.835355376651,10.9345678472156,8.10022013858747,8.99155499010467
"GSM6265700","1",8.27229178978301,9.73878207062946,6.26835458173146,5.96186103629447,2.8931208260711,10.8804945227546,5.42367070090766,7.1034630888081
"GSM6265701","1",8.48326360680964,8.84936152277242,6.53781306945295,6.10758470702855,4.2336151698014,9.73463432974078,5.0439259466721,8.36674529693649
"GSM6265702","1",8.61866473728269,10.026159217994,6.32549298481283,4.54451549573621,3.52841219209925,10.343422603201,4.30678098638531,7.85711961950074
"GSM6265703","1",8.49100745717912,9.70696765240379,6.1403176174285,4.02044943493364,3.03720385430492,11.0178106819331,6.84434859413181,8.86877370433629
