"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM2183532","0",7.61696752984752,5.85596670011583,5.16907809725954,2.26544267098372,4.82515391165731,10.4190058641732,8.87085099970093,8.47622708861644
"GSM2183533","0",7.01683556437538,6.00047768574698,5.01229331279807,2.7252151465326,5.29028699726898,10.2851055222209,8.45000408028757,8.24439178675881
"GSM2183534","0",7.82700816173423,10.5507222539137,7.00363375384638,5.24340793836938,4.71748838314989,9.71301555767252,7.20603298642868,8.62818728040664
"GSM2183535","0",7.63483620640931,8.64611456036552,6.31996186177487,4.19112336258508,1.56462528967822,11.0114156693091,7.10418818756494,7.39677814700065
"GSM2183536","0",7.66194227948126,8.45309314555464,5.82101058641701,4.4630561728636,2.98523454507692,10.9879833768603,6.97519193903413,7.52486886745099
"GSM2183537","0",7.90477043667339,7.45704879783309,5.68899127951602,4.57392413585435,3.01606722487046,10.5527527847027,5.80608395586548,8.2645720317441
"GSM2183538","0",8.23317557284222,9.9193256543756,5.88844080597858,5.62309560415133,1.4126734618568,11.3321316996736,5.73552015105311,8.26008770794353
"GSM2183539","1",7.93382554044751,9.76410119820859,6.30400566463,4.75355115785042,1.85145399040527,10.8236031942596,7.37921685561099,9.21152651734272
"GSM2183540","1",8.99162466250096,11.3592555804731,7.61222737385011,6.13158115796024,3.7005838905245,9.79297056560443,5.18886459579509,6.47620126428694
"GSM2183541","1",8.81767909170635,8.81096821768651,6.52252774936115,4.96202296174612,3.42376628535568,11.4524717610246,6.05046707286012,7.48210597577704
"GSM2183542","1",8.6613745116822,7.02903373744514,6.86626640127498,2.63833949099969,2.95571711684922,11.0509011030049,6.86698102036966,7.52146611315642
"GSM2183543","1",8.81254822816867,9.42559960135905,6.17506953270268,5.60493879663452,3.51007986458209,11.4750075874415,5.63640076415605,7.11071885210047
"GSM2183544","1",8.83019071135135,10.2838405865955,7.89222981538835,4.38321628378164,4.93243008650075,9.14795347800253,5.2084692931589,8.38066010867286
"GSM2183545","1",8.22247544870673,9.35523474274411,7.13793105557096,5.68030556321712,4.53785195115273,9.57074848104789,5.43291392992403,8.01202787262194
"GSM2183546","1",7.55860884709782,6.23010341961626,5.13592556137028,2.50992053236904,4.98197105927766,9.78250131450537,7.43391105075504,6.01648328524784
"GSM2183547","1",9.58824726854776,11.063732589262,8.13993047287243,6.0910794353035,5.10078359214221,10.4060651911114,4.26010698521416,6.78700604959408
"GSM2183548","1",9.3535688852978,11.8384895003719,8.67974423447771,6.06833599541659,4.96037562752243,9.62374191595333,5.73924433569557,8.06075768397673
