"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM3316962","0",8.36318674366147,7.9145211882632,6.4266700491042,4.91583116698427,4.42730802891952,9.60285758609911,5.77597493829583,7.00130614640727
"GSM3316963","0",8.55088948715668,9.70143545820474,6.59618370360797,4.91382044365766,4.88692166173651,10.0360447503613,5.83610614404211,6.93943187559312
"GSM3316964","0",8.19943863313949,9.921296804357,6.6099095811517,4.77992697007271,3.10874712851403,9.79829496629413,5.70612618592184,7.64334621718056
"GSM3316965","0",8.13969670358454,9.68551608131915,7.29535630468822,5.09187207269363,3.6192232994514,10.4342978929213,6.52665197405129,8.76785561186378
"GSM3316966","0",8.50161251388431,10.1169914849518,6.61245542337821,4.9259351828826,4.47204119933674,10.2150680881114,5.94435156205026,8.3777917807008
"GSM3316967","0",8.39208032954794,10.3953942548574,6.38863684751402,4.73095586767817,3.25956171215727,10.6930395288993,6.72310014154748,8.23468798965171
"GSM3316968","0",8.15407519718445,9.86520282958978,6.43323842113955,4.89075325630016,3.93339810267073,10.8505574537371,6.34227248335103,8.03844354132911
"GSM3316969","0",8.18411547026688,8.87606233229509,7.58789891230977,6.3721630784013,3.46628563871173,9.67950805739457,5.84963565680795,8.4371562474947
"GSM3316971","0",8.87924143025809,10.6465127204179,7.36322067242722,4.69920179975899,3.84979743815512,9.81258679586311,6.45254748731386,9.20452161487451
"GSM3316973","0",7.97346102795714,9.9763676953789,6.30224413442017,5.11678046844867,3.392442049228,10.3520920932318,6.02565436162106,6.93661851627233
"GSM3316974","1",8.73449352294118,9.45551346700903,6.22385662698676,3.4029373319131,3.67335758768627,11.8997500875853,6.97027276065567,7.19324310504977
"GSM3316975","1",8.60917807728984,7.67448484045779,5.6267288163459,4.13540230542564,3.04432803536512,10.6398435108695,6.84761703664855,7.53893635617973
"GSM3316977","1",7.92596889903441,7.51067760406231,6.40440301254279,4.30497154587816,3.64903242028588,10.6289103297949,6.76132635023033,7.93768307498209
"GSM3316978","1",8.11669202121533,9.12652319098583,6.87202292369858,3.75860046965573,3.85659632582955,11.6854638962472,7.6731821988363,7.41561726242299
"GSM3316979","1",8.64698360195704,11.0117655001726,6.35535431458077,4.09811718857479,3.96845242046022,11.1014785781538,6.89528447880317,9.51492717229006
"GSM3316981","1",8.02214647790911,6.02016746294438,5.59264181709158,3.94303400558448,3.7599358005826,9.90186803216788,6.69661844848019,7.4999688369372
"GSM3316982","1",7.31356985088647,7.74966216615857,5.97419829481495,4.35135441646634,4.80009925843214,10.7024489895158,7.4459231561901,6.59703954932063
"GSM3316983","1",8.07248306034373,10.067478724658,7.04329925836048,3.1032667543389,3.71659018173791,10.3164260444762,6.58944647384158,8.57428936100322
"GSM3316984","1",7.56207754489907,5.8746600496746,6.01663040320167,4.63825128624938,3.69273251629473,10.3933041369785,6.78269612202554,6.54769695143491
"GSM3316985","1",8.04371977300675,7.12626253752337,5.81833552148196,3.64010411932156,1.81468875475369,11.0403632681599,7.16202206366133,8.50823979138219
