"ID","Type","PRDX4","CHI3L1","STEAP1","SCG2","SLC16A10","GSN","ZBTB16","PFKFB3"
"GSM1332201","0",8.42756852048731,10.8053307218166,6.87158379439811,6.44228577519371,3.69841800089994,10.1872925115848,7.30421444853387,7.95328234440008
"GSM1332202","0",7.33930369709325,6.68681939430456,5.58902818170279,2.164893406425,4.47374976811982,11.2923790787164,8.81253413335318,7.29153437644481
"GSM1332203","0",7.3952520330095,8.374647106356,5.75110794004602,2.82655970355017,4.22996689705544,11.5345900519302,8.75621428216546,7.56147039564863
"GSM1332204","0",8.11416110299603,10.6914035597609,5.85135078364363,3.0092523357004,4.0675166193971,10.9310361241712,8.55705020782246,8.29430132687936
"GSM1332205","0",7.19455810293944,8.44868954254086,6.33382857728816,2.5429786282949,2.97730549808587,10.5938729744801,7.60802005982611,9.4018030143099
"GSM1332206","0",7.46086029577515,8.15538811856987,5.85178995719199,5.01749492614045,3.61346725702123,10.3382517649323,7.77043766368384,8.60367403703307
"GSM1332207","0",8.09918484777262,10.8112596841937,8.85525370442205,4.22563329549167,4.31662544955938,9.34124967110933,5.69133408994713,9.84102286426888
"GSM1332208","0",7.68313129595605,9.89161159826792,6.44796110349975,5.78407095781411,3.59359990682441,10.6870154435712,6.5529184047118,10.2503198595767
"GSM1332209","0",7.45733122851525,11.3863547580708,5.61927208178688,2.53286251116029,5.08180859729854,11.0301506709553,8.4347566080363,8.5254536912044
"GSM1332210","0",7.68241149008517,5.22135277720956,5.56237457704656,3.22593484705944,4.23466708846229,11.5636627992338,8.91422166242219,7.21555428136984
"GSM1332211","1",8.80991581417678,8.55525893731144,6.42116578592374,5.97893119572735,4.79778605845792,9.91064958583221,5.69182570864055,7.21293713675079
"GSM1332212","1",9.11376982472578,8.55282748841676,6.98200095452739,3.85209467036611,3.54576654919319,10.2394700572484,5.8494574832517,6.94212305438152
"GSM1332213","1",9.05830853371128,7.99094772548838,5.65938159534866,5.91125016649956,1.61160280044273,10.9968794242829,5.70596048423054,8.65675530677413
"GSM1332214","1",8.94284750739447,8.88152334002786,7.3288674225117,5.408948769681,3.72714201479742,10.6106698150261,4.2506927333019,6.43918566368966
"GSM1332215","1",9.20033628717786,10.1801528599066,7.7475377890152,5.51966579743845,3.66342790537765,10.0971265162897,4.81280925754594,7.16381125399979
"GSM1332216","1",8.19355698929875,9.02203176242331,7.02300333019786,5.8054706063356,3.40578584783671,11.2544912249539,4.82852686725079,7.47246167757925
"GSM1332217","1",8.7501164809247,9.76757690545945,7.82645560802804,5.2621160620125,4.26233533977567,9.88651315820315,6.13621150734196,7.37223398551135
"GSM1332218","1",9.33485124035057,9.05763163949562,6.39183187799243,5.49188783584159,3.40196397540717,8.73127085444696,5.05813041833553,7.42305479752451
"GSM1332219","1",8.35973874233385,8.49557198986939,5.66918910878156,4.80843391027061,1.95226956895731,10.4878124636397,4.80940497416326,7.03805445872413
"GSM1332220","1",7.92357899025451,7.49945117403825,5.69723289925127,4.03449376447406,3.68608864851893,10.2394700572484,5.48803712130092,5.90482038691489
