ID,ASPN,ISLR,SCN2B,HTRA1,HMGN2,SERPINA3,HMOX2,FCN3,GGT5,LAD1,ITPK1,FLII,FAM89B,TRIM8,Type
S54,5.524693859,2.037961302,4.078916583,1.769940604,6.925311112,14.35304309,16.06686724,15.48131846,6.466420155,7.178465858,7.316906122,7.500024708,10.04950605,7.863485013,0
S55,5.545107981,2.463357965,4.882340465,5.485039173,8.2532347,25.09415462,15.05157576,11.81751546,7.131068458,8.52142149,8.560449562,9.859276812,9.704005229,10.54684118,0
S56,7.135204066,3.748243432,5.042612549,-1.960467053,5.932510573,16.89277875,17.93960839,17.65543688,6.93566289,6.971570568,7.277518549,12.02070724,13.63210306,8.239964148,0
S57,6.506871239,2.643640024,5.165751621,9.055106016,11.01640359,14.32911592,14.40502704,12.30614676,6.67567961,8.829422738,9.047813716,8.63901348,8.561123385,7.224699104,0
S58,6.163197896,4.473177211,3.55797321,4.240052346,5.181766519,21.91993963,20.73500714,15.1950747,6.733679231,6.291921365,8.594420236,10.57518655,11.94616337,9.02991478,0
S59,6.30341106,5.380345357,4.81413195,2.291082458,8.567737502,30.26023026,13.70686485,11.37059393,7.762125891,7.695214448,8.070603462,10.55076491,8.393807164,8.521105948,0
S60,6.164959332,5.449150531,5.536266267,4.682623841,7.710309562,12.18342119,6.409329203,6.634919115,5.941574646,4.945587074,6.161513789,7.797557031,7.8083772,9.065478062,0
S61,5.126017989,4.056394072,4.353882767,5.610504017,7.144708924,28.46048869,19.05097453,13.34712136,7.345155421,5.667028847,9.186817577,9.915799204,11.01819829,9.436207149,0
S62,6.11611877,2.076492178,4.610820482,1.837798507,7.529894133,17.96161481,17.60216054,8.811077229,6.371313764,3.610059804,8.124115987,7.462241686,6.767611327,7.997636335,0
S63,4.41948422,1.924826865,5.594138035,-2.347631178,7.728617197,27.70791494,9.835664216,15.50073938,7.243950715,7.761108552,6.20249849,10.06948538,6.056361049,8.212822314,0
S64,5.604541442,0.567549489,4.184922132,2.205388135,9.057183849,18.68322051,19.99622866,16.59875631,6.72202044,8.971680099,9.031018444,9.567249935,10.75125341,9.155500511,0
S65,6.804572193,2.878247042,4.846956001,2.226509796,6.576337321,15.56502753,13.61714544,12.18253737,6.88354682,7.041453133,6.710088579,8.916024594,7.661511168,7.491533925,0
S66,6.164731835,2.839455333,4.049448702,6.243337628,9.143242352,22.44935909,14.14167369,13.40198087,7.186861527,9.289145174,6.233984602,8.511710064,8.904295885,7.350357829,0
S67,6.028695246,7.125342363,4.501551186,6.109019096,10.06392283,27.70099404,18.21839466,9.029462108,6.698342855,6.486595021,7.002386468,8.049252111,8.846907967,7.668504092,0
S68,7.795910774,5.857443192,4.865938161,10.08194204,10.81685958,3.842629798,6.447514869,7.464289672,4.886034024,1.411361474,5.288787829,6.008961677,3.859485161,5.56114473,1
S69,6.354650895,6.83916962,4.331690721,8.009356932,7.720839827,28.3005633,16.65049815,6.328046274,7.079525256,8.138862906,8.604557075,10.29431007,10.66751918,7.806825194,0
S70,5.769040032,1.153846015,4.424479363,5.047047273,7.525908942,21.4901007,14.9107343,11.11781101,7.103092353,9.482792355,4.745314716,9.739424137,5.257061929,5.414030893,0
S71,6.606941875,5.826530354,4.278439964,3.471084549,8.97014146,25.81665077,12.83216611,9.99269509,7.100460414,8.953006545,6.126959436,7.731461517,7.374457881,8.464399461,0
S72,4.60282822,1.379405619,4.554188509,2.993956717,6.490343687,25.02305117,16.38987503,13.04170693,7.019019454,5.394135517,6.565737508,10.06598117,8.581778861,7.731847404,0
S73,5.691401107,5.340752888,4.435325202,4.828095609,7.673059428,29.93093303,15.7906855,13.51286603,7.834915067,8.065570013,7.126751965,10.12464189,9.809381601,10.41692849,0
S74,4.418919601,0.888431975,3.546117379,2.148850779,9.122392175,25.91715673,18.49082511,15.05255508,6.802656356,9.698340515,5.254732592,7.976641126,7.950390187,7.308178731,0
S75,5.81473516,3.005957271,5.311031829,2.616756495,7.278882357,20.33251964,13.57228904,13.46612633,7.408965836,8.673823476,7.122109933,9.485883314,9.04130504,7.249761562,0
S76,6.111122945,3.078910485,3.63138928,0.49744739,5.973002943,25.72467301,10.85272809,8.632319343,6.789638428,8.458087041,8.006838159,12.35343553,7.083041201,8.508847299,0
S77,5.992178973,3.233142104,4.543467308,3.973938665,6.198091929,17.99312892,18.00653255,11.91620604,7.148367414,6.24461719,7.606744245,10.27744649,5.741143479,9.833973021,0
S78,6.18562301,5.053016074,4.781040898,5.781099957,8.303286886,20.07327803,10.68004283,12.33430645,6.631616199,5.811916938,6.326132033,9.05482544,10.37580243,6.527584518,0
S79,5.367857161,2.117291278,4.828799957,7.190533256,9.014474294,19.65770588,13.35864491,12.81858184,7.093537017,9.845660943,6.043748537,7.987948072,5.244315338,6.198669372,0
S80,5.669191638,1.727058871,3.942779704,3.517634013,8.488495067,18.29446332,15.84877914,7.50784896,7.377341129,7.603169824,6.932062857,9.335338623,5.735936845,8.148131085,0
S81,6.761731771,4.769557361,4.759710501,6.944438744,7.077074952,19.45189023,14.05516618,8.625030359,6.385758377,6.875852112,7.642996254,10.79641463,7.180491441,6.874294484,0
S82,5.511466872,3.923775947,3.811778576,3.347215821,8.495766366,20.56523422,12.27690806,9.01294939,6.368669707,9.744875819,5.740572938,11.12297877,6.703340216,6.709649617,0
S83,7.474767136,8.092490811,5.206326146,10.80484644,8.754181967,28.51891901,10.25777765,7.753776186,7.371838499,8.900144338,6.416708087,7.917750652,9.790067527,6.939982697,0
S84,5.337973971,5.895050567,4.210665156,3.18541801,9.92430142,25.49447739,15.80714688,13.55873677,6.65335319,11.69852162,7.295842261,7.8357567,4.807001999,7.377988707,0
S85,5.441392536,4.559219037,4.768188803,2.148850779,9.683059456,21.51557615,21.33192326,14.09006242,6.831116028,8.127739954,7.015496544,8.83212686,8.048030137,7.232698041,0
S86,6.521188209,3.476881785,4.774961847,2.155871195,6.991634353,26.64700433,14.98355985,14.07876036,7.587351691,8.451739568,6.44765161,11.01728891,8.41451614,7.752385373,0
S87,7.561613562,5.224391286,5.153304188,12.50335168,9.69146945,15.89823828,12.18236534,7.841524573,6.423405027,6.768032903,7.472948943,11.46735627,11.35079944,9.518851796,0
S88,6.796065453,3.963676927,4.98967232,2.893690704,8.008900622,19.54517647,10.70876618,5.452658935,6.530304859,8.096303329,7.106179821,9.489469559,6.617250125,8.004722263,0
S89,6.395208261,5.140604866,5.358687164,5.569139915,9.709403393,25.8292807,18.77553306,12.05304631,7.012153504,6.505147754,7.067124234,8.032672654,11.43279028,7.209779459,0
S90,6.124219231,3.210669907,3.496130722,0.964405021,4.795684128,19.70465239,10.96741519,13.11785371,6.376854765,8.493302089,7.222017275,11.09689089,11.50257342,8.278240623,0
S91,5.572384638,3.028744229,4.69752533,1.503556892,7.219811224,15.00089448,16.24121015,12.955536,6.969831895,10.37011972,7.446250505,8.026667813,5.228258362,7.731847404,0
S92,5.688231575,1.325443339,4.017281405,4.831595246,8.354329179,24.09254409,12.79613529,9.818866453,6.684748977,8.119180368,7.185013553,7.609028165,6.983040254,9.155500511,0
S93,6.669613682,4.371672205,4.501551186,5.588313342,6.828055099,16.53307655,8.203685288,7.120906802,6.813998356,8.897488551,7.393997913,7.800324638,9.992166609,7.416737902,0
S94,7.713265502,4.588505703,4.642675681,8.338268412,8.303286886,9.272047386,10.07689751,10.26618028,6.223996498,8.705288929,6.174995493,8.185215321,6.581365612,7.657686693,0
S95,9.845411096,7.834710575,4.225464287,12.5994749,7.967837538,21.96191998,5.600112235,8.155029443,6.060318557,9.811753678,6.211432876,9.429834744,13.67054561,8.710564575,0
S96,8.864250732,9.749660902,3.60006081,8.437158627,10.14269905,33.82022984,9.346281105,8.99803722,7.780045663,9.678716897,7.988590494,11.40640429,12.06724645,9.161008041,0
S97,5.787587565,5.735027299,4.104456814,2.333749002,7.713876716,25.79740958,14.51207691,10.49085653,7.38754577,7.953061945,8.025268096,8.903942086,7.385798762,9.145108591,0
S98,6.10722972,5.028214631,4.538972845,5.047047273,7.172246051,19.58819872,10.46970741,9.973741884,6.580491648,9.014760182,7.247543699,8.82340941,7.242684706,7.437985315,0
S99,7.92942961,7.265780409,4.253642183,8.976314812,8.409160369,25.32075343,12.70793974,11.23684131,6.836101277,8.276583957,6.839915572,9.34779619,10.83548877,7.566084131,0
S100,4.338855202,1.379405619,3.493786666,1.154969807,4.661045793,21.78664828,10.95337757,15.58258909,6.672078563,8.341325822,5.988179309,10.57890189,6.923757791,9.407718575,0
S101,7.437975959,5.761445125,3.994048869,7.852064136,9.022994968,13.77092532,10.07689751,10.28847881,6.686797209,8.124023671,7.941926625,9.639038725,8.677398405,8.390971642,0
S102,4.807254214,-0.103749664,5.061957868,11.27301196,7.900181701,19.49447513,16.31129543,11.39160898,6.453240711,6.210883289,7.682979199,9.742533605,8.653172612,7.320750997,0
S103,5.709637213,3.279366024,4.251108052,2.230082833,8.974146538,16.51362334,15.34356744,10.09541183,6.651434362,7.345893343,7.852128003,8.662719723,7.582896756,9.021886126,0
S104,6.016911232,2.486630016,4.765608776,4.507572078,7.212769549,13.56302029,11.27292259,15.40358622,6.585088008,9.774125827,7.010642708,8.886199755,6.334202693,7.891215301,0
S105,6.858113975,3.11183296,5.471489658,4.69358394,8.226122123,-14.12253825,4.871781785,7.078055821,4.762695122,1.131844777,4.934821879,7.231564419,4.497136383,6.292302034,1
S106,9.161607339,9.123014961,5.399803277,21.34118581,9.54579409,-1.426229208,6.796692296,3.399223969,6.684007349,3.0204991,5.066162668,4.990101234,4.142491498,5.659956026,1
S107,7.688707646,4.560202065,4.228741521,5.084448563,8.626985642,21.05580285,14.73876081,10.85627917,6.10342341,7.843059839,7.446250505,10.81039866,11.13868663,8.531180837,0
S108,7.068887509,4.263741537,5.176757195,10.96431274,8.207492231,21.41919898,9.75794426,10.57548618,6.518604184,7.895926803,7.968788823,10.74993233,9.673437348,10.04175536,0
S109,6.281285053,5.640100488,5.063247992,4.814006421,8.631147485,17.28971487,16.75681862,12.0650964,6.830705927,7.331215324,7.134059537,11.98006705,13.16749801,8.489054021,0
S110,6.903338412,3.449385965,3.811041193,8.761198141,8.315216372,22.89755192,16.41600777,9.330846377,7.389972169,6.138588738,7.251156554,8.245386019,9.561172898,8.913734815,0
S111,4.534897271,1.799437066,3.19959141,3.664317587,7.265513363,23.03330516,9.951500118,14.21997014,7.663269245,8.285000292,5.986062714,9.841805085,7.41165154,9.654268471,0
S112,6.937906457,3.914114673,4.133431039,4.966967275,7.199424418,13.58183678,14.05516618,9.218220576,6.092471449,9.184147597,8.025268096,8.173512994,7.288159815,8.713187423,0
S113,6.769200001,5.611271068,5.276427794,6.301458692,9.696078329,5.184421825,10.48262582,4.975312738,5.520215318,4.555945865,6.429359154,10.24667351,7.530585388,9.384843191,0
S114,6.215194755,2.516449735,3.682248953,0.500820736,9.057183849,20.7411465,9.603553048,12.661882,6.371688014,8.809030807,7.768909529,11.52441698,9.686099451,8.588364224,0
S115,4.624785844,3.93995408,3.554278396,1.855590004,7.941886115,24.46958321,10.24504394,10.79347566,6.9427596,10.19924527,6.002379489,11.9030501,7.927099484,8.193427159,0
S116,5.92232698,4.738759429,3.496347077,-1.547694997,8.518583419,29.3073137,10.85966469,11.15444453,7.212211888,6.514919604,6.163860187,11.69663907,8.227309366,8.932383409,0
S117,8.773396828,12.40883523,5.053011855,21.41743654,10.32435394,12.58084715,4.024091128,1.70265243,5.278768519,2.653352852,5.015687103,6.006590843,5.633032265,6.472000307,1
S118,8.792562292,8.066093314,5.628775204,16.60601446,9.523170151,6.916538137,5.183090949,1.554646336,5.397671172,7.438588238,6.140422719,8.418588544,7.257793172,6.69463228,1
S119,8.064480421,8.998462733,6.149928012,16.22521304,12.02089919,3.52960307,7.28073726,4.913626695,5.691077775,6.671440272,5.73280976,9.388449041,8.41451614,6.509446067,1
S120,7.987413552,7.771244339,6.003430299,8.52342117,10.53078795,0.342823216,3.121837892,7.293748306,5.883573077,4.022657031,4.626967649,6.830015744,5.093841526,6.597340358,1
S121,8.39530195,7.463414683,5.499869815,12.44862057,9.882805336,-1.495381487,3.062157054,5.031471047,5.269915491,4.915863635,6.058611387,7.118882397,6.096976628,6.623628585,1
S122,6.870191866,6.940917053,5.623696619,13.27331978,9.887418769,10.31860404,6.933103578,7.482922047,6.007625524,5.482623405,5.860439403,6.604973161,3.504593137,5.667113865,1
S123,6.197283478,6.917090355,5.297210202,7.158197795,10.46569428,-5.012941687,6.258797798,4.488166613,5.074662416,6.166634999,6.700996239,6.743370174,5.71445353,5.7367789,1
S124,8.540126371,8.986503937,6.071092064,16.25142069,11.20395956,-5.808571307,4.839600834,2.324451807,5.623678512,10.67786291,6.182714664,7.759667374,8.372778532,6.491486596,1
S125,8.175091519,5.771574799,5.712927006,8.70399797,10.1850985,-1.752619574,7.110808503,5.788198333,4.96492748,4.061381168,5.416341695,9.221571887,8.118985317,5.56114473,1
S126,7.992240701,7.418634446,5.707659956,13.04460368,9.410856124,4.731485238,3.539478574,2.344649332,6.220005794,7.663320398,6.093866465,8.15327989,4.889772947,6.621951751,1
S127,8.234874067,9.417730675,4.537951982,20.08687971,9.496896294,12.35261566,2.079866669,0.695764359,6.063155409,1.737607321,4.488873927,6.632286695,6.059003136,6.280586991,1
S128,8.047746352,7.800682287,6.5199488,12.82412803,10.87316875,2.26046559,3.675977055,5.595686101,5.681323068,4.511639189,6.404420745,7.511052513,6.728264033,7.106251215,1
S129,8.457544214,6.569690798,5.410498064,11.18985946,11.027161,-4.645871485,7.322108428,8.134390589,6.146796563,5.131648419,5.277354697,7.130033624,4.757148638,5.82301246,1
S130,8.666220939,8.826464957,5.560550091,14.87595933,12.8935848,16.02860524,11.91761262,13.06245997,6.419894464,5.323509205,4.288327562,3.846790455,6.93216203,5.130922584,1
S131,8.407061307,5.503061125,5.913583938,13.63854366,10.2090382,-5.787785879,6.192629328,4.220699311,5.814179466,5.912101649,5.363789291,7.140203275,6.205666992,5.408880255,1
S132,8.959878567,8.586660957,5.427125907,17.5752505,8.530235726,0.082298088,7.013278049,1.496624495,4.914856824,3.924476259,4.838553306,7.923405029,5.845105543,5.974002485,1
S133,8.309836573,6.5805309,5.923845592,13.25902428,9.388189228,3.882426344,5.805724123,5.345285505,6.268003246,3.359511797,5.202214296,7.195156756,3.859485161,5.412384,1
S134,7.780389222,5.424909839,5.876366606,12.36067519,9.772484595,-8.097563179,4.521697369,3.427853617,5.529203135,6.115728003,5.875772014,7.751081101,3.708601347,5.724056206,1
S135,8.434412978,9.929060794,5.062491327,13.55353934,10.31986747,20.48088943,4.770754581,0.050114952,5.793504771,4.276949304,5.078503541,4.682049002,6.524547467,6.177848082,1
S136,8.068114576,7.548006114,5.80074427,12.85167802,10.39722174,-4.162828308,5.086546235,7.40713898,5.425585347,4.693717631,5.104588957,7.197822856,6.252251625,6.638973792,1
S137,9.185029511,10.18505098,4.92933089,19.21898121,9.291174871,3.827647484,-1.425657956,-1.398994323,5.79044422,0.74573899,4.461269369,6.531395056,8.396599898,7.07274803,1
S138,8.153848913,6.650057006,5.479490753,10.84420104,10.3535212,-10.11723924,8.710025058,1.257755983,5.311680105,5.125608401,5.010442094,6.969839491,4.381107646,6.087806856,1
S139,9.417693177,10.35707047,5.485857643,18.41447826,11.32725334,0.347859191,4.232615758,0.904056384,5.956413991,3.778305076,5.38895677,5.759396734,7.414319675,5.645665023,1
S140,9.110698489,11.42208857,4.749444859,21.19002389,9.732894125,11.29088734,0.960170546,-2.195213805,6.247436198,3.499482513,4.765792706,6.807101378,8.110502102,8.581051916,1
S141,9.510714443,13.35054814,4.648041471,19.41858273,8.821328631,17.61831141,1.688283637,-0.244602794,6.174004274,2.628881839,3.920372137,5.917575362,9.136029564,7.35692606,1
S142,8.769717702,8.896722352,5.289544363,11.39759817,9.989458782,4.375057077,4.258658887,-3.896512801,5.94488919,0.620432316,4.626967649,6.830015744,6.954657688,7.572364103,1
S143,7.969993376,6.890694747,4.390138397,10.57902813,10.24209845,0.119887939,7.086717418,2.882178357,5.807456954,3.274633036,5.970648233,6.299547508,6.993837516,7.062385079,1
S144,8.678503704,7.863212914,5.534309029,12.49883621,8.903826598,-8.302013673,5.421216457,0.168184526,4.978004157,4.400830954,5.630658339,8.355098756,7.069501243,6.888340173,1
S145,8.427836141,8.925312503,5.494871569,14.48747243,10.13322492,-1.211611553,5.215011364,6.006940129,5.80614462,2.793329431,6.903306523,5.863139866,5.433767419,7.695643124,1
S146,8.30749049,8.021657498,5.230833089,13.87044932,9.199429904,-5.155952654,5.274974785,2.983495239,5.669202773,3.208615944,7.173838658,8.439189535,5.782095586,7.201399357,1
S147,8.034000158,6.5805309,5.441777343,3.377131828,8.631147485,-0.345473077,6.071907746,4.717135053,5.563241338,3.406956685,6.344258627,7.347691311,3.583233426,5.419122557,1
